,Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Pressure9am,Pressure3pm
98,2009-04-09,SalmonGums,9.6,27.2,0.0,11.0,41.0,14.0,8.0,20.0,31.0,30.0,48.0,20.4,24.0,0.0,0.0,,
99,2009-04-10,SalmonGums,7.8,26.0,0.0,1.0,28.0,0.0,0.0,13.0,11.0,72.0,35.0,17.6,25.5,0.0,0.0,,
100,2009-04-11,SalmonGums,10.0,32.1,0.0,13.0,33.0,7.0,8.0,15.0,22.0,39.0,22.0,21.7,28.5,0.0,0.0,,
101,2009-04-12,SalmonGums,14.4,28.7,0.0,10.0,39.0,2.0,0.0,17.0,20.0,79.0,30.0,18.3,27.1,0.0,0.0,,
102,2009-04-13,SalmonGums,14.2,28.4,0.0,1.0,37.0,4.0,0.0,15.0,9.0,65.0,26.0,18.5,27.7,0.0,0.0,,
103,2009-04-14,SalmonGums,11.5,24.7,0.0,10.0,44.0,10.0,10.0,17.0,28.0,75.0,58.0,17.9,22.3,0.0,0.0,,
104,2009-04-15,SalmonGums,7.4,22.4,0.0,8.0,33.0,9.0,0.0,17.0,9.0,60.0,42.0,15.9,21.9,0.0,0.0,,
105,2009-04-16,SalmonGums,2.5,24.4,0.0,9.0,28.0,4.0,10.0,11.0,9.0,70.0,33.0,14.6,23.5,0.0,0.0,,
106,2009-04-17,SalmonGums,7.2,28.1,0.0,6.0,48.0,5.0,2.0,17.0,13.0,63.0,32.0,18.8,27.1,0.0,0.0,,
107,2009-04-18,SalmonGums,10.5,25.3,0.0,1.0,43.0,4.0,1.0,19.0,26.0,65.0,48.0,19.2,24.2,0.0,0.0,,
108,2009-04-19,SalmonGums,16.1,25.4,0.0,1.0,30.0,1.0,0.0,20.0,13.0,76.0,51.0,18.7,24.6,0.0,0.0,,
109,2009-04-20,SalmonGums,10.8,26.5,0.0,9.0,28.0,4.0,0.0,11.0,13.0,86.0,43.0,17.9,25.2,0.0,0.0,,
110,2009-04-21,SalmonGums,8.4,27.9,0.0,4.0,31.0,3.0,6.0,17.0,11.0,63.0,32.0,21.2,26.0,0.0,0.0,,
111,2009-04-22,SalmonGums,10.3,22.5,0.0,8.0,52.0,12.0,11.0,17.0,22.0,69.0,64.0,19.6,18.7,0.0,0.0,,
112,2009-04-23,SalmonGums,8.2,17.0,0.0,11.0,44.0,12.0,11.0,22.0,24.0,82.0,65.0,12.1,15.7,0.0,0.0,,
113,2009-04-24,SalmonGums,9.7,23.6,0.2,11.0,39.0,13.0,13.0,20.0,20.0,73.0,37.0,15.9,22.8,0.0,0.0,,
114,2009-04-25,SalmonGums,11.3,20.5,0.2,11.0,43.0,12.0,11.0,20.0,22.0,72.0,67.0,16.1,18.4,0.0,0.0,,
115,2009-04-26,SalmonGums,5.9,21.9,0.0,13.0,26.0,14.0,11.0,9.0,13.0,96.0,46.0,14.0,20.3,0.0,0.0,,
116,2009-04-27,SalmonGums,5.9,23.6,0.0,14.0,20.0,3.0,1.0,6.0,6.0,79.0,42.0,16.6,22.5,0.0,0.0,,
117,2009-04-28,SalmonGums,5.5,23.1,0.0,9.0,31.0,9.0,10.0,19.0,15.0,64.0,39.0,18.1,22.3,0.0,0.0,,
118,2009-04-29,SalmonGums,3.7,25.5,0.0,7.0,35.0,3.0,7.0,19.0,13.0,74.0,32.0,16.7,24.8,0.0,0.0,,
119,2009-04-30,SalmonGums,11.6,21.1,0.0,8.0,35.0,10.0,8.0,19.0,24.0,82.0,50.0,15.6,18.5,0.0,0.0,,
120,2009-05-01,SalmonGums,1.5,20.5,0.0,10.0,24.0,2.0,8.0,7.0,9.0,60.0,36.0,15.1,19.6,0.0,0.0,,
121,2009-05-02,SalmonGums,0.7,22.0,0.0,3.0,26.0,3.0,1.0,15.0,13.0,56.0,33.0,15.9,21.5,0.0,0.0,,
122,2009-05-03,SalmonGums,2.8,22.9,0.0,7.0,33.0,3.0,9.0,19.0,7.0,51.0,31.0,16.4,21.7,0.0,0.0,,
123,2009-05-04,SalmonGums,4.0,23.4,0.0,6.0,31.0,6.0,2.0,13.0,13.0,65.0,32.0,14.9,21.9,0.0,0.0,,
124,2009-05-05,SalmonGums,1.4,23.1,0.0,9.0,33.0,3.0,9.0,11.0,22.0,56.0,32.0,16.6,22.0,0.0,0.0,,
125,2009-05-06,SalmonGums,5.5,22.6,0.2,0.0,26.0,3.0,0.0,9.0,15.0,88.0,39.0,15.1,20.7,0.0,0.0,,
126,2009-05-07,SalmonGums,6.7,21.3,0.0,0.0,31.0,4.0,1.0,15.0,11.0,78.0,38.0,14.4,19.4,0.0,0.0,,
127,2009-05-08,SalmonGums,2.9,21.4,0.0,2.0,30.0,4.0,4.0,0.0,19.0,95.0,41.0,13.2,20.8,0.0,0.0,,
128,2009-05-09,SalmonGums,6.0,21.7,0.0,3.0,24.0,3.0,3.0,15.0,7.0,73.0,39.0,14.6,21.1,0.0,0.0,,
129,2009-05-10,SalmonGums,3.3,20.7,0.0,6.0,35.0,3.0,14.0,22.0,7.0,51.0,32.0,15.8,20.2,0.0,0.0,,
130,2009-05-11,SalmonGums,10.0,23.7,0.0,13.0,24.0,6.0,10.0,11.0,6.0,33.0,25.0,18.5,21.9,0.0,0.0,,
131,2009-05-12,SalmonGums,7.6,22.5,0.0,9.0,41.0,11.0,8.0,7.0,9.0,71.0,29.0,14.8,21.4,0.0,0.0,,
132,2009-05-13,SalmonGums,6.5,19.0,0.4,10.0,24.0,11.0,10.0,0.0,17.0,95.0,53.0,12.6,17.7,0.0,0.0,,
133,2009-05-14,SalmonGums,0.9,20.0,0.0,8.0,30.0,7.0,11.0,13.0,13.0,74.0,37.0,12.4,19.1,0.0,0.0,,
134,2009-05-15,SalmonGums,1.8,21.5,0.0,7.0,26.0,7.0,11.0,13.0,11.0,61.0,31.0,14.9,20.6,0.0,0.0,,
135,2009-05-16,SalmonGums,3.5,21.8,0.0,6.0,24.0,3.0,5.0,13.0,9.0,54.0,30.0,15.3,20.3,0.0,0.0,,
136,2009-05-17,SalmonGums,4.2,22.2,0.0,6.0,35.0,3.0,6.0,17.0,9.0,43.0,28.0,17.7,21.2,0.0,0.0,,
137,2009-05-18,SalmonGums,3.7,25.1,0.0,6.0,33.0,6.0,3.0,20.0,9.0,49.0,22.0,16.2,24.9,0.0,0.0,,
138,2009-05-19,SalmonGums,4.6,23.9,0.0,13.0,24.0,14.0,12.0,13.0,11.0,65.0,30.0,14.9,23.0,0.0,0.0,,
139,2009-05-20,SalmonGums,5.6,25.9,0.0,3.0,37.0,3.0,3.0,17.0,20.0,45.0,24.0,18.7,24.9,0.0,0.0,,
140,2009-05-21,SalmonGums,18.5,27.3,0.0,3.0,72.0,3.0,3.0,28.0,41.0,26.0,20.0,20.9,26.5,0.0,0.0,,
141,2009-05-22,SalmonGums,10.7,16.5,0.4,14.0,72.0,14.0,14.0,28.0,39.0,77.0,61.0,12.3,11.9,0.0,0.0,,
142,2009-05-23,SalmonGums,9.6,16.6,0.2,13.0,59.0,13.0,11.0,28.0,26.0,71.0,68.0,12.1,12.5,0.0,0.0,,
143,2009-05-24,SalmonGums,5.6,16.1,0.2,15.0,30.0,13.0,13.0,15.0,15.0,95.0,55.0,9.2,15.6,0.0,0.0,,
144,2009-05-25,SalmonGums,2.8,14.7,0.2,4.0,20.0,14.0,5.0,6.0,6.0,96.0,56.0,10.0,14.2,0.0,0.0,,
145,2009-05-26,SalmonGums,-0.7,18.6,0.0,4.0,35.0,4.0,4.0,13.0,13.0,77.0,43.0,12.4,17.6,0.0,0.0,,
146,2009-05-27,SalmonGums,0.9,18.8,0.0,0.0,31.0,4.0,1.0,19.0,22.0,86.0,42.0,11.3,17.1,0.0,0.0,,
147,2009-05-28,SalmonGums,8.1,19.8,0.0,0.0,31.0,0.0,0.0,17.0,13.0,91.0,44.0,11.9,17.9,0.0,0.0,,
148,2009-05-29,SalmonGums,0.4,18.9,0.0,4.0,35.0,4.0,0.0,7.0,24.0,95.0,38.0,10.3,18.4,0.0,0.0,,
149,2009-05-30,SalmonGums,2.5,19.3,0.0,5.0,39.0,4.0,5.0,15.0,20.0,71.0,39.0,12.4,18.6,0.0,0.0,,
150,2009-05-31,SalmonGums,2.7,20.6,0.0,4.0,26.0,5.0,3.0,13.0,9.0,53.0,37.0,13.7,20.0,0.0,0.0,,
151,2009-06-01,SalmonGums,-0.1,21.3,0.0,3.0,28.0,5.0,5.0,13.0,19.0,58.0,34.0,14.5,20.4,0.0,0.0,,
152,2009-06-02,SalmonGums,5.7,18.7,0.0,3.0,37.0,5.0,3.0,22.0,11.0,52.0,83.0,12.7,12.7,0.0,1.0,,
153,2009-06-03,SalmonGums,10.5,19.6,5.0,14.0,28.0,13.0,7.0,13.0,15.0,95.0,54.0,11.4,18.9,1.0,0.0,,
154,2009-06-04,SalmonGums,6.0,12.4,0.0,7.0,61.0,14.0,14.0,33.0,28.0,72.0,87.0,8.7,11.0,0.0,1.0,,
155,2009-06-05,SalmonGums,8.4,16.7,17.6,8.0,52.0,12.0,10.0,22.0,24.0,93.0,74.0,12.3,15.2,1.0,1.0,,
156,2009-06-06,SalmonGums,9.9,15.6,1.8,8.0,43.0,12.0,12.0,15.0,15.0,91.0,77.0,12.1,14.1,1.0,1.0,,
157,2009-06-07,SalmonGums,6.6,16.4,2.6,13.0,30.0,14.0,13.0,15.0,13.0,84.0,61.0,9.8,15.7,1.0,0.0,,
158,2009-06-08,SalmonGums,9.8,16.7,1.0,10.0,20.0,14.0,10.0,9.0,11.0,93.0,56.0,11.9,15.4,0.0,0.0,,
159,2009-06-09,SalmonGums,1.2,17.7,0.0,3.0,31.0,5.0,6.0,9.0,15.0,80.0,53.0,11.6,17.4,0.0,0.0,,
160,2009-06-10,SalmonGums,7.0,22.2,0.0,6.0,44.0,6.0,7.0,24.0,24.0,50.0,39.0,12.8,21.3,0.0,1.0,,
161,2009-06-11,SalmonGums,11.9,18.6,1.2,6.0,30.0,7.0,15.0,15.0,15.0,90.0,85.0,14.7,14.7,1.0,0.0,,
162,2009-06-12,SalmonGums,6.0,14.7,1.0,11.0,46.0,13.0,15.0,24.0,26.0,81.0,61.0,9.6,14.0,0.0,0.0,,
163,2009-06-13,SalmonGums,6.5,14.0,0.4,12.0,41.0,15.0,12.0,15.0,17.0,82.0,79.0,9.7,11.4,0.0,1.0,,
164,2009-06-14,SalmonGums,5.2,15.8,2.8,8.0,31.0,13.0,11.0,19.0,13.0,95.0,62.0,8.8,14.0,1.0,0.0,,
165,2009-06-15,SalmonGums,4.7,19.4,0.0,13.0,26.0,15.0,15.0,13.0,13.0,82.0,59.0,12.7,17.3,0.0,0.0,,
166,2009-06-16,SalmonGums,5.2,19.4,0.2,14.0,30.0,14.0,7.0,9.0,15.0,73.0,34.0,11.9,18.9,0.0,0.0,,
167,2009-06-17,SalmonGums,4.6,19.7,0.0,3.0,44.0,6.0,6.0,20.0,24.0,64.0,30.0,12.2,19.2,0.0,0.0,,
168,2009-06-18,SalmonGums,7.9,21.6,0.0,7.0,41.0,6.0,7.0,17.0,19.0,45.0,20.0,13.0,21.2,0.0,0.0,,
169,2009-06-19,SalmonGums,10.2,17.8,0.0,13.0,72.0,6.0,14.0,26.0,17.0,57.0,91.0,13.7,10.0,0.0,1.0,,
170,2009-06-20,SalmonGums,4.8,14.8,5.6,7.0,48.0,14.0,7.0,22.0,20.0,81.0,64.0,8.7,14.4,1.0,1.0,,
171,2009-06-21,SalmonGums,6.9,11.5,4.4,12.0,54.0,15.0,15.0,28.0,24.0,74.0,63.0,8.3,10.6,1.0,0.0,,
172,2009-06-22,SalmonGums,5.2,12.8,0.4,15.0,41.0,13.0,11.0,17.0,26.0,87.0,74.0,8.1,11.0,0.0,0.0,,
173,2009-06-23,SalmonGums,0.5,10.9,0.2,15.0,46.0,3.0,3.0,11.0,11.0,89.0,74.0,7.7,10.4,0.0,0.0,,
174,2009-06-24,SalmonGums,7.7,24.250827423167877,0.0,15.0,39.74837161467261,5.0,3.0,15.0,17.0,63.0,72.0,10.9,14.1,0.0,0.0,,
