,Date,MinTemp,MaxTemp,Rainfall,WindSpeed9am,Humidity9am,Temp9am,RainToday,RainTomorrow
69,2009-02-08,20.0,34.2,0.0,15.0,61.0,24.8,0.0,0.0
70,2009-02-09,20.2,27.6,0.0,7.0,77.0,24.4,0.0,0.0
71,2009-02-10,20.0,25.0,0.8,4.0,89.0,21.0,0.0,1.0
72,2009-02-11,17.2,23.8,13.4,11.0,94.0,17.4,1.0,1.0
73,2009-02-12,16.6,21.8,13.2,7.0,82.0,18.4,1.0,1.0
74,2009-02-13,16.4,24.4,45.4,7.0,96.0,17.0,1.0,1.0
75,2009-02-14,17.0,19.6,3.6,19.0,81.0,19.0,1.0,1.0
76,2009-02-15,17.4,22.8,147.2,0.0,100.0,18.4,1.0,1.0
77,2009-02-16,18.0,25.0,13.8,28.0,69.0,22.4,1.0,0.0
78,2009-02-17,18.8,23.4,0.0,9.0,73.0,21.2,0.0,1.0
79,2009-02-18,18.6,25.6,22.6,0.0,92.0,19.8,1.0,0.0
80,2009-02-19,19.0,30.0,0.0,0.0,91.0,21.0,0.0,1.0
81,2009-02-20,21.0,29.6,2.6,0.0,86.0,23.0,1.0,0.0
82,2009-02-21,22.0,25.8,0.0,6.0,78.0,24.0,0.0,0.0
83,2009-02-22,18.6,26.6,0.0,4.0,73.0,23.2,0.0,0.0
84,2009-02-23,19.0,30.6,0.0,0.0,79.0,22.4,0.0,1.0
85,2009-02-24,20.8,34.6,1.4,4.0,82.0,24.2,1.0,0.0
86,2009-02-25,21.4,27.6,0.0,0.0,82.0,23.2,0.0,0.0
87,2009-02-26,21.4,24.8,0.0,7.0,66.0,22.4,0.0,0.0
88,2009-02-27,17.6,24.6,0.0,4.0,72.0,22.0,0.0,0.0
89,2009-02-28,14.6,31.4,0.0,4.0,88.0,17.4,0.0,0.0
90,2009-03-01,14.2,26.4,0.0,7.0,75.0,23.4,0.0,0.0
91,2009-03-02,20.2,27.0,0.0,4.0,66.0,22.6,0.0,0.0
92,2009-03-03,20.2,28.0,0.0,4.0,69.0,23.6,0.0,0.0
93,2009-03-04,21.8,29.0,0.0,0.0,86.0,22.8,0.0,0.0
94,2009-03-05,12.2,23.8,0.0,4.0,53.0,17.8,0.0,0.0
95,2009-03-06,12.4,24.8,0.0,0.0,78.0,17.4,0.0,0.0
96,2009-03-07,14.6,27.2,0.0,0.0,85.0,19.4,0.0,0.0
97,2009-03-08,19.0,27.2,0.0,6.0,78.0,23.2,0.0,0.0
98,2009-03-09,20.4,26.6,0.0,19.0,71.0,23.8,0.0,0.0
99,2009-03-10,21.4,26.2,0.0,15.0,68.0,22.4,0.0,0.0
100,2009-03-11,20.0,25.8,0.0,19.0,74.0,23.6,0.0,0.0
101,2009-03-12,18.6,27.0,0.0,4.0,65.0,23.0,0.0,0.0
102,2009-03-13,18.8,28.6,0.0,4.0,77.0,21.4,0.0,1.0
103,2009-03-14,18.2,30.2,3.2,0.0,96.0,20.4,1.0,1.0
104,2009-03-15,17.4,32.0,4.2,0.0,86.0,21.4,1.0,0.0
105,2009-03-16,17.8,25.0,0.4,4.0,46.0,19.0,0.0,0.0
106,2009-03-17,12.2,25.0,0.0,0.0,62.0,18.0,0.0,0.0
107,2009-03-18,13.6,25.8,0.0,0.0,86.0,18.0,0.0,0.0
108,2009-03-19,14.4,29.0,0.0,0.0,88.0,18.4,0.0,0.0
109,2009-03-20,17.8,28.2,0.0,0.0,83.0,22.6,0.0,0.0
110,2009-03-21,18.8,26.6,0.0,4.0,91.0,22.0,0.0,0.0
111,2009-03-22,16.2,27.4,0.0,0.0,87.0,21.4,0.0,0.0
112,2009-03-23,15.4,28.6,0.0,0.0,82.0,19.5,0.0,0.0
113,2009-03-24,17.0,30.2,0.0,0.0,87.0,20.6,0.0,0.0
114,2009-03-25,17.8,31.4,0.0,4.0,81.0,20.0,0.0,0.0
115,2009-03-26,16.4,31.2,0.0,4.0,83.0,20.0,0.0,1.0
116,2009-03-27,19.8,25.6,2.2,19.0,74.0,22.0,1.0,0.0
117,2009-03-28,15.6,25.4,0.0,0.0,78.0,20.4,0.0,0.0
118,2009-03-29,15.2,25.8,0.0,0.0,81.0,20.4,0.0,0.0
119,2009-03-30,19.2,25.8,0.0,4.0,72.0,22.0,0.0,1.0
120,2009-03-31,17.4,22.8,35.2,28.0,72.0,21.4,1.0,1.0
121,2009-04-01,19.4,23.8,21.8,11.0,86.0,22.2,1.0,1.0
122,2009-04-02,19.2,26.2,67.0,0.0,91.0,21.6,1.0,0.0
123,2009-04-03,20.0,27.0,0.0,0.0,81.0,22.8,0.0,0.0
124,2009-04-04,19.0,27.0,0.0,0.0,81.0,20.0,0.0,1.0
125,2009-04-05,17.0,25.0,2.0,0.0,58.0,22.0,1.0,0.0
126,2009-04-06,16.0,23.5,1.0,0.0,77.0,20.0,0.0,0.0
127,2009-04-07,13.760007426661765,23.5,0.0,0.0,74.0,18.119251336898405,0.0,0.0
128,2009-04-08,13.760007426661765,22.0,0.0,0.0,74.0,18.119251336898405,0.0,0.0
129,2009-04-09,12.5,23.0,1.0,0.0,77.0,20.0,0.0,0.0
130,2009-04-10,13.0,23.5,0.0,0.0,90.0,18.0,0.0,0.0
131,2009-04-11,13.760007426661765,23.5,0.0,0.0,74.0,18.119251336898405,0.0,0.0
132,2009-04-12,13.760007426661765,26.5,0.0,0.0,74.0,18.119251336898405,0.0,0.0
133,2009-04-13,14.5,23.0,0.0,0.0,91.0,21.0,0.0,1.0
134,2009-04-14,17.5,26.5,4.0,0.0,95.0,19.5,1.0,0.0
135,2009-04-15,13.760007426661765,28.0,0.0,0.0,74.0,18.119251336898405,0.0,0.0
136,2009-04-16,15.5,23.5,0.0,0.0,52.0,20.0,0.0,0.0
137,2009-04-17,13.760007426661765,23.5,0.0,0.0,74.0,18.119251336898405,0.0,1.0
138,2009-04-18,13.760007426661765,23.5,2.0,0.0,74.0,18.119251336898405,1.0,1.0
139,2009-04-19,13.760007426661765,22.3,14.0,22.0,81.0,19.2,1.0,1.0
140,2009-04-20,14.4,21.3,10.0,37.0,62.0,20.1,1.0,1.0
141,2009-04-21,17.2,22.2,8.8,19.0,65.0,20.4,1.0,0.0
142,2009-04-22,14.9,20.7,0.4,0.0,87.0,17.9,0.0,1.0
143,2009-04-23,13.760007426661765,22.3,2.0,4.0,82.0,18.4,1.0,0.0
144,2009-04-24,9.6,22.2,0.0,2.0,97.0,13.2,0.0,0.0
145,2009-04-25,12.8,24.2,0.0,9.0,62.0,19.0,0.0,0.0
146,2009-04-26,14.4,22.2,0.0,0.0,46.0,20.9,0.0,0.0
147,2009-04-27,9.2,19.8,0.0,19.0,53.0,13.9,0.0,0.0
148,2009-04-28,7.8,22.6,0.0,28.0,54.0,17.8,0.0,0.0
149,2009-04-29,9.4,19.2,0.0,0.0,66.0,15.0,0.0,1.0
150,2009-04-30,12.6,20.0,5.6,9.0,75.0,14.5,1.0,1.0
151,2009-05-01,10.3,21.6,5.6,0.0,80.0,16.0,1.0,0.0
152,2009-05-02,9.7,22.8,0.0,0.0,81.0,15.8,0.0,1.0
153,2009-05-03,13.8,20.3,18.6,0.0,81.0,16.6,1.0,0.0
154,2009-05-04,9.7,22.4,0.0,4.0,89.0,14.9,0.0,1.0
155,2009-05-05,13.0,20.4,7.2,2.0,94.0,16.2,1.0,1.0
156,2009-05-06,12.4,21.7,6.0,0.0,91.0,15.4,1.0,0.0
157,2009-05-07,9.6,22.8,0.0,4.0,76.0,15.6,0.0,1.0
158,2009-05-08,11.5,17.6,1.2,4.0,81.0,16.2,1.0,1.0
159,2009-05-09,9.4,21.9,5.4,0.0,92.0,13.6,1.0,0.0
160,2009-05-10,13.760007426661765,18.8,0.0,0.0,75.0,15.8,0.0,1.0
161,2009-05-11,10.7,19.5,11.8,0.0,87.0,13.5,1.0,0.0
162,2009-05-12,6.4,20.7,0.0,4.0,81.0,12.6,0.0,0.0
163,2009-05-13,7.4,21.2,0.0,0.0,72.0,13.0,0.0,0.0
164,2009-05-14,7.5,21.2,0.0,0.0,58.0,13.8,0.0,0.0
165,2009-05-15,10.3,22.3,0.0,6.0,56.0,15.1,0.0,0.0
166,2009-05-16,13.8,23.4,0.0,19.0,49.0,16.8,0.0,0.0
167,2009-05-17,8.2,20.6,0.0,0.0,74.0,14.0,0.0,0.0
168,2009-05-18,10.6,22.2,0.0,0.0,79.0,15.2,0.0,1.0
169,2009-05-19,14.5,19.7,2.6,0.0,84.0,16.6,1.0,1.0
170,2009-05-20,12.6,21.7,13.2,6.0,62.0,18.2,1.0,1.0
171,2009-05-21,15.6,20.5,3.8,46.0,61.0,19.3,1.0,1.0
172,2009-05-22,15.4,20.8,14.0,46.0,64.0,18.6,1.0,1.0
173,2009-05-23,14.2,22.6,32.7,28.0,72.0,20.4,1.0,0.0
174,2009-05-24,15.6,22.2,0.0,0.0,75.0,18.5,0.0,1.0
175,2009-05-25,15.0,21.5,2.0,0.0,93.0,17.2,1.0,0.0
176,2009-05-26,11.5,21.0,0.0,4.0,97.0,13.8,0.0,0.0
177,2009-05-27,11.8,21.9,0.0,0.0,75.0,16.5,0.0,0.0
178,2009-05-28,11.8,19.8,0.0,2.0,84.0,16.0,0.0,1.0
179,2009-05-29,12.5,19.1,21.6,4.0,83.0,13.5,1.0,1.0
180,2009-05-30,11.2,18.5,2.6,2.0,86.0,13.0,1.0,1.0
181,2009-05-31,12.2,20.0,8.6,0.0,97.0,14.6,1.0,0.0
182,2009-06-01,10.8,17.8,0.0,0.0,82.0,14.4,0.0,0.0
183,2009-06-02,11.2,20.7,0.0,0.0,88.0,15.5,0.0,1.0
184,2009-06-03,14.3,20.7,3.4,0.0,97.0,15.8,1.0,0.0
185,2009-06-04,12.2,18.2,0.0,4.0,97.0,14.2,0.0,0.0
186,2009-06-05,12.2,19.8,0.4,2.0,94.0,14.9,0.0,0.0
187,2009-06-06,7.4,19.4,0.0,4.0,76.0,12.0,0.0,0.0
188,2009-06-07,9.0,19.2,0.0,4.0,86.0,11.3,0.0,0.0
189,2009-06-08,10.5,19.0,0.0,19.0,68.0,15.0,0.0,0.0
190,2009-06-09,9.7,16.5,0.0,9.0,68.0,12.8,0.0,0.0
191,2009-06-10,9.2,15.2,0.0,28.0,69.0,11.5,0.0,0.0
192,2009-06-11,3.7,14.3,0.0,0.0,53.0,13.8,0.0,0.0
193,2009-06-12,4.2,16.3,0.0,6.0,65.0,8.6,0.0,0.0
194,2009-06-13,5.0,18.0,0.0,0.0,72.0,9.0,0.0,0.0
195,2009-06-14,6.8,20.0,0.0,0.0,72.0,10.4,0.0,0.0
196,2009-06-15,6.6,20.2,0.0,4.0,74.0,12.8,0.0,0.0
197,2009-06-16,6.8,15.4,0.0,0.0,78.0,11.2,0.0,1.0
198,2009-06-17,10.3,17.0,71.4,0.0,94.0,12.5,1.0,1.0
199,2009-06-18,10.7,17.0,12.2,0.0,97.0,13.0,1.0,1.0
200,2009-06-19,12.3,17.5,7.0,0.0,96.0,13.2,1.0,1.0
201,2009-06-20,12.0,18.5,22.0,0.0,93.0,15.0,1.0,1.0
202,2009-06-21,12.6,19.5,4.0,0.0,91.0,15.0,1.0,1.0
203,2009-06-22,13.8,19.2,23.6,4.0,94.0,15.0,1.0,0.0
204,2009-06-23,8.8,21.6,0.0,0.0,97.0,10.5,0.0,0.0
205,2009-06-24,7.7,21.0,0.2,2.0,94.0,10.5,0.0,0.0
206,2009-06-25,6.8,17.8,0.2,4.0,64.0,11.5,0.0,0.0
207,2009-06-26,7.9,18.9,0.0,2.0,76.0,11.9,0.0,0.0
208,2009-06-27,9.3,23.5,0.2,0.0,83.0,11.4,0.0,0.0
209,2009-06-28,13.760007426661765,18.6,0.0,0.0,74.0,18.119251336898405,0.0,0.0
210,2009-06-29,9.0,18.8,0.0,19.0,95.0,12.2,0.0,0.0
211,2009-06-30,9.8,18.6,0.0,0.0,68.0,12.6,0.0,0.0
212,2009-07-01,10.2,22.0,0.0,0.0,67.0,15.8,0.0,0.0
213,2009-07-02,10.2,19.0,0.0,4.0,51.0,13.5,0.0,0.0
214,2009-07-03,11.0,17.9,0.0,46.0,47.0,12.5,0.0,0.0
215,2009-07-04,7.0,23.5,0.0,15.0,62.0,10.5,0.0,0.0
216,2009-07-05,13.760007426661765,17.8,0.0,0.0,74.0,18.119251336898405,0.0,0.0
217,2009-07-06,3.2,16.1,0.0,0.0,88.0,5.8,0.0,1.0
218,2009-07-07,5.8,15.0,1.6,0.0,80.0,10.6,1.0,1.0
219,2009-07-08,8.5,16.4,7.2,0.0,92.0,12.2,1.0,1.0
220,2009-07-09,6.8,17.6,5.2,0.0,95.0,11.2,1.0,1.0
221,2009-07-10,8.2,17.2,2.0,0.0,97.0,11.5,1.0,0.0
222,2009-07-11,5.5,17.3,0.0,0.0,93.0,9.5,0.0,0.0
223,2009-07-12,6.8,15.8,0.0,2.0,89.0,10.0,0.0,0.0
224,2009-07-13,9.7,16.0,0.0,13.0,80.0,14.0,0.0,0.0
225,2009-07-14,7.6,16.8,0.0,11.0,73.0,12.0,0.0,0.0
226,2009-07-15,4.9,16.8,0.0,0.0,82.0,9.8,0.0,0.0
227,2009-07-16,7.2,13.5,0.0,6.0,88.0,9.5,0.0,1.0
228,2009-07-17,9.0,16.5,8.0,4.0,87.0,10.5,1.0,0.0
229,2009-07-18,5.8,23.5,0.0,4.0,83.0,11.4,0.0,0.0
230,2009-07-19,13.760007426661765,18.2,0.0,0.0,74.0,18.119251336898405,0.0,0.0
231,2009-07-20,5.4,19.8,0.0,0.0,75.0,11.0,0.0,0.0
232,2009-07-21,4.5,21.1,0.0,0.0,79.0,9.6,0.0,0.0
233,2009-07-22,9.3,23.8,0.0,0.0,60.0,18.2,0.0,1.0
234,2009-07-23,11.5,19.0,3.4,9.0,74.0,14.2,1.0,1.0
235,2009-07-24,8.2,16.4,1.4,6.0,68.0,11.7,1.0,0.0
236,2009-07-25,4.4,18.8,0.0,4.0,94.0,8.0,0.0,0.0
237,2009-07-26,7.5,13.8,0.0,0.0,87.0,9.4,0.0,1.0
238,2009-07-27,7.2,18.8,2.0,4.0,75.0,11.2,1.0,0.0
239,2009-07-28,6.8,18.0,0.0,9.0,65.0,11.4,0.0,0.0
240,2009-07-29,5.0,23.5,0.0,9.0,91.0,11.8,0.0,0.0
241,2009-07-30,13.760007426661765,18.5,0.0,0.0,74.0,18.119251336898405,0.0,0.0
242,2009-07-31,8.4,18.8,0.0,7.0,62.0,12.8,0.0,0.0
243,2009-08-01,5.8,18.0,0.0,4.0,73.0,11.2,0.0,0.0
244,2009-08-02,4.2,18.4,0.0,4.0,67.0,12.0,0.0,0.0
245,2009-08-03,7.0,20.2,0.0,6.0,63.0,13.0,0.0,0.0
246,2009-08-04,6.6,18.8,0.0,2.0,83.0,9.5,0.0,0.0
247,2009-08-05,4.4,18.9,0.0,0.0,67.0,11.8,0.0,0.0
248,2009-08-06,4.4,19.8,0.0,2.0,79.0,10.2,0.0,0.0
249,2009-08-07,5.6,23.2,0.0,0.0,75.0,10.4,0.0,0.0
250,2009-08-08,6.8,16.8,0.0,6.0,51.0,11.6,0.0,0.0
251,2009-08-09,3.8,17.9,0.0,4.0,68.0,10.0,0.0,0.0
252,2009-08-10,3.8,21.5,0.0,0.0,86.0,9.6,0.0,0.0
253,2009-08-11,9.6,18.2,0.0,0.0,76.0,12.6,0.0,0.0
254,2009-08-12,7.5,21.5,0.0,4.0,61.0,14.5,0.0,0.0
255,2009-08-13,6.8,21.5,0.0,4.0,60.0,12.0,0.0,0.0
256,2009-08-14,7.0,20.4,0.0,0.0,67.0,13.5,0.0,0.0
257,2009-08-15,5.8,21.8,0.0,9.0,62.0,12.8,0.0,0.0
258,2009-08-16,6.4,24.8,0.0,2.0,53.0,13.8,0.0,0.0
259,2009-08-17,12.6,23.0,0.0,4.0,56.0,20.6,0.0,0.0
260,2009-08-18,8.0,19.0,0.0,4.0,55.0,11.9,0.0,0.0
261,2009-08-19,4.5,20.0,0.0,0.0,87.0,10.0,0.0,0.0
262,2009-08-20,6.8,22.5,0.0,4.0,81.0,11.5,0.0,0.0
263,2009-08-21,7.6,24.0,0.0,2.0,55.0,16.6,0.0,0.0
264,2009-08-22,14.2,20.5,0.0,0.0,70.0,16.3,0.0,0.0
265,2009-08-23,11.6,26.8,0.0,0.0,70.0,17.2,0.0,0.0
266,2009-08-24,13.8,28.6,0.0,0.0,65.0,20.6,0.0,0.0
267,2009-08-25,15.2,21.2,0.0,37.0,26.0,19.0,0.0,0.0
268,2009-08-26,13.0,22.6,0.0,9.0,38.0,16.2,0.0,0.0
269,2009-08-27,8.8,24.5,0.0,4.0,45.0,15.5,0.0,0.0
270,2009-08-28,8.4,26.0,0.0,11.0,35.0,17.4,0.0,0.0
271,2009-08-29,12.6,26.7,0.2,0.0,68.0,14.5,0.0,0.0
272,2009-08-30,14.0,21.7,0.2,28.0,46.0,18.0,0.0,0.0
273,2009-08-31,7.4,20.4,0.0,6.0,47.0,12.5,0.0,0.0
274,2009-09-01,11.2,22.2,0.0,4.0,47.0,15.2,0.0,0.0
275,2009-09-02,7.2,20.2,0.0,0.0,75.0,13.6,0.0,0.0
276,2009-09-03,9.7,23.2,0.0,0.0,81.0,15.3,0.0,1.0
277,2009-09-04,13.6,23.8,8.0,4.0,93.0,14.6,1.0,1.0
278,2009-09-05,11.5,19.8,6.0,0.0,67.0,16.5,1.0,0.0
279,2009-09-06,7.3,23.5,0.0,0.0,73.0,14.9,0.0,0.0
280,2009-09-07,13.760007426661765,20.5,0.0,0.0,74.0,18.119251336898405,0.0,0.0
281,2009-09-08,8.4,20.5,0.8,4.0,57.0,15.6,0.0,0.0
282,2009-09-09,9.7,20.5,0.0,28.0,59.0,14.5,0.0,0.0
283,2009-09-10,7.2,22.2,0.0,6.0,57.0,14.5,0.0,0.0
284,2009-09-11,6.5,23.0,0.0,6.0,54.0,16.0,0.0,0.0
285,2009-09-12,7.5,29.4,0.0,2.0,47.0,17.6,0.0,0.0
286,2009-09-13,10.0,23.5,0.0,0.0,38.0,21.6,0.0,0.0
287,2009-09-14,13.760007426661765,23.5,0.0,0.0,74.0,18.119251336898405,0.0,0.0
288,2009-09-15,13.760007426661765,23.5,0.0,0.0,74.0,18.119251336898405,0.0,0.0
289,2009-09-16,13.760007426661765,23.5,0.0,0.0,74.0,18.119251336898405,0.0,0.0
290,2009-09-17,13.760007426661765,31.8,0.0,0.0,93.0,17.2,0.0,0.0
291,2009-09-18,17.2,25.2,0.0,6.0,51.0,22.4,0.0,0.0
292,2009-09-19,13.4,23.5,0.0,0.0,65.0,19.0,0.0,0.0
293,2009-09-20,13.760007426661765,28.0,0.0,0.0,74.0,18.119251336898405,0.0,0.0
294,2009-09-21,14.0,23.5,0.0,11.0,74.0,19.0,0.0,0.0
295,2009-09-22,14.4,30.2,0.0,11.0,66.0,22.6,0.0,0.0
296,2009-09-23,16.4,19.5,0.0,83.0,37.0,16.6,0.0,0.0
297,2009-09-24,12.6,25.0,0.0,15.0,46.0,18.0,0.0,0.0
298,2009-09-25,9.3,27.0,0.0,9.0,43.0,18.3,0.0,0.0
299,2009-09-26,11.8,22.2,0.0,74.0,38.0,19.6,0.0,0.0
300,2009-09-27,9.2,19.4,0.0,74.0,29.0,14.5,0.0,0.0
301,2009-09-28,8.2,22.3,0.0,37.0,40.0,15.5,0.0,0.0
302,2009-09-29,6.8,23.5,0.0,4.0,46.0,16.5,0.0,0.0
303,2009-09-30,13.760007426661765,27.2,0.0,0.0,74.0,18.119251336898405,0.0,0.0
304,2009-10-01,8.0,33.5,0.0,4.0,32.0,19.5,0.0,0.0
305,2009-10-02,13.8,22.3,0.0,28.0,65.0,20.4,0.0,1.0
306,2009-10-03,15.2,17.5,4.4,19.0,94.0,16.5,1.0,1.0
307,2009-10-04,14.0,20.0,11.6,9.0,59.0,17.2,1.0,1.0
308,2009-10-05,12.5,19.0,2.4,0.0,93.0,15.2,1.0,1.0
309,2009-10-06,8.5,23.5,5.8,0.0,81.0,15.4,1.0,0.0
310,2009-10-07,13.760007426661765,20.4,0.0,0.0,74.0,18.119251336898405,0.0,0.0
311,2009-10-08,9.8,18.5,0.0,37.0,51.0,14.0,0.0,0.0
312,2009-10-09,10.5,17.2,0.2,4.0,66.0,13.0,0.0,1.0
313,2009-10-10,10.3,21.0,8.0,6.0,77.0,14.0,1.0,0.0
314,2009-10-11,9.8,23.5,0.0,4.0,94.0,13.0,0.0,1.0
315,2009-10-12,13.760007426661765,24.0,3.2,0.0,74.0,18.119251336898405,1.0,1.0
316,2009-10-13,12.7,26.0,4.4,15.0,56.0,19.2,1.0,0.0
317,2009-10-14,14.5,24.4,0.0,19.0,39.0,19.6,0.0,1.0
318,2009-10-15,13.4,25.0,1.4,19.0,37.0,18.4,1.0,0.0
319,2009-10-16,12.0,23.5,0.0,15.0,46.0,16.6,0.0,0.0
320,2009-10-17,7.5,21.2,0.0,0.0,46.0,17.0,0.0,0.0
321,2009-10-18,13.2,20.7,0.0,2.0,68.0,17.8,0.0,0.0
322,2009-10-19,8.9,23.7,0.0,2.0,67.0,16.8,0.0,0.0
323,2009-10-20,12.4,27.0,0.0,0.0,75.0,17.5,0.0,0.0
324,2009-10-21,13.0,34.8,0.0,4.0,39.0,24.4,0.0,0.0
325,2009-10-22,17.8,23.5,0.0,11.0,66.0,19.2,0.0,0.0
326,2009-10-23,15.1,31.0,0.0,0.0,78.0,19.5,0.0,0.0
327,2009-10-24,18.4,24.2,0.0,4.0,74.0,19.8,0.0,0.0
328,2009-10-25,15.0,22.5,0.0,2.0,84.0,19.5,0.0,1.0
329,2009-10-26,14.8,18.8,16.8,4.0,84.0,16.6,1.0,1.0
330,2009-10-27,14.8,20.0,5.6,19.0,66.0,17.4,1.0,0.0
331,2009-10-28,15.2,25.2,0.0,0.0,71.0,19.8,0.0,0.0
332,2009-10-29,18.0,25.0,0.0,4.0,68.0,20.5,0.0,0.0
