,Date,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Pressure9am,Pressure3pm,Temp9am,RainToday,RainTomorrow
63,2013-05-03,21.2,35.9,0.0,0,44.0,0,0,17.0,24.0,70.0,1013.0,1009.5,28.1,0,0
64,2013-05-04,21.5,35.3,0.0,0,46.0,1,2,20.0,19.0,78.0,1014.3,1010.7,27.7,0,0
65,2013-05-05,21.1,34.9,0.0,2,35.0,0,9,19.0,17.0,71.0,1013.4,1009.2,27.5,0,0
66,2013-05-06,20.5,35.3,0.0,2,37.0,1,9,11.0,17.0,72.0,1011.9,1008.4,27.6,0,0
67,2013-05-07,18.9,34.3,0.0,2,37.0,1,2,19.0,24.0,63.0,1012.1,1008.9,26.3,0,0
68,2013-05-08,15.7,33.7,0.0,2,43.0,9,9,13.0,17.0,71.0,1013.1,1009.1,24.0,0,0
69,2013-05-09,19.4,34.1,0.0,2,41.0,0,0,17.0,17.0,72.0,1013.8,1009.5,26.2,0,0
70,2013-05-10,21.4,34.9,0.0,1,37.0,0,0,13.0,17.0,80.0,1013.5,1009.5,26.0,0,0
71,2013-05-11,25.3,33.9,0.0,1,43.0,0,2,15.0,20.0,75.0,1013.2,1009.1,27.3,0,0
72,2013-05-12,19.5,34.6,0.0,9,33.0,4,1,20.0,22.0,70.0,1012.8,1010.2,27.0,0,0
73,2013-05-13,20.3,33.6,0.0,10,31.0,8,10,17.0,19.0,75.0,1013.8,1010.2,26.1,0,0
74,2013-05-14,20.3,33.4,0.0,9,37.0,9,2,20.0,17.0,61.0,1012.9,1008.9,23.3,0,0
75,2013-05-15,19.6,32.9,0.0,0,33.0,2,2,15.0,13.0,68.0,1012.1,1008.4,25.0,0,0
76,2013-05-16,22.4,32.1,0.0,10,24.0,4,9,9.0,11.0,72.0,1012.8,1009.8,26.8,0,0
77,2013-05-17,20.9,33.8,0.0,0,30.0,9,0,15.0,9.0,52.0,1014.1,1010.1,24.0,0,0
78,2013-05-18,22.6,35.1,0.0,0,33.0,2,0,17.0,19.0,74.0,1014.4,1010.4,27.6,0,0
79,2013-05-19,22.1,34.4,0.0,0,39.0,0,0,22.0,17.0,70.0,1013.7,1010.0,26.8,0,0
80,2013-05-20,22.8,34.5,0.0,0,39.0,1,1,15.0,17.0,77.0,1013.1,1009.7,26.8,0,0
81,2013-05-21,22.6,35.5,0.0,4,33.0,0,1,9.0,13.0,77.0,1013.1,1009.3,26.9,0,0
82,2013-05-22,23.2,34.9,0.0,13,24.0,7,13,7.0,11.0,77.0,1013.1,1009.0,27.5,0,0
83,2013-05-23,24.9,33.7,0.0,9,33.0,9,2,13.0,20.0,70.0,1013.6,1010.1,27.2,0,0
84,2013-05-24,20.4,27.9,0.0,9,50.0,9,9,30.0,24.0,42.0,1016.5,1012.5,22.2,0,0
85,2013-05-25,14.8,27.1,0.0,2,50.0,2,9,22.0,24.0,44.0,1017.0,1013.4,19.3,0,0
86,2013-05-26,10.9,28.9,0.0,2,44.0,9,2,19.0,24.0,49.0,1016.0,1012.7,19.5,0,0
87,2013-05-27,16.9,31.1,0.0,0,44.0,0,0,22.0,20.0,42.0,1014.8,1011.4,24.6,0,0
88,2013-05-28,17.1,32.0,0.0,2,37.0,0,1,17.0,13.0,37.0,1014.9,1011.5,31.1,0,0
89,2013-05-29,19.6,34.93543563068914,0.0,1,37.0,0,0,17.0,15.0,73.0,1014.7,1010.9,25.3,0,0
90,2013-05-30,22.4,32.3,0.0,0,43.0,2,2,9.0,20.0,66.0,1015.3,1010.5,27.5,0,0
91,2013-05-31,22.4,33.6,0.0,2,43.0,2,0,15.0,20.0,66.0,1014.5,1010.2,25.3,0,0
92,2013-06-01,18.0,33.8,0.0,0,35.0,1,4,20.0,20.0,72.0,1014.3,1009.3,25.0,0,0
93,2013-06-02,17.1,33.3,0.0,0,50.0,0,2,20.0,24.0,62.0,1013.5,1009.3,26.0,0,0
94,2013-06-03,17.2,31.4,0.0,2,41.0,2,0,24.0,24.0,66.0,1014.7,1010.9,23.4,0,0
95,2013-06-04,13.8,30.5,0.0,0,41.0,2,9,17.0,15.0,50.0,1015.0,1010.2,20.7,0,0
96,2013-06-05,17.1,32.5,0.0,4,37.0,1,1,24.0,19.0,66.0,1013.9,1009.3,24.6,0,0
97,2013-06-06,21.2,31.3,0.0,2,39.0,0,1,22.0,15.0,66.0,1014.1,1010.9,24.6,0,0
98,2013-06-07,21.0,33.2,0.0,0,50.0,2,1,17.0,22.0,66.0,1014.7,1011.3,25.0,0,0
99,2013-06-08,18.0,32.5,0.0,0,48.0,0,9,22.0,24.0,71.0,1014.5,1011.1,24.4,0,0
100,2013-06-09,22.4,32.6,0.0,0,50.0,9,0,15.0,20.0,63.0,1012.9,1009.0,24.8,0,0
101,2013-06-10,16.2,32.1,0.0,2,39.0,2,2,11.0,20.0,66.0,1012.3,1009.3,27.5,0,0
102,2013-06-11,16.5,34.0,0.0,2,35.0,1,9,6.0,15.0,72.0,1012.2,1008.7,25.8,0,0
103,2013-06-12,17.3,34.9,0.0,2,41.0,2,2,13.0,20.0,60.0,1011.6,1007.8,24.6,0,0
104,2013-06-13,17.5,33.3,0.0,2,31.0,2,2,17.0,17.0,59.0,1012.0,1007.4,24.0,0,0
105,2013-06-14,16.5,31.4,0.0,2,37.0,9,2,17.0,24.0,65.0,1012.6,1009.4,22.0,0,0
106,2013-06-15,12.8,28.8,0.0,2,41.0,2,2,19.0,17.0,39.0,1015.4,1010.9,19.6,0,0
107,2013-06-16,10.2,29.4,0.0,0,35.0,2,2,15.0,15.0,66.0,1013.9,1009.5,20.5,0,0
108,2013-06-17,9.1,30.9,0.0,9,28.0,9,10,9.0,17.0,48.0,1012.2,1008.7,18.5,0,0
109,2013-06-18,10.4,30.6,0.0,2,39.0,9,2,17.0,19.0,66.0,1013.2,1009.2,19.0,0,0
110,2013-06-19,13.1,30.5,0.1,2,37.0,2,0,20.0,19.0,69.0,1014.3,1011.5,21.0,0,0
111,2013-06-20,20.0,27.7,0.0,2,35.0,2,2,13.0,17.0,42.0,1014.7,1013.0,23.2,0,0
112,2013-06-21,20.6,30.2,0.0,2,37.0,9,2,15.0,22.0,31.0,1016.3,1013.1,23.0,0,0
113,2013-06-22,20.5,29.7,0.0,0,43.0,2,2,19.0,19.0,43.0,1016.5,1013.6,23.2,0,0
114,2013-06-23,15.5,30.1,0.0,2,37.0,2,0,22.0,17.0,38.0,1017.9,1013.7,21.4,0,0
115,2013-06-24,14.1,31.4,0.0,0,33.0,9,2,15.0,15.0,58.0,1017.5,1013.2,19.9,0,0
116,2013-06-25,13.6,32.7,0.0,1,35.0,2,1,15.0,11.0,53.0,1016.9,1012.0,20.4,0,0
117,2013-06-26,13.6,33.5,0.0,5,31.0,1,0,11.0,7.0,47.0,1015.1,1010.3,22.0,0,0
118,2013-06-27,15.9,33.5,0.0,4,24.0,5,2,9.0,11.0,61.0,1013.6,1009.2,24.5,0,0
119,2013-06-28,15.4,33.2,0.0,0,35.0,10,2,6.0,20.0,51.0,1014.1,1010.7,22.7,0,0
120,2013-06-29,15.7,32.0,0.0,0,44.0,9,2,15.0,26.0,49.0,1017.2,1013.6,21.2,0,0
121,2013-06-30,16.0,29.2,0.0,9,48.0,9,9,24.0,24.0,35.0,1019.9,1015.2,21.2,0,0
122,2013-07-01,17.5,26.5,0.0,9,56.0,9,9,30.0,26.0,27.0,1018.8,1014.6,19.8,0,0
123,2013-07-02,9.4,26.6,0.0,0,54.0,2,2,20.0,24.0,34.0,1019.0,1014.5,16.9,0,0
124,2013-07-03,7.9,28.3,0.0,2,41.0,9,1,7.0,13.0,63.0,1017.4,1012.6,17.0,0,0
125,2013-07-04,11.9,30.6,0.0,2,28.0,1,3,17.0,11.0,70.0,1015.4,1010.5,20.9,0,0
126,2013-07-05,15.2,31.1,0.0,0,37.0,2,2,11.0,17.0,47.0,1014.5,1010.7,21.3,0,0
127,2013-07-06,15.4,32.4,0.0,9,39.0,9,0,13.0,20.0,64.0,1015.5,1011.7,21.3,0,0
128,2013-07-07,20.1,32.9,0.0,0,41.0,9,0,15.0,26.0,40.0,1015.7,1012.2,23.8,0,0
129,2013-07-08,18.6,32.9,0.0,2,48.0,9,2,13.0,20.0,70.0,1016.7,1012.9,23.5,0,0
130,2013-07-09,21.1,32.7,0.0,0,48.0,2,0,11.0,28.0,61.0,1016.0,1012.0,25.2,0,0
131,2013-07-10,17.4,32.5,0.0,0,48.0,9,0,19.0,24.0,73.0,1015.5,1011.5,22.8,0,0
132,2013-07-11,16.1,32.5,0.0,2,52.0,0,1,15.0,26.0,67.0,1015.9,1011.9,22.5,0,0
133,2013-07-12,17.0,32.2,0.0,1,43.0,9,0,9.0,20.0,82.0,1015.8,1011.9,22.8,0,0
134,2013-07-13,18.2,32.8,0.0,0,39.0,0,2,17.0,19.0,77.0,1015.4,1011.6,23.6,0,0
135,2013-07-14,15.2,32.8,0.0,2,41.0,9,9,11.0,20.0,66.0,1015.6,1011.6,22.6,0,0
136,2013-07-15,14.4,32.2,0.0,0,48.0,2,9,9.0,19.0,66.0,1016.0,1011.9,22.2,0,0
137,2013-07-16,22.4,32.5,0.0,0,52.0,2,0,13.0,20.0,67.0,1015.6,1011.2,21.8,0,0
138,2013-07-17,12.9,32.1,0.0,1,41.0,0,1,4.0,19.0,61.0,1014.8,1009.6,21.8,0,0
139,2013-07-18,15.3,32.6,0.0,7,24.0,3,3,11.0,9.0,61.0,1014.0,1009.2,23.2,0,0
140,2013-07-19,16.8,33.6,0.0,0,28.0,3,1,13.0,17.0,68.0,1013.7,1009.3,24.3,0,0
141,2013-07-20,15.4,33.3,0.0,2,39.0,2,9,2.0,24.0,56.0,1013.2,1008.6,22.6,0,0
142,2013-07-21,17.5,30.9,0.0,2,39.0,0,0,17.0,20.0,40.0,1014.4,1010.8,22.5,0,0
143,2013-07-22,18.5,31.4,0.0,9,37.0,2,2,24.0,19.0,66.0,1017.1,1014.0,23.1,0,0
144,2013-07-23,15.8,30.5,0.0,9,46.0,2,9,24.0,28.0,30.0,1020.2,1016.6,21.1,0,0
145,2013-07-24,14.9,27.4,0.0,9,50.0,9,2,30.0,19.0,21.0,1020.2,1015.7,18.1,0,0
146,2013-07-25,7.2,27.9,0.0,0,48.0,2,0,20.0,19.0,22.0,1019.4,1015.0,17.7,0,0
147,2013-07-26,5.2,29.7,0.0,0,39.0,2,1,11.0,13.0,47.0,1017.6,1013.4,15.5,0,0
148,2013-07-27,9.9,32.3,0.0,5,35.0,9,3,7.0,11.0,40.0,1016.4,1012.0,18.4,0,0
149,2013-07-28,13.7,32.8,0.0,0,39.0,1,1,9.0,20.0,61.0,1015.3,1011.5,21.8,0,0
150,2013-07-29,14.9,32.6,0.0,0,41.0,10,2,9.0,19.0,75.0,1015.5,1011.4,20.1,0,0
151,2013-07-30,13.2,32.6,0.0,9,46.0,9,0,13.0,24.0,58.0,1014.7,1010.4,21.4,0,0
152,2013-07-31,13.4,31.5,0.0,2,46.0,2,2,19.0,15.0,66.0,1015.5,1011.0,22.2,0,0
153,2013-08-01,11.1,31.0,0.0,9,37.0,9,2,13.0,17.0,47.0,1014.8,1010.8,19.5,0,0
154,2013-08-02,11.0,32.3,0.0,10,37.0,9,9,13.0,24.0,49.0,1016.5,1012.6,20.5,0,0
155,2013-08-03,11.1,30.5,0.0,9,48.0,9,9,26.0,19.0,21.0,1018.6,1014.0,21.6,0,0
156,2013-08-04,7.9,31.2,0.0,0,43.0,9,2,15.0,20.0,37.0,1018.0,1013.5,18.2,0,0
157,2013-08-05,9.1,31.0,0.0,0,48.0,9,1,13.0,19.0,52.0,1018.1,1013.3,18.8,0,0
158,2013-08-06,9.5,31.0,0.0,2,43.0,0,2,11.0,19.0,48.0,1017.1,1013.2,20.0,0,0
159,2013-08-07,8.9,31.6,0.0,2,41.0,9,10,17.0,20.0,49.0,1017.4,1012.6,18.1,0,0
160,2013-08-08,8.5,31.5,0.0,9,43.0,8,9,2.0,20.0,49.0,1016.5,1012.1,18.4,0,0
161,2013-08-09,7.9,32.1,0.0,0,43.0,9,0,9.0,19.0,39.0,1016.0,1010.9,19.9,0,0
162,2013-08-10,8.5,32.3,0.0,0,41.0,9,9,11.0,22.0,40.0,1015.2,1011.0,19.3,0,0
163,2013-08-11,10.2,33.5,0.0,1,30.0,14,4,4.0,9.0,66.0,1014.8,1010.8,21.6,0,0
164,2013-08-12,11.3,34.6,0.0,2,35.0,4,2,2.0,15.0,64.0,1014.4,1009.7,24.0,0,0
165,2013-08-13,12.9,34.7,0.0,0,37.0,1,2,6.0,17.0,59.0,1015.1,1010.7,23.0,0,0
166,2013-08-14,14.5,35.2,0.0,9,35.0,4,9,4.0,17.0,63.0,1014.8,1010.7,23.8,0,0
167,2013-08-15,15.2,36.1,0.0,0,26.0,6,3,7.0,9.0,67.0,1015.5,1010.0,24.8,0,0
168,2013-08-16,18.5,35.7,0.0,14,26.0,7,10,13.0,9.0,67.0,1014.8,1009.5,26.5,0,0
169,2013-08-17,18.5,35.7,0.0,1,28.0,3,2,13.0,11.0,62.0,1014.1,1009.9,27.2,0,0
170,2013-08-18,16.9,35.6,0.0,2,41.0,1,0,13.0,9.0,55.0,1015.6,1010.9,25.4,0,0
171,2013-08-19,17.5,37.1,0.0,4,44.0,7,1,2.0,19.0,69.0,1014.7,1009.1,26.0,0,0
172,2013-08-20,17.5,37.2,0.0,0,44.0,14,0,7.0,19.0,70.0,1014.0,1009.3,25.0,0,0
173,2013-08-21,18.1,37.0,0.0,0,31.0,14,0,7.0,15.0,62.0,1013.7,1009.4,26.1,0,0
174,2013-08-22,20.6,33.3,0.0,10,31.0,2,10,13.0,15.0,56.0,1015.3,1011.3,24.7,0,0
175,2013-08-23,16.4,32.4,0.0,2,46.0,2,2,19.0,17.0,22.0,1017.6,1013.7,23.1,0,0
176,2013-08-24,11.8,31.3,0.0,2,44.0,9,2,15.0,19.0,44.0,1018.8,1013.7,21.3,0,0
177,2013-08-25,8.4,32.6,0.0,9,39.0,9,0,15.0,17.0,35.0,1018.1,1013.1,20.3,0,0
178,2013-08-26,15.5,34.0,0.0,1,46.0,0,9,15.0,19.0,66.0,1017.5,1012.6,23.5,0,0
179,2013-08-27,15.9,34.4,0.0,0,39.0,0,9,7.0,20.0,66.0,1017.6,1012.8,24.5,0,0
180,2013-08-28,14.4,35.0,0.0,0,28.0,12,10,2.0,15.0,59.0,1016.5,1011.4,24.3,0,0
181,2013-08-29,16.0,35.8,0.0,1,33.0,3,0,13.0,20.0,55.0,1016.1,1010.6,26.5,0,0
182,2013-08-30,18.3,35.6,0.0,2,26.0,6,2,9.0,17.0,69.0,1016.3,1011.5,27.0,0,0
183,2013-08-31,19.4,36.6,0.0,9,43.0,14,8,9.0,17.0,64.0,1015.8,1011.1,27.4,0,0
184,2013-09-01,18.5,37.2,0.0,2,54.0,13,2,7.0,24.0,59.0,1016.5,1011.7,27.5,0,0
185,2013-09-02,15.3,34.6,0.0,1,52.0,0,1,15.0,28.0,45.0,1017.9,1012.5,25.5,0,0
186,2013-09-03,16.7,34.5,0.0,0,50.0,4,2,9.0,28.0,64.0,1017.4,1012.7,24.0,0,0
187,2013-09-04,17.2,33.6,0.0,0,59.0,9,1,7.0,22.0,60.0,1017.1,1012.7,23.5,0,0
188,2013-09-05,15.7,33.2,0.0,0,59.0,0,2,13.0,28.0,63.0,1017.1,1012.7,23.2,0,0
189,2013-09-06,15.7,33.3,0.0,0,56.0,0,0,15.0,20.0,61.0,1017.5,1012.4,23.6,0,0
190,2013-09-07,15.2,33.7,0.0,1,41.0,0,0,15.0,24.0,49.0,1016.9,1011.9,24.6,0,0
191,2013-09-08,17.9,34.9,0.0,9,35.0,4,0,7.0,9.0,45.0,1016.7,1010.8,25.2,0,0
192,2013-09-09,23.4,35.5,0.0,10,31.0,5,10,13.0,11.0,50.0,1016.1,1009.8,28.0,0,0
193,2013-09-10,20.8,36.0,0.0,3,28.0,6,10,9.0,9.0,73.0,1013.8,1008.7,27.1,0,0
194,2013-09-11,22.2,37.8,0.0,2,33.0,7,3,11.0,7.0,64.0,1014.2,1009.1,27.4,0,0
195,2013-09-12,21.4,37.9,0.0,0,30.0,14,1,13.0,11.0,63.0,1015.4,1009.2,28.3,0,0
196,2013-09-13,22.6,37.6,0.0,7,26.0,6,13,15.0,11.0,54.0,1014.5,1008.4,29.2,0,0
197,2013-09-14,22.5,38.2,0.0,7,30.0,6,14,9.0,15.0,70.0,1013.1,1007.2,28.5,0,0
198,2013-09-15,25.4,37.7,0.0,14,28.0,6,4,17.0,9.0,66.0,1013.1,1007.7,28.7,0,0
199,2013-09-16,23.9,38.0,0.0,7,33.0,14,7,17.0,7.0,66.0,1011.8,1006.4,28.7,0,0
200,2013-09-17,26.6,38.0,0.0,4,41.0,6,9,13.0,13.0,65.0,1011.3,1005.9,28.8,0,0
201,2013-09-18,26.1,36.3,0.0,6,50.0,3,14,11.0,9.0,59.0,1010.0,1006.6,30.0,0,0
202,2013-09-19,23.9,38.0,0.0,7,28.0,7,12,7.0,7.0,68.0,1010.9,1006.3,29.0,0,0
203,2013-09-20,25.1,39.4,0.0,7,33.0,7,4,15.0,11.0,39.0,1011.1,1006.5,31.9,0,0
204,2013-09-21,26.9,38.9,0.0,7,39.0,6,6,7.0,9.0,52.0,1011.8,1007.6,29.0,0,0
205,2013-09-22,25.4,33.6,0.0,13,33.0,12,13,17.0,7.0,65.0,1013.4,1009.1,27.0,0,0
206,2013-09-23,21.7,39.0,0.0,1,39.0,7,15,9.0,11.0,54.0,1012.6,1006.8,30.1,0,0
207,2013-09-24,24.0,38.9,0.0,3,33.0,3,6,7.0,17.0,50.0,1013.4,1008.3,28.5,0,0
208,2013-09-25,23.2,38.9,0.0,0,30.0,5,5,13.0,13.0,54.0,1014.1,1009.2,29.0,0,0
209,2013-09-26,21.0,38.6,0.0,0,31.0,7,2,15.0,17.0,64.0,1013.5,1008.6,28.3,0,0
210,2013-09-27,21.2,37.9,0.0,14,28.0,3,7,13.0,7.0,56.0,1012.7,1007.3,29.0,0,0
211,2013-09-28,21.7,37.2,0.0,4,37.0,3,1,13.0,15.0,62.0,1011.8,1006.9,28.5,0,0
212,2013-09-29,22.5,38.1,0.0,0,39.0,4,1,13.0,22.0,61.0,1013.1,1006.8,29.3,0,0
213,2013-09-30,19.3,39.0,0.0,1,44.0,6,2,11.0,20.0,62.0,1013.0,1007.2,29.0,0,0
214,2013-10-01,21.0,39.5,0.0,1,39.0,6,1,9.0,24.0,61.0,1014.5,1008.6,29.0,0,0
215,2013-10-02,21.6,40.1,0.0,9,35.0,13,9,7.0,17.0,55.0,1013.9,1008.8,30.2,0,0
216,2013-10-03,26.9,38.4,0.2,9,67.0,13,8,9.0,17.0,63.0,1014.0,1008.4,30.3,0,0
217,2013-10-04,20.9,38.1,0.0,2,43.0,0,2,30.0,13.0,36.0,1014.0,1007.8,30.1,0,0
218,2013-10-05,18.9,38.5,0.0,15,26.0,7,1,11.0,11.0,56.0,1012.4,1006.4,28.5,0,0
219,2013-10-06,22.9,38.5,0.0,5,39.0,6,8,15.0,9.0,52.0,1012.1,1006.5,29.6,0,0
220,2013-10-07,24.8,39.0,0.0,5,43.0,7,10,11.0,13.0,48.0,1011.2,1006.4,31.0,0,0
221,2013-10-08,27.2,39.6,0.0,6,35.0,14,11,15.0,20.0,62.0,1012.1,1007.1,29.4,0,0
222,2013-10-09,25.9,41.5,0.0,3,33.0,14,2,17.0,17.0,39.0,1012.7,1006.8,31.7,0,0
223,2013-10-10,26.9,40.7,0.0,1,31.0,6,13,11.0,7.0,35.0,1012.4,1007.0,34.0,0,0
224,2013-10-11,24.6,39.5,0.0,9,31.0,3,7,9.0,17.0,52.0,1011.8,1006.6,30.1,0,0
