,Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Pressure9am,Pressure3pm
76,2009-02-15,Penrith,15.8,20.8,32.8,9.0,35.0,11.0,11.0,15.0,13.0,89.0,90.0,18.1,20.5,1.0,1.0,,
77,2009-02-16,Penrith,16.5,23.7,34.6,10.0,54.0,11.0,10.0,15.0,26.0,94.0,63.0,18.4,22.9,1.0,1.0,,
78,2009-02-17,Penrith,17.2,22.4,3.8,9.0,33.0,11.0,10.0,9.0,17.0,93.0,62.0,18.8,21.4,1.0,1.0,,
79,2009-02-18,Penrith,17.7,27.5,10.8,12.0,35.0,12.0,12.0,20.0,13.0,80.0,60.0,20.9,25.0,1.0,0.0,,
80,2009-02-19,Penrith,18.6,29.0,0.0,10.0,39.0,6.0,3.0,11.0,17.0,77.0,71.0,22.6,25.5,0.0,0.0,,
81,2009-02-20,Penrith,19.7,32.6,0.4,10.0,39.0,3.0,0.0,6.0,7.0,78.0,44.0,22.0,31.1,0.0,0.0,,
82,2009-02-21,Penrith,21.1,27.2,0.0,9.0,31.0,11.0,2.0,9.0,17.0,97.0,86.0,21.5,22.0,0.0,1.0,,
83,2009-02-22,Penrith,18.7,26.8,10.0,1.0,26.0,11.0,1.0,11.0,9.0,81.0,59.0,20.4,25.4,1.0,0.0,,
84,2009-02-23,Penrith,19.4,32.6,0.0,12.0,61.0,6.0,4.0,7.0,19.0,79.0,52.0,22.4,30.3,0.0,1.0,,
85,2009-02-24,Penrith,17.4,33.0,3.2,2.0,35.0,3.0,0.0,4.0,13.0,95.0,44.0,20.5,32.4,1.0,0.0,,
86,2009-02-25,Penrith,20.3,30.5,0.2,9.0,37.0,3.0,1.0,0.0,9.0,83.0,47.0,22.0,29.4,0.0,0.0,,
87,2009-02-26,Penrith,18.7,26.2,0.0,9.0,33.0,11.0,8.0,13.0,7.0,73.0,46.0,20.4,25.4,0.0,0.0,,
88,2009-02-27,Penrith,16.2,26.7,0.0,9.0,26.0,8.0,4.0,13.0,7.0,65.0,44.0,20.9,26.1,0.0,0.0,,
89,2009-02-28,Penrith,15.1,32.8,0.0,11.0,39.0,10.0,5.0,7.0,9.0,77.0,40.0,18.9,32.0,0.0,0.0,,
90,2009-03-01,Penrith,18.7,29.3,0.0,0.0,31.0,5.0,9.0,4.0,11.0,76.0,44.0,22.3,28.6,0.0,0.0,,
91,2009-03-02,Penrith,19.8,28.5,0.0,4.0,30.0,5.0,4.0,0.0,11.0,78.0,48.0,21.6,27.4,0.0,0.0,,
92,2009-03-03,Penrith,18.5,29.0,0.0,3.0,26.0,5.0,5.0,0.0,17.0,83.0,48.0,20.8,27.5,0.0,0.0,,
93,2009-03-04,Penrith,20.8,26.1,0.0,14.0,44.0,5.0,15.0,0.0,6.0,86.0,50.0,22.2,24.9,0.0,0.0,,
94,2009-03-05,Penrith,11.8,26.8,0.0,1.0,31.0,12.0,9.0,11.0,20.0,45.0,27.0,19.0,25.6,0.0,0.0,,
95,2009-03-06,Penrith,10.9,26.6,0.0,9.0,46.0,12.0,4.0,0.0,15.0,69.0,35.0,16.3,25.4,0.0,0.0,,
96,2009-03-07,Penrith,14.2,30.0,0.0,2.0,24.0,11.0,6.0,2.0,9.0,71.0,41.0,19.3,28.2,0.0,0.0,,
97,2009-03-08,Penrith,18.8,25.1,0.0,10.0,39.0,11.0,9.0,13.0,28.0,77.0,67.0,20.9,23.4,0.0,1.0,,
98,2009-03-09,Penrith,16.6,25.5,8.8,11.0,30.0,11.0,2.0,9.0,7.0,98.0,68.0,17.5,24.3,1.0,0.0,,
99,2009-03-10,Penrith,17.5,26.1,1.0,0.0,35.0,8.0,0.0,7.0,19.0,89.0,56.0,20.6,24.4,0.0,0.0,,
100,2009-03-11,Penrith,15.7,23.2,0.0,10.0,30.0,11.0,9.0,9.0,15.0,74.0,73.0,20.1,22.0,0.0,1.0,,
101,2009-03-12,Penrith,16.9,27.2,2.8,1.0,28.0,11.0,3.0,0.0,11.0,97.0,58.0,19.2,27.0,1.0,0.0,,
102,2009-03-13,Penrith,18.0,26.7,0.0,14.0,24.0,8.0,0.0,4.0,4.0,91.0,69.0,19.9,25.0,0.0,1.0,,
103,2009-03-14,Penrith,16.6,27.9,2.0,7.0,43.0,8.0,7.0,0.0,9.0,86.0,66.0,19.6,27.7,1.0,1.0,,
104,2009-03-15,Penrith,16.9,31.8,10.4,10.0,37.0,8.0,5.0,9.0,13.0,94.0,44.0,19.8,29.8,1.0,0.0,,
105,2009-03-16,Penrith,12.1,27.5,0.2,14.0,31.0,8.0,4.0,0.0,9.0,49.0,33.0,18.0,26.5,0.0,0.0,,
106,2009-03-17,Penrith,11.5,26.4,0.0,2.0,28.0,5.0,4.0,6.0,7.0,62.0,32.0,17.7,25.8,0.0,0.0,,
107,2009-03-18,Penrith,16.5,27.2,0.0,5.0,30.0,5.0,3.0,0.0,13.0,65.0,45.0,20.2,26.4,0.0,0.0,,
108,2009-03-19,Penrith,14.3,31.2,0.0,1.0,24.0,4.0,5.0,7.0,7.0,80.0,49.0,18.7,29.5,0.0,0.0,,
109,2009-03-20,Penrith,16.9,30.4,0.0,4.0,30.0,10.0,1.0,6.0,9.0,83.0,43.0,20.7,29.3,0.0,0.0,,
110,2009-03-21,Penrith,16.5,28.1,0.0,0.0,30.0,9.0,2.0,7.0,15.0,87.0,58.0,20.0,27.4,0.0,0.0,,
111,2009-03-22,Penrith,14.8,28.9,0.0,10.0,33.0,5.0,4.0,6.0,15.0,85.0,38.0,18.1,27.3,0.0,0.0,,
112,2009-03-23,Penrith,15.9,30.7,0.0,4.0,31.0,8.0,1.0,11.0,9.0,89.0,37.0,19.0,30.3,0.0,0.0,,
113,2009-03-24,Penrith,17.5,33.9,0.0,3.0,44.0,2.0,1.0,7.0,17.0,85.0,33.0,21.7,33.3,0.0,0.0,,
114,2009-03-25,Penrith,17.1,34.2,0.0,14.0,63.0,0.0,3.0,4.0,9.0,86.0,42.0,20.7,32.8,0.0,1.0,,
115,2009-03-26,Penrith,18.9,30.5,18.2,10.0,26.0,0.0,6.0,0.0,7.0,88.0,59.0,21.4,28.9,1.0,0.0,,
116,2009-03-27,Penrith,19.1,24.4,0.2,10.0,33.0,11.0,2.0,13.0,15.0,77.0,62.0,20.8,23.6,0.0,0.0,,
117,2009-03-28,Penrith,14.4,25.9,0.0,1.0,24.0,6.0,1.0,6.0,11.0,85.0,46.0,18.1,24.8,0.0,0.0,,
118,2009-03-29,Penrith,12.8,27.2,0.0,0.0,28.0,6.0,4.0,0.0,11.0,79.0,39.0,17.0,26.5,0.0,0.0,,
119,2009-03-30,Penrith,17.0,26.5,0.0,9.0,43.0,8.0,9.0,9.0,26.0,77.0,50.0,21.0,25.7,0.0,1.0,,
120,2009-03-31,Penrith,18.6,21.2,2.4,10.0,54.0,10.0,9.0,13.0,13.0,95.0,93.0,19.5,19.1,1.0,1.0,,
121,2009-04-01,Penrith,17.9,22.9,36.8,9.0,39.0,10.0,9.0,9.0,24.0,98.0,89.0,19.4,21.4,1.0,1.0,,
122,2009-04-02,Penrith,19.0,23.6,27.8,5.0,24.0,11.0,5.0,7.0,13.0,98.0,87.0,20.6,21.9,1.0,1.0,,
123,2009-04-03,Penrith,18.6,27.1,2.4,4.0,30.0,11.0,5.0,0.0,19.0,98.0,66.0,20.6,26.6,1.0,1.0,,
124,2009-04-04,Penrith,18.2,20.3,1.4,9.0,26.0,14.0,2.0,2.0,15.0,96.0,66.0,19.4,19.2,1.0,0.0,,
125,2009-04-05,Penrith,16.8,23.9,0.0,3.0,30.0,5.0,3.0,6.0,19.0,66.0,60.0,20.1,23.6,0.0,0.0,,
126,2009-04-06,Penrith,13.5,22.2,0.0,11.0,31.0,8.0,0.0,22.0,13.0,72.0,59.0,18.1,20.1,0.0,0.0,,
127,2009-04-07,Penrith,15.4,22.8,0.0,10.0,31.0,11.0,2.0,9.0,15.0,69.0,56.0,18.0,21.9,0.0,0.0,,
128,2009-04-08,Penrith,12.1,23.7,0.0,0.0,28.0,5.0,1.0,2.0,9.0,68.0,45.0,18.4,23.0,0.0,0.0,,
129,2009-04-09,Penrith,12.8,24.1,0.0,5.0,24.0,0.0,3.0,4.0,13.0,74.0,50.0,18.6,23.6,0.0,0.0,,
130,2009-04-10,Penrith,11.9,24.8,0.0,3.0,15.0,0.0,7.0,0.0,2.0,97.0,57.0,15.7,24.1,0.0,0.0,,
131,2009-04-11,Penrith,15.5,23.4,0.0,5.0,13.0,5.0,3.0,2.0,7.0,93.0,63.0,17.7,22.9,0.0,1.0,,
132,2009-04-12,Penrith,17.4,23.9,1.2,3.0,17.0,5.0,7.0,0.0,7.0,86.0,75.0,20.0,23.4,1.0,0.0,,
133,2009-04-13,Penrith,18.6,22.9,0.2,12.0,26.0,8.0,11.0,7.0,13.0,84.0,84.0,20.7,20.7,0.0,1.0,,
134,2009-04-14,Penrith,16.1,26.8,6.2,8.0,30.0,2.0,3.0,2.0,7.0,82.0,58.0,20.1,26.2,1.0,0.0,,
135,2009-04-15,Penrith,13.1,29.1,0.0,15.0,54.0,9.0,14.0,2.0,24.0,76.0,26.0,19.6,28.6,0.0,0.0,,
136,2009-04-16,Penrith,11.7,24.5,0.2,2.0,22.0,1.0,5.0,6.0,7.0,54.0,39.0,18.0,24.3,0.0,0.0,,
137,2009-04-17,Penrith,9.9,23.9,0.0,9.0,28.0,11.0,9.0,4.0,11.0,74.0,37.0,15.6,23.5,0.0,0.0,,
138,2009-04-18,Penrith,13.3,24.1,0.0,8.0,50.0,11.0,10.0,19.0,13.0,62.0,47.0,19.7,22.9,0.0,0.0,,
139,2009-04-19,Penrith,15.2,19.9,0.0,10.0,46.0,11.0,10.0,17.0,17.0,63.0,98.0,19.0,16.6,0.0,1.0,,
140,2009-04-20,Penrith,15.1,19.2,7.8,8.0,46.0,12.0,8.0,28.0,17.0,86.0,87.0,15.9,16.4,1.0,1.0,,
141,2009-04-21,Penrith,14.4,20.8,1.6,11.0,35.0,11.0,10.0,20.0,28.0,74.0,86.0,18.8,17.4,1.0,1.0,,
142,2009-04-22,Penrith,14.6,22.3,3.2,10.0,37.0,12.0,10.0,13.0,24.0,85.0,62.0,16.8,19.9,1.0,0.0,,
143,2009-04-23,Penrith,14.1,21.5,0.2,11.0,17.0,8.0,3.0,9.0,6.0,64.0,57.0,19.2,20.3,0.0,0.0,,
144,2009-04-24,Penrith,10.5,22.2,0.2,13.0,54.0,3.0,11.0,4.0,9.0,98.0,72.0,12.3,20.9,0.0,0.0,,
145,2009-04-25,Penrith,12.3,23.1,0.6,14.0,41.0,6.0,13.0,19.0,20.0,51.0,43.0,20.2,21.7,0.0,0.0,,
146,2009-04-26,Penrith,14.6,19.7,0.0,13.0,63.0,7.0,14.0,15.0,28.0,47.0,36.0,18.1,18.6,0.0,0.0,,
147,2009-04-27,Penrith,7.1,18.4,0.0,14.0,44.0,13.0,15.0,11.0,19.0,46.0,35.0,14.9,17.4,0.0,0.0,,
148,2009-04-28,Penrith,7.1,22.3,0.0,13.0,43.0,3.0,13.0,13.0,26.0,66.0,36.0,15.9,18.9,0.0,0.0,,
149,2009-04-29,Penrith,6.9,18.1,0.0,9.0,28.0,0.0,12.0,2.0,9.0,69.0,55.0,12.5,17.5,0.0,0.0,,
150,2009-04-30,Penrith,9.9,19.3,0.0,12.0,31.0,11.0,12.0,20.0,11.0,60.0,69.0,15.6,16.1,0.0,0.0,,
151,2009-05-01,Penrith,7.2,21.7,0.0,5.0,20.0,11.0,1.0,0.0,6.0,81.0,43.0,12.8,21.2,0.0,0.0,,
152,2009-05-02,Penrith,7.4,22.4,0.2,9.0,30.0,4.0,9.0,2.0,6.0,74.0,38.0,14.1,21.6,0.0,0.0,,
153,2009-05-03,Penrith,10.6,22.4,0.0,0.0,20.0,8.0,7.0,7.0,4.0,68.0,45.0,16.7,22.1,0.0,0.0,,
154,2009-05-04,Penrith,9.1,23.6,0.0,11.0,22.0,8.0,15.0,2.0,6.0,98.0,45.0,12.6,23.2,0.0,0.0,,
155,2009-05-05,Penrith,12.1,21.3,0.0,8.0,26.0,11.0,0.0,9.0,9.0,72.0,50.0,16.7,20.9,0.0,0.0,,
156,2009-05-06,Penrith,11.4,23.0,0.0,5.0,19.0,13.0,4.0,6.0,9.0,98.0,46.0,12.5,22.7,0.0,0.0,,
157,2009-05-07,Penrith,8.9,23.4,0.2,9.0,20.0,11.0,10.0,2.0,9.0,98.0,41.0,11.1,22.0,0.0,0.0,,
158,2009-05-08,Penrith,10.1,21.9,0.0,12.0,26.0,12.0,2.0,17.0,2.0,62.0,47.0,16.5,21.9,0.0,0.0,,
159,2009-05-09,Penrith,8.1,22.9,0.0,12.0,15.0,12.0,7.0,0.0,6.0,82.0,38.0,13.5,22.5,0.0,0.0,,
160,2009-05-10,Penrith,10.6,18.2,0.0,8.0,31.0,11.0,12.0,17.0,9.0,66.0,77.0,16.2,16.7,0.0,0.0,,
161,2009-05-11,Penrith,8.5,20.7,0.4,1.0,19.0,11.0,9.0,0.0,4.0,88.0,45.0,13.1,19.5,0.0,0.0,,
162,2009-05-12,Penrith,6.3,21.1,0.0,10.0,26.0,11.0,6.0,0.0,7.0,97.0,39.0,9.7,20.5,0.0,0.0,,
163,2009-05-13,Penrith,7.6,21.9,0.2,13.0,28.0,11.0,13.0,0.0,19.0,88.0,35.0,11.5,21.1,0.0,0.0,,
164,2009-05-14,Penrith,4.7,21.5,0.0,13.0,43.0,4.0,13.0,11.0,20.0,64.0,35.0,15.1,19.9,0.0,0.0,,
165,2009-05-15,Penrith,6.9,22.0,0.0,14.0,46.0,3.0,13.0,9.0,24.0,64.0,38.0,15.7,20.7,0.0,0.0,,
166,2009-05-16,Penrith,14.1,22.0,0.0,7.0,61.0,7.0,15.0,22.0,24.0,55.0,44.0,19.0,21.5,0.0,0.0,,
167,2009-05-17,Penrith,5.7,20.9,0.0,9.0,17.0,9.0,9.0,4.0,9.0,77.0,40.0,11.4,19.8,0.0,0.0,,
168,2009-05-18,Penrith,7.2,21.0,0.0,5.0,26.0,9.0,0.0,0.0,13.0,92.0,55.0,10.9,19.2,0.0,0.0,,
169,2009-05-19,Penrith,10.9,21.4,0.0,1.0,24.0,3.0,5.0,4.0,9.0,95.0,58.0,14.3,20.1,0.0,1.0,,
170,2009-05-20,Penrith,13.8,19.6,11.8,11.0,22.0,12.0,11.0,11.0,17.0,98.0,82.0,15.0,17.3,1.0,1.0,,
171,2009-05-21,Penrith,13.9,19.2,8.2,9.0,48.0,12.0,9.0,15.0,20.0,91.0,66.0,15.7,18.1,1.0,1.0,,
172,2009-05-22,Penrith,13.8,18.4,14.4,9.0,44.0,9.0,11.0,17.0,9.0,77.0,98.0,17.1,15.9,1.0,1.0,,
173,2009-05-23,Penrith,13.8,20.9,30.0,2.0,39.0,8.0,2.0,4.0,20.0,97.0,72.0,16.0,19.2,1.0,1.0,,
174,2009-05-24,Penrith,14.1,21.4,5.0,0.0,22.0,8.0,0.0,0.0,9.0,92.0,60.0,17.3,20.3,1.0,0.0,,
175,2009-05-25,Penrith,11.3,19.3,0.2,3.0,13.0,3.0,2.0,6.0,2.0,97.0,73.0,14.0,18.6,0.0,0.0,,
176,2009-05-26,Penrith,10.4,20.8,0.4,6.0,13.0,9.0,6.0,4.0,9.0,84.0,68.0,12.4,19.7,0.0,0.0,,
177,2009-05-27,Penrith,12.1,16.2,0.4,11.0,15.0,9.0,6.0,0.0,0.0,97.0,97.0,14.1,16.0,0.0,1.0,,
178,2009-05-28,Penrith,11.0,19.7,2.6,9.0,28.0,9.0,10.0,2.0,11.0,82.0,70.0,15.1,17.3,1.0,0.0,,
179,2009-05-29,Penrith,12.0,17.4,0.0,8.0,35.0,15.0,8.0,13.0,17.0,77.0,64.0,12.0,16.4,0.0,0.0,,
