,Date,MinTemp,MaxTemp,Rainfall,WindDir9am,WindSpeed9am,Humidity9am,Pressure9am,Pressure3pm,Temp9am,RainToday,RainTomorrow
102,2009-03-13,13.4,19.0,0.4,12,19.0,66.0,1020.6,1022.5,16.8,0,0
103,2009-03-14,14.0,20.0,0.0,4,4.0,56.0,1025.5,1022.8,17.0,0,0
104,2009-03-15,15.5,23.6,0.0,0,11.0,71.0,1020.5,1016.1,17.5,0,0
105,2009-03-16,17.0,36.4,0.0,0,0.0,58.0,1012.1,1007.9,21.4,0,0
106,2009-03-17,16.9,27.6,0.0,6,11.0,71.0,1009.6,1006.1,20.2,0,1
107,2009-03-18,15.0,18.5,1.8,15,31.0,61.0,1014.9,1015.5,17.9,1,0
108,2009-03-19,14.7,23.5,0.8,7,6.0,70.0,1015.9,1011.0,16.9,0,0
109,2009-03-20,14.5,21.6,0.0,6,19.0,62.0,1006.0,1007.5,18.4,0,1
110,2009-03-21,12.6,19.5,4.6,7,6.0,83.0,1016.6,1016.2,14.5,1,0
111,2009-03-22,9.1,21.2,0.2,5,4.0,87.0,1015.7,1012.9,12.4,0,0
112,2009-03-23,12.3,20.3,0.0,7,6.0,89.0,1012.2,1011.8,15.0,0,0
113,2009-03-24,14.2,23.7,0.6,6,6.0,81.0,1015.1,1013.7,15.8,0,0
114,2009-03-25,15.0,20.0,0.6,7,2.0,90.0,1020.2,1020.9,16.0,0,0
115,2009-03-26,11.8,22.8,0.0,5,6.0,83.0,1025.9,1021.9,14.5,0,0
116,2009-03-27,14.2,25.6,0.0,13,6.0,97.0,1018.8,1016.4,16.3,0,0
117,2009-03-28,15.7,20.5,0.0,15,20.0,79.0,1020.0,1021.8,19.7,0,0
118,2009-03-29,16.0,19.0,0.4,2,28.0,61.0,1026.6,1025.1,17.0,0,0
119,2009-03-30,15.7,18.3,0.2,1,13.0,77.0,1019.9,1015.5,17.3,0,1
120,2009-03-31,14.8,18.4,17.6,10,15.0,93.0,1018.4,1017.8,15.0,1,1
121,2009-04-01,13.2,16.9,7.2,11,19.0,53.0,1024.1,1023.5,15.4,1,0
122,2009-04-02,9.2,19.1,0.0,6,15.0,57.0,1025.2,1025.6,14.9,0,0
123,2009-04-03,14.0,18.6,0.2,3,4.0,69.0,1032.2,1030.2,16.5,0,0
124,2009-04-04,12.8,19.4,0.0,3,0.0,70.0,1033.0,1030.6,16.8,0,0
125,2009-04-05,15.2,18.6,0.0,1,7.0,66.0,1033.2,1030.3,17.0,0,0
126,2009-04-06,14.3,22.0,0.0,1,9.0,69.0,1030.1,1025.6,17.8,0,0
127,2009-04-07,14.0,22.2,0.0,5,7.0,67.0,1026.3,1021.5,18.4,0,0
128,2009-04-08,13.7,29.0,0.0,5,0.0,82.0,1020.5,1016.9,17.8,0,0
129,2009-04-09,17.0,19.8,0.0,8,19.0,76.0,1021.0,1020.7,19.0,0,0
130,2009-04-10,16.2,21.4,0.2,4,7.0,67.0,1020.9,1015.6,17.2,0,0
131,2009-04-11,16.4,21.4,0.0,2,17.0,85.0,1018.3,1017.7,19.6,0,0
132,2009-04-12,18.9,20.6,0.2,0,24.0,80.0,1023.6,1021.6,19.5,0,0
133,2009-04-13,17.5,23.0,0.0,1,7.0,71.0,1020.2,1014.7,20.4,0,0
134,2009-04-14,17.0,19.0,0.0,8,15.0,75.0,1019.3,1019.5,17.5,0,0
135,2009-04-15,14.3,18.0,0.0,13,2.0,63.0,1022.3,1019.7,15.3,0,0
136,2009-04-16,13.0,19.5,0.0,13,0.0,70.0,1018.8,1015.8,17.0,0,0
137,2009-04-17,11.5,21.7,0.0,13,0.0,86.0,1017.8,1016.0,16.0,0,0
138,2009-04-18,16.1,26.0,0.0,0,6.0,78.0,1017.5,1015.0,21.5,0,0
139,2009-04-19,16.5,24.0,1.0,0,4.0,68.0,1017.4,1014.0,20.0,0,0
140,2009-04-20,13.4,21.5,0.0,0,0.0,94.0,1015.8,1013.5,16.5,0,0
141,2009-04-21,16.1,27.0,0.0,1,6.0,81.0,1011.6,1005.8,20.0,0,1
142,2009-04-22,13.4,17.4,4.2,12,44.0,76.0,1011.4,1013.9,16.8,1,1
143,2009-04-23,12.6,17.6,2.2,15,19.0,79.0,1021.7,1020.7,15.0,1,1
144,2009-04-24,14.0,19.3,2.8,13,6.0,81.0,1021.4,1018.7,16.6,1,1
145,2009-04-25,14.5,19.0,4.8,12,28.0,79.0,1022.1,1021.5,17.8,1,1
146,2009-04-26,13.6,18.4,1.4,12,0.0,94.0,1023.5,1022.1,15.0,1,0
147,2009-04-27,12.4,19.5,0.0,12,0.0,86.0,1022.9,1020.3,14.8,0,0
148,2009-04-28,11.8,20.2,0.4,5,6.0,83.0,1026.2,1024.6,15.8,0,0
149,2009-04-29,12.6,20.1,0.0,5,0.0,86.0,1021.8,1019.8,14.7,0,0
150,2009-04-30,14.8,17.5,0.6,8,13.0,62.0,1026.3,1025.9,15.6,0,0
151,2009-05-01,13.5,19.0,0.0,8,0.0,73.0,1030.4,1028.7,15.0,0,0
152,2009-05-02,8.8,20.5,0.0,15,2.0,95.0,1030.4,1026.8,12.3,0,0
153,2009-05-03,12.0,21.0,0.0,0,4.0,84.0,1028.5,1025.7,16.0,0,0
154,2009-05-04,11.7,22.4,0.0,0,0.0,74.0,1027.6,1025.7,15.2,0,0
155,2009-05-05,9.2,22.0,0.0,0,0.0,91.0,1031.0,1029.4,12.9,0,0
156,2009-05-06,11.2,22.5,0.0,5,6.0,67.0,1032.7,1029.7,14.5,0,0
157,2009-05-07,11.6,22.0,0.0,5,6.0,82.0,1031.3,1028.1,15.2,0,0
158,2009-05-08,11.0,21.5,0.0,5,0.0,73.0,1030.5,1027.0,14.5,0,0
159,2009-05-09,11.0,24.5,0.0,5,0.0,83.0,1026.4,1022.1,14.0,0,0
160,2009-05-10,13.4,24.0,0.0,3,2.0,62.0,1019.9,1018.6,15.5,0,1
161,2009-05-11,13.5,18.5,13.0,8,20.0,76.0,1024.5,1024.4,17.0,1,0
162,2009-05-12,11.1,18.6,0.0,10,19.0,73.0,1029.6,1028.2,16.5,0,0
163,2009-05-13,13.8,18.6,0.0,10,0.0,78.0,1029.6,1026.8,15.1,0,0
164,2009-05-14,8.5,19.6,0.0,10,0.0,81.0,1027.1,1023.8,11.5,0,0
165,2009-05-15,7.5,19.0,0.0,10,0.0,87.0,1024.7,1021.2,11.0,0,0
166,2009-05-16,7.4,21.2,0.0,10,0.0,89.0,1022.7,1020.0,9.4,0,0
167,2009-05-17,7.8,21.4,0.0,10,0.0,92.0,1019.9,1015.6,10.4,0,0
168,2009-05-18,8.8,21.3,0.0,15,2.0,73.0,1014.1,1011.3,11.0,0,0
169,2009-05-19,11.0,21.6,0.0,7,6.0,80.0,1014.1,1014.2,16.9,0,0
170,2009-05-20,13.0,24.5,0.4,5,4.0,87.0,1010.7,1005.6,14.6,0,1
171,2009-05-21,14.5,23.6,8.4,6,6.0,81.0,995.0,991.6,18.4,1,1
172,2009-05-22,8.6,14.8,5.4,14,7.0,80.0,994.9,995.7,10.8,1,1
173,2009-05-23,8.9,14.4,44.0,12,37.0,60.0,1004.6,1006.9,13.9,1,0
174,2009-05-24,11.5,15.2,0.2,12,19.0,62.0,1016.7,1016.9,13.9,0,0
175,2009-05-25,7.3,17.8,0.0,12,0.0,96.0,1022.3,1020.4,9.5,0,0
176,2009-05-26,8.6,19.1,0.0,1,4.0,71.0,1023.6,1020.6,11.8,0,0
177,2009-05-27,11.4,19.5,0.0,4,7.0,72.0,1023.3,1020.7,13.2,0,0
178,2009-05-28,10.5,19.5,0.8,4,2.0,83.0,1023.6,1021.2,12.0,0,0
179,2009-05-29,10.0,21.0,0.0,4,6.0,77.0,1024.0,1021.0,13.0,0,0
180,2009-05-30,9.3,20.4,0.0,5,9.0,70.0,1021.3,1018.2,11.8,0,0
181,2009-05-31,11.6,18.9,0.0,5,0.0,71.0,1020.0,1018.1,15.4,0,0
182,2009-06-01,9.6,20.1,0.8,5,6.0,92.0,1022.0,1018.7,11.5,0,0
183,2009-06-02,11.5,18.1,0.2,5,0.0,85.0,1018.0,1015.8,14.0,0,1
184,2009-06-03,12.0,18.4,4.6,14,7.0,88.0,1017.0,1014.2,13.7,1,1
185,2009-06-04,7.8,16.1,31.2,11,39.0,87.0,1013.5,1014.6,13.2,1,1
186,2009-06-05,12.6,17.0,29.4,10,20.0,82.0,1020.9,1022.0,15.5,1,1
187,2009-06-06,12.8,16.5,10.4,11,26.0,76.0,1025.9,1025.2,15.1,1,1
188,2009-06-07,10.3,16.2,4.4,14,6.0,84.0,1025.1,1023.1,11.5,1,1
189,2009-06-08,7.0,17.5,6.2,14,0.0,95.0,1025.0,1023.4,8.8,1,0
190,2009-06-09,7.5,19.6,0.0,5,9.0,80.0,1021.4,1016.1,10.0,0,1
191,2009-06-10,9.5,21.3,4.4,3,22.0,86.0,1008.9,1007.1,15.0,1,1
192,2009-06-11,12.7,17.0,1.2,7,7.0,89.0,1009.0,1008.2,13.1,1,1
193,2009-06-12,10.0,14.2,12.0,12,30.0,77.0,1015.6,1016.9,13.0,1,1
194,2009-06-13,10.4,15.5,4.2,12,19.0,57.0,1022.6,1023.1,14.0,1,1
195,2009-06-14,9.0,16.8,5.4,7,19.0,79.0,1025.6,1023.7,12.0,1,0
196,2009-06-15,11.8,19.0,0.4,3,6.0,89.0,1024.2,1021.2,14.6,0,0
197,2009-06-16,13.0,19.0,0.4,6,2.0,83.0,1022.1,1020.0,14.5,0,0
198,2009-06-17,11.0,19.3,0.8,6,9.0,63.0,1017.2,1011.5,13.2,0,1
199,2009-06-18,13.0,18.5,2.4,5,4.0,92.0,1012.4,1009.5,14.0,1,1
200,2009-06-19,11.3,13.0,14.0,14,11.0,89.0,1000.5,1002.4,11.5,1,1
201,2009-06-20,7.8,14.2,19.8,3,13.0,82.0,1007.7,1004.5,12.0,1,1
202,2009-06-21,9.4,13.2,12.0,3,48.0,55.0,1013.1,1015.5,12.1,1,1
203,2009-06-22,10.0,14.0,2.6,15,22.0,65.0,1018.1,1016.9,12.5,1,0
204,2009-06-23,7.4,13.0,0.0,1,7.0,74.0,1013.1,1008.4,10.2,0,1
205,2009-06-24,7.0,17.5,3.4,4,15.0,87.0,1005.0,1000.5,10.0,1,0
206,2009-06-25,7.0,18.0,0.8,13,2.0,100.0,1004.0,1004.7,10.0,0,0
207,2009-06-26,9.6,17.5,0.4,5,11.0,91.0,1007.2,1001.7,11.6,0,0
208,2009-06-27,10.0,16.0,0.2,4,6.0,71.0,998.1,995.1,12.5,0,1
209,2009-06-28,10.4,17.4,9.6,6,7.0,91.0,997.4,994.6,11.9,1,1
210,2009-06-29,9.3,12.8,13.6,7,11.0,83.0,989.2,989.4,9.8,1,1
211,2009-06-30,7.8,14.1,26.4,15,44.0,65.0,1004.2,1008.6,12.2,1,1
212,2009-07-01,8.9,14.8,14.4,15,41.0,76.0,1017.5,1020.5,13.2,1,0
213,2009-07-02,10.8,16.5,0.0,5,7.0,73.0,1028.2,1027.0,13.4,0,0
214,2009-07-03,11.2,17.5,0.0,5,0.0,79.0,1029.5,1026.9,12.8,0,0
215,2009-07-04,12.0,16.5,0.0,5,2.0,77.0,1025.1,1022.5,13.5,0,0
216,2009-07-05,8.0,18.5,0.0,5,0.0,93.0,1021.8,1018.3,10.0,0,0
217,2009-07-06,10.2,16.8,0.2,5,0.0,78.0,1008.6,1004.3,14.5,0,1
218,2009-07-07,9.9,18.0,12.2,6,9.0,80.0,1014.7,1013.7,12.5,1,0
219,2009-07-08,11.0,18.9,0.0,6,9.0,80.0,1014.0,1009.8,12.4,0,1
220,2009-07-09,12.4,18.5,3.0,6,9.0,91.0,1001.9,1000.5,12.8,1,1
221,2009-07-10,10.5,14.0,3.4,6,19.0,88.0,1001.8,1004.0,11.5,1,1
222,2009-07-11,10.0,14.2,12.2,12,30.0,70.0,1012.0,1013.1,12.6,1,1
223,2009-07-12,10.5,14.4,4.6,15,17.0,84.0,1021.3,1021.6,11.8,1,1
224,2009-07-13,10.2,14.8,8.0,7,6.0,68.0,1026.2,1026.6,12.8,1,0
225,2009-07-14,12.3,15.5,0.6,7,0.0,73.0,1028.4,1027.2,13.3,0,0
226,2009-07-15,7.5,19.0,0.0,3,6.0,76.0,1020.5,1013.6,11.5,0,0
227,2009-07-16,11.0,17.1,0.0,3,15.0,57.0,1006.4,1001.1,14.0,0,1
228,2009-07-17,11.0,15.5,10.2,13,31.0,74.0,1009.0,1010.6,13.8,1,0
229,2009-07-18,10.0,18.4,1.0,7,13.0,79.0,1011.0,1006.8,14.0,0,1
230,2009-07-19,8.4,15.5,34.0,6,6.0,88.0,1004.7,1001.6,9.5,1,1
231,2009-07-20,6.4,13.7,2.2,6,9.0,74.0,995.1,995.2,8.2,1,1
232,2009-07-21,6.9,14.8,5.4,12,35.0,59.0,1007.0,1011.4,13.6,1,1
233,2009-07-22,7.4,16.4,5.2,6,17.0,71.0,1016.8,1013.3,11.8,1,1
234,2009-07-23,9.8,13.5,9.4,7,19.0,87.0,1016.8,1018.1,10.6,1,1
235,2009-07-24,7.3,14.4,1.2,6,2.0,64.0,1020.8,1017.5,10.0,1,1
236,2009-07-25,8.0,12.5,12.4,11,20.0,50.0,1024.6,1027.2,11.5,1,0
237,2009-07-26,8.6,15.0,0.2,7,7.0,75.0,1029.3,1028.2,10.4,0,0
238,2009-07-27,10.0,17.6,0.6,6,6.0,79.0,1031.1,1029.7,11.5,0,0
239,2009-07-28,11.0,15.5,0.0,6,15.0,66.0,1032.1,1031.1,13.0,0,0
240,2009-07-29,10.9,17.4,0.0,3,11.0,69.0,1033.4,1031.3,12.5,0,0
241,2009-07-30,10.6,18.2,0.0,6,4.0,71.0,1032.8,1029.7,13.3,0,0
242,2009-07-31,6.2,18.8,0.0,13,2.0,89.0,1027.5,1024.2,8.2,0,0
243,2009-08-01,7.2,18.7,0.0,13,0.0,91.0,1024.2,1021.1,9.5,0,0
244,2009-08-02,9.5,16.7,0.0,3,4.0,84.0,1026.7,1024.6,13.6,0,0
245,2009-08-03,10.5,18.4,0.0,6,6.0,88.0,1024.2,1021.5,12.8,0,0
246,2009-08-04,11.8,18.6,0.0,3,6.0,82.0,1020.8,1017.4,14.2,0,0
247,2009-08-05,10.6,19.5,0.0,3,6.0,81.0,1012.0,1006.2,13.8,0,1
248,2009-08-06,12.4,15.0,7.0,11,13.0,77.0,1014.1,1016.2,13.0,1,0
249,2009-08-07,9.0,17.7,0.0,11,0.0,87.0,1019.2,1015.2,11.0,0,0
250,2009-08-08,6.4,18.4,0.0,11,0.0,92.0,1013.5,1011.4,9.1,0,1
251,2009-08-09,9.0,14.1,2.4,12,2.0,54.0,1016.8,1014.3,12.0,1,0
252,2009-08-10,7.5,17.8,0.2,1,6.0,74.0,1005.8,1001.8,11.5,0,1
253,2009-08-11,8.8,17.0,6.2,6,7.0,74.0,1014.2,1011.8,10.6,1,0
254,2009-08-12,10.5,17.6,0.4,7,9.0,72.0,1006.2,1005.8,14.0,0,0
255,2009-08-13,12.0,20.5,0.0,3,22.0,79.0,1005.7,1001.2,15.0,0,1
256,2009-08-14,10.6,17.5,3.6,6,28.0,75.0,999.1,995.5,14.5,1,1
257,2009-08-15,6.8,12.0,14.2,6,19.0,85.0,1002.9,1005.2,7.0,1,1
258,2009-08-16,6.0,16.6,26.2,3,17.0,88.0,1013.6,1014.0,12.0,1,0
259,2009-08-17,7.2,19.5,0.8,7,6.0,78.0,1016.2,1010.8,13.4,0,0
260,2009-08-18,12.4,17.9,0.0,6,7.0,73.0,1005.6,1006.0,15.0,0,0
261,2009-08-19,10.5,17.9,0.6,6,6.0,72.0,1013.9,1012.6,13.5,0,1
262,2009-08-20,11.5,15.6,3.6,14,7.0,93.0,1010.3,1011.3,12.5,1,0
263,2009-08-21,7.0,16.0,1.0,6,11.0,68.0,1010.1,1005.8,10.0,0,1
264,2009-08-22,7.9,14.5,9.2,6,9.0,89.0,1006.3,1003.5,10.8,1,1
265,2009-08-23,8.4,13.8,9.2,15,44.0,52.0,1009.0,1010.6,11.4,1,1
266,2009-08-24,8.8,15.0,3.8,15,24.0,84.0,1016.0,1018.0,13.4,1,1
267,2009-08-25,11.5,16.0,3.0,6,2.0,81.0,1024.4,1022.7,14.2,1,0
268,2009-08-26,11.0,16.5,0.0,7,7.0,73.0,1020.2,1016.3,12.5,0,1
269,2009-08-27,10.1,16.0,1.2,6,4.0,93.0,1013.3,1010.4,12.0,1,1
270,2009-08-28,9.5,12.0,20.4,15,2.0,94.0,1010.6,1012.3,10.2,1,1
271,2009-08-29,7.5,14.0,4.4,13,7.0,78.0,1023.1,1023.6,10.5,1,1
272,2009-08-30,9.0,16.0,2.6,3,2.0,82.0,1026.4,1024.5,12.0,1,0
273,2009-08-31,9.4,18.2,0.0,6,6.0,75.0,1023.9,1018.9,13.2,0,1
274,2009-09-01,10.2,18.1,7.6,7,17.0,70.0,1009.2,1005.9,13.9,1,1
275,2009-09-02,7.5,12.5,9.4,3,54.0,72.0,1013.0,1015.3,10.2,1,1
276,2009-09-03,8.7,12.9,3.4,14,6.0,75.0,1022.7,1021.5,10.8,1,0
277,2009-09-04,7.8,18.7,0.0,5,4.0,63.0,1018.6,1010.3,12.2,0,1
278,2009-09-05,8.5,12.5,2.8,7,17.0,82.0,1005.0,1004.8,9.6,1,1
279,2009-09-06,9.4,14.8,8.4,6,9.0,86.0,1017.2,1017.0,11.1,1,1
280,2009-09-07,9.8,20.5,1.2,3,4.0,80.0,1016.8,1010.7,14.0,1,1
281,2009-09-08,7.5,18.1,15.0,7,4.0,85.0,1020.7,1016.7,11.0,1,0
