,Date,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
54,2009-02-24,18.0,32.5,8.2,9,37.0,2,0.0,26.0,99.0,51.0,1014.7,1011.5,19.2,31.5,1,0
55,2009-02-25,19.2,30.0,0.2,9,39.0,4,0.0,6.0,82.0,55.0,1016.5,1013.1,22.0,29.1,0,0
56,2009-02-26,18.8,25.5,0.0,2,35.0,9,7.0,13.0,75.0,49.0,1020.7,1017.8,20.3,24.8,0,0
57,2009-02-27,15.2,26.2,0.0,0,24.0,0,7.0,11.0,72.0,45.0,1018.4,1015.1,20.0,24.9,0,0
58,2009-02-28,14.6,32.8,0.0,12,31.0,5,0.0,6.0,85.0,44.0,1009.8,1005.6,17.4,31.7,0,0
59,2009-03-01,17.4,28.8,0.0,2,31.0,4,7.0,7.0,76.0,43.0,1010.8,1009.7,22.2,28.4,0,0
60,2009-03-02,18.3,27.8,0.0,1,52.0,5,0.0,15.0,85.0,52.0,1016.6,1014.4,20.6,27.1,0,0
61,2009-03-03,17.7,28.8,0.0,1,35.0,5,0.0,15.0,93.0,55.0,1018.3,1014.6,19.7,26.8,0,0
62,2009-03-04,19.7,25.0,0.0,13,44.0,14,0.0,4.0,89.0,53.0,1008.0,1008.5,21.6,24.1,0,0
63,2009-03-05,10.3,26.0,0.0,2,43.0,12,13.0,7.0,45.0,29.0,1010.4,1008.0,18.6,25.3,0,0
64,2009-03-06,9.8,26.1,0.0,1,31.0,0,0.0,13.0,77.0,39.0,1014.1,1010.5,14.4,25.2,0,0
65,2009-03-07,13.9,28.4,0.0,0,24.0,5,0.0,6.0,81.0,44.0,1014.6,1011.2,18.5,27.8,0,0
66,2009-03-08,17.7,25.6,0.0,9,43.0,9,7.0,30.0,81.0,65.0,1018.2,1017.9,20.7,24.4,0,1
67,2009-03-09,16.8,25.6,17.4,12,46.0,0,11.0,6.0,99.0,68.0,1022.6,1019.8,17.7,24.2,1,0
68,2009-03-10,17.7,25.9,0.2,0,31.0,1,6.0,22.0,93.0,57.0,1022.0,1020.6,19.9,24.9,0,0
69,2009-03-11,15.1,24.2,0.0,0,35.0,9,6.0,28.0,88.0,72.0,1024.4,1022.4,18.4,23.2,0,1
70,2009-03-12,15.9,26.5,2.6,4,31.0,4,4.0,11.0,99.0,57.0,1023.1,1019.8,18.5,25.2,1,0
71,2009-03-13,16.6,27.1,0.0,14,24.0,6,6.0,4.0,99.0,67.0,1019.0,1016.0,18.8,25.0,0,1
72,2009-03-14,16.5,28.3,3.4,12,41.0,5,0.0,2.0,99.0,55.0,1015.0,1009.8,18.1,27.8,1,1
73,2009-03-15,16.8,30.8,13.6,6,31.0,14,4.0,13.0,94.0,43.0,1010.6,1006.9,19.5,30.2,1,0
74,2009-03-16,12.2,27.2,0.2,14,30.0,1,6.0,9.0,56.0,38.0,1012.1,1007.9,17.1,25.5,0,0
75,2009-03-17,10.2,25.4,0.0,2,30.0,4,0.0,13.0,76.0,37.0,1014.1,1012.0,15.2,24.3,0,0
76,2009-03-18,15.1,26.7,0.0,1,28.0,4,0.0,9.0,74.0,48.0,1019.2,1015.5,19.0,25.6,0,0
77,2009-03-19,12.8,31.0,0.0,4,26.0,1,0.0,11.0,88.0,45.0,1016.9,1012.8,17.1,29.8,0,0
78,2009-03-20,15.2,29.9,0.0,0,28.0,9,2.0,9.0,91.0,45.0,1017.8,1015.3,20.1,29.0,0,0
79,2009-03-21,15.4,27.3,0.0,0,30.0,9,2.0,6.0,96.0,53.0,1019.1,1016.2,18.7,27.2,0,0
80,2009-03-22,13.6,28.4,0.0,8,28.0,1,0.0,13.0,99.0,49.0,1018.4,1014.6,16.5,26.6,0,0
81,2009-03-23,14.2,29.8,0.2,4,28.0,0,0.0,11.0,92.0,36.0,1017.1,1014.4,18.3,29.5,0,0
82,2009-03-24,16.9,32.7,0.0,3,33.0,4,6.0,20.0,90.0,38.0,1018.2,1014.7,20.2,32.1,0,0
83,2009-03-25,15.7,34.2,0.0,13,54.0,4,0.0,17.0,93.0,42.0,1019.8,1016.0,19.0,33.8,0,1
84,2009-03-26,18.5,29.7,28.6,11,22.0,4,0.0,4.0,96.0,59.0,1019.8,1016.2,20.2,29.6,1,0
85,2009-03-27,19.4,23.5,0.2,10,33.0,10,13.0,19.0,78.0,61.0,1024.3,1023.4,20.4,22.5,0,0
86,2009-03-28,13.5,25.5,0.0,3,28.0,7,0.0,6.0,89.0,46.0,1025.7,1022.5,17.3,24.9,0,0
87,2009-03-29,11.9,26.9,0.0,1,28.0,1,0.0,11.0,99.0,46.0,1024.2,1020.6,14.4,26.0,0,0
88,2009-03-30,14.4,25.9,0.0,9,50.0,9,4.0,22.0,86.0,48.0,1024.4,1021.4,19.5,25.2,0,1
89,2009-03-31,18.0,20.7,3.8,10,41.0,8,17.0,19.0,89.0,95.0,1021.6,1020.4,20.1,17.1,1,1
90,2009-04-01,17.1,23.2,58.4,9,43.0,9,13.0,22.0,99.0,83.0,1020.9,1020.6,19.2,22.5,1,1
91,2009-04-02,18.9,24.5,16.4,4,41.0,0,9.0,15.0,97.0,81.0,1023.2,1021.5,20.8,22.5,1,1
92,2009-04-03,17.6,26.5,6.8,4,24.0,5,0.0,9.0,99.0,66.0,1021.3,1016.3,20.0,26.2,1,0
93,2009-04-04,18.1,20.2,0.8,13,37.0,9,7.0,19.0,95.0,66.0,1017.6,1019.2,19.1,19.4,0,0
94,2009-04-05,16.4,24.1,0.0,5,30.0,5,0.0,17.0,76.0,59.0,1020.1,1014.0,18.4,23.6,0,0
95,2009-04-06,11.9,21.5,0.0,2,31.0,9,19.0,19.0,74.0,58.0,1020.8,1019.0,18.8,20.9,0,0
96,2009-04-07,15.6,21.8,0.0,2,31.0,0,9.0,13.0,69.0,57.0,1025.9,1023.6,17.3,21.4,0,0
97,2009-04-08,9.8,23.3,0.0,2,28.0,3,0.0,9.0,76.0,47.0,1027.6,1024.2,16.8,22.9,0,0
98,2009-04-09,11.7,24.1,0.0,4,22.0,4,6.0,15.0,87.0,50.0,1025.8,1021.4,16.2,23.5,0,0
99,2009-04-10,10.5,24.8,0.2,5,17.0,1,0.0,7.0,99.0,49.0,1023.7,1020.4,14.3,24.4,0,0
100,2009-04-11,14.2,23.9,0.0,15,13.0,1,0.0,0.0,97.0,67.0,1025.6,1022.8,17.2,23.2,0,1
101,2009-04-12,17.2,24.3,1.2,14,22.0,15,0.0,7.0,92.0,72.0,1023.3,1020.6,20.0,23.5,1,0
102,2009-04-13,17.9,22.3,0.2,9,19.0,9,6.0,15.0,89.0,79.0,1022.6,1019.1,20.0,21.4,0,1
103,2009-04-14,16.1,25.9,3.4,0,17.0,1,4.0,6.0,88.0,61.0,1015.1,1010.7,20.0,25.3,1,0
104,2009-04-15,12.6,28.8,0.2,13,48.0,14,6.0,30.0,71.0,29.0,1011.5,1007.3,20.3,28.5,0,0
105,2009-04-16,10.5,24.4,0.2,8,22.0,2,4.0,11.0,55.0,40.0,1015.4,1011.2,16.4,23.8,0,0
106,2009-04-17,8.8,23.6,0.0,8,30.0,2,4.0,22.0,83.0,37.0,1016.8,1015.2,14.7,23.1,0,0
107,2009-04-18,10.2,23.5,0.0,2,31.0,8,0.0,17.0,77.0,45.0,1020.6,1017.6,17.0,23.0,0,0
108,2009-04-19,11.9,20.9,0.0,11,48.0,8,19.0,31.0,63.0,83.0,1020.2,1018.6,18.3,17.9,0,1
109,2009-04-20,14.2,19.0,7.0,10,50.0,11,22.0,22.0,73.0,76.0,1021.3,1019.5,16.5,17.5,1,1
110,2009-04-21,13.9,20.9,2.0,8,43.0,11,19.0,13.0,75.0,77.0,1023.1,1021.1,18.6,18.4,1,1
111,2009-04-22,13.6,21.9,4.2,9,39.0,11,22.0,7.5,84.0,69.5,1024.6,1019.65,17.2,19.35,1,0
112,2009-04-23,12.9,21.3,1.0,14,20.0,2,2.0,2.0,78.0,62.0,1022.0,1018.2,18.0,20.3,0,0
113,2009-04-24,8.8,24.2,0.0,5,31.0,5,4.0,20.0,99.0,62.0,1012.8,1005.9,12.5,22.0,0,0
114,2009-04-25,12.5,23.4,0.0,14,44.0,13,15.0,20.0,50.0,46.0,1004.8,1002.8,20.2,21.6,0,0
115,2009-04-26,15.2,20.0,0.0,14,65.0,14,24.0,35.0,39.0,35.0,1003.6,1004.0,18.2,18.5,0,0
116,2009-04-27,7.7,18.4,0.0,14,46.0,15,15.0,22.0,47.0,36.0,1013.9,1013.2,14.6,17.9,0,0
117,2009-04-28,6.2,22.1,0.0,13,44.0,13,13.0,24.0,62.0,36.0,1015.8,1015.4,16.5,20.6,0,0
118,2009-04-29,5.2,17.6,0.0,9,26.0,11,0.0,13.0,85.0,58.0,1022.7,1019.7,10.5,16.7,0,0
119,2009-04-30,7.6,19.3,0.0,10,31.0,10,20.0,11.0,67.0,62.0,1020.9,1020.2,14.5,16.9,0,0
120,2009-05-01,4.9,21.5,0.0,0,20.0,0,0.0,9.0,86.0,50.0,1025.0,1020.4,11.5,21.2,0,0
121,2009-05-02,4.4,21.9,0.0,9,30.0,11,0.0,4.0,85.0,42.0,1025.8,1022.4,11.8,20.9,0,0
122,2009-05-03,8.6,21.8,0.0,2,20.0,11,2.0,0.0,81.0,47.0,1028.0,1025.4,14.7,21.1,0,0
123,2009-05-04,7.1,23.5,0.0,2,24.0,0,6.0,2.0,95.0,42.0,1028.8,1025.3,11.8,22.8,0,0
124,2009-05-05,9.7,20.5,0.0,8,28.0,2,2.0,9.0,87.0,52.0,1031.1,1028.1,14.4,20.1,0,0
125,2009-05-06,9.3,22.3,0.0,1,24.0,4,0.0,13.0,99.0,53.0,1028.6,1023.1,12.0,22.0,0,0
126,2009-05-07,7.1,22.6,0.0,9,26.0,10,0.0,9.0,93.0,42.0,1024.7,1021.0,12.6,21.9,0,0
127,2009-05-08,7.8,21.0,0.0,12,30.0,9,2.0,13.0,80.0,53.0,1028.2,1024.8,14.6,19.5,0,0
128,2009-05-09,5.1,21.8,0.0,10,19.0,0,0.0,4.0,85.0,44.0,1024.7,1020.2,12.5,21.4,0,0
129,2009-05-10,6.2,18.3,0.0,9,28.0,11,0.0,13.0,94.0,77.0,1024.9,1023.8,12.2,16.5,0,0
130,2009-05-11,5.6,20.1,0.2,2,24.0,1,0.0,2.0,99.0,46.0,1025.8,1022.0,11.4,20.0,0,0
131,2009-05-12,3.9,20.4,0.2,9,22.0,11,0.0,2.0,99.0,39.0,1022.0,1017.7,7.9,20.1,0,0
132,2009-05-13,5.0,21.3,0.0,14,31.0,7,0.0,17.0,87.0,36.0,1017.1,1012.9,11.4,21.0,0,0
133,2009-05-14,2.9,21.0,0.0,13,52.0,14,17.0,28.0,57.0,37.0,1012.7,1011.4,15.6,20.0,0,0
134,2009-05-15,5.5,21.6,0.0,14,46.0,14,11.0,26.0,68.0,38.0,1013.5,1010.8,14.7,20.8,0,0
135,2009-05-16,13.3,21.8,0.0,13,70.0,13,33.0,24.0,50.0,44.0,1011.3,1009.1,19.0,21.3,0,0
136,2009-05-17,2.7,19.8,0.0,10,17.0,9,0.0,9.0,81.0,40.0,1019.0,1017.3,10.1,19.1,0,0
137,2009-05-18,4.0,19.8,0.0,2,20.0,1,0.0,15.0,96.0,59.0,1026.3,1023.1,9.3,19.3,0,0
138,2009-05-19,9.3,19.9,0.0,6,19.0,7,2.0,9.0,99.0,73.0,1024.8,1021.0,12.5,17.4,0,1
139,2009-05-20,12.5,20.4,6.0,4,39.0,1,9.0,19.0,99.0,60.0,1022.1,1019.9,15.1,19.6,1,1
140,2009-05-21,13.3,19.5,7.0,9,50.0,9,11.0,22.0,97.0,67.0,1024.0,1021.8,15.5,17.8,1,1
141,2009-05-22,13.6,17.4,23.6,1,57.0,12,9.0,9.0,99.0,97.0,1023.8,1020.8,14.5,15.4,1,1
142,2009-05-23,14.1,20.6,32.6,0,44.0,2,9.0,30.0,99.0,80.0,1024.1,1022.4,15.8,19.0,1,1
143,2009-05-24,13.3,21.1,4.4,1,26.0,0,0.0,15.0,96.0,58.0,1027.0,1025.1,16.2,20.5,1,0
144,2009-05-25,10.1,18.8,0.2,1,15.0,1,0.0,7.0,95.0,76.0,1026.4,1023.0,13.9,18.3,0,0
145,2009-05-26,9.0,21.8,0.0,2,13.0,1,0.0,0.0,99.0,58.0,1022.4,1019.0,10.5,21.4,0,0
146,2009-05-27,10.5,16.2,0.2,2,17.0,4,0.0,2.0,99.0,94.0,1020.7,1018.4,13.7,15.8,0,1
147,2009-05-28,11.7,19.0,2.0,9,28.0,9,0.0,15.0,99.0,70.0,1021.8,1019.9,13.3,16.9,1,0
148,2009-05-29,11.9,17.2,0.6,8,39.0,8,11.0,30.0,73.0,61.0,1024.0,1022.4,12.7,16.5,0,0
149,2009-05-30,11.2,18.5,0.0,8,46.0,12,22.0,13.0,64.0,82.0,1028.5,1028.1,14.4,14.2,0,1
150,2009-05-31,10.8,16.4,4.6,2,24.0,11,9.0,7.0,99.0,77.0,1034.0,1031.9,13.0,15.8,1,0
151,2009-06-01,9.8,15.8,1.0,12,17.0,11,7.0,4.0,99.0,77.0,1033.3,1030.3,11.3,15.7,0,0
152,2009-06-02,10.6,19.6,0.4,0,13.0,11,0.0,0.0,99.0,62.0,1030.2,1027.0,12.6,19.4,0,1
153,2009-06-03,12.6,17.9,6.6,7,13.0,14,4.0,2.0,99.0,79.0,1025.9,1022.1,14.0,17.8,1,0
154,2009-06-04,9.5,15.8,0.2,8,13.0,9,0.0,2.0,99.0,90.0,1020.9,1016.4,11.1,15.5,0,0
155,2009-06-05,11.1,20.2,0.0,13,17.0,9,0.0,0.0,100.0,54.0,1015.6,1012.5,13.1,18.7,0,0
156,2009-06-06,4.2,18.5,0.2,13,33.0,13,7.0,20.0,83.0,41.0,1014.4,1010.0,10.9,18.1,0,0
157,2009-06-07,8.1,19.3,0.6,15,46.0,7,13.0,17.0,88.0,48.0,1008.4,1005.1,12.0,18.9,0,0
158,2009-06-08,8.6,18.7,0.0,14,52.0,14,9.0,28.0,64.0,40.0,1010.0,1007.9,13.9,18.0,0,0
159,2009-06-09,5.0,16.6,0.0,14,46.0,14,20.0,19.0,49.0,46.0,1012.2,1008.9,13.3,14.7,0,0
160,2009-06-10,8.1,14.5,0.0,13,46.0,15,22.0,28.0,39.0,35.0,1013.4,1014.1,11.1,13.0,0,0
161,2009-06-11,-2.4,16.3,0.0,8,24.0,8,0.0,11.0,87.0,29.0,1021.8,1018.5,4.5,16.0,0,0
162,2009-06-12,-0.8,16.2,0.0,2,17.0,2,0.0,9.0,83.0,45.0,1024.8,1020.1,5.8,15.7,0,0
163,2009-06-13,2.4,17.8,0.0,6,22.0,3,0.0,11.0,99.0,49.0,1018.0,1014.0,6.0,14.6,0,0
164,2009-06-14,5.4,18.1,0.0,5,28.0,6,0.0,7.0,90.0,69.0,1014.8,1011.6,7.4,14.2,0,0
165,2009-06-15,1.7,19.8,0.0,15,30.0,15,0.0,20.0,87.0,35.0,1013.4,1010.4,9.8,18.1,0,0
166,2009-06-16,2.8,17.9,0.0,11,37.0,8,20.0,17.0,65.0,72.0,1018.6,1020.3,14.8,15.4,0,0
167,2009-06-17,9.1,16.5,0.2,11,28.0,10,0.0,13.0,94.0,77.0,1028.0,1027.0,10.4,14.7,0,0
168,2009-06-18,6.5,17.8,1.0,2,28.0,8,0.0,11.0,88.0,74.0,1030.0,1027.7,12.2,14.8,0,1
169,2009-06-19,4.9,17.5,2.2,9,30.0,2,0.0,15.0,99.0,49.0,1030.5,1027.8,7.6,17.0,1,1
170,2009-06-20,7.6,16.1,2.6,3,17.0,0,6.0,6.0,99.0,90.0,1028.4,1024.3,10.1,15.6,1,0
171,2009-06-21,10.1,17.3,0.4,4,17.0,4,0.0,9.0,100.0,90.0,1024.1,1020.5,12.9,17.2,0,1
172,2009-06-22,11.6,19.9,13.8,4,20.0,1,2.0,7.0,100.0,67.0,1020.2,1017.5,13.5,19.7,1,0
173,2009-06-23,5.6,19.0,0.0,8,13.0,12,0.0,7.0,100.0,66.0,1020.0,1016.6,8.5,17.6,0,0
174,2009-06-24,3.8,18.5,0.0,2,33.0,1,2.0,2.0,99.0,58.0,1017.0,1010.9,6.4,17.7,0,0
175,2009-06-25,4.3,16.0,0.4,13,24.0,3,7.0,9.0,88.0,59.0,1015.0,1012.3,9.0,14.7,0,0
176,2009-06-26,4.2,18.2,0.0,5,13.0,4,0.0,2.0,99.0,47.0,1013.1,1008.7,8.7,18.0,0,0
177,2009-06-27,5.7,15.5,0.0,2,11.0,15,0.0,6.0,99.0,63.0,1008.5,1005.3,8.8,15.0,0,0
178,2009-06-28,7.7,19.2,0.0,13,17.0,15,0.0,0.0,99.0,56.0,1006.6,1004.6,9.9,17.9,0,0
179,2009-06-29,3.1,21.1,0.0,14,31.0,14,2.0,15.0,78.0,41.0,1012.4,1010.1,10.7,20.9,0,0
180,2009-06-30,7.1,19.8,0.0,3,30.0,5,15.0,17.0,77.0,57.0,1013.4,1008.0,13.7,19.3,0,0
181,2009-07-01,13.7,21.2,0.0,13,44.0,13,0.0,28.0,56.0,31.0,1006.1,1005.0,17.2,20.4,0,0
182,2009-07-02,10.0,18.4,0.0,15,57.0,14,6.0,26.0,42.0,37.0,1007.7,1007.6,15.7,17.4,0,0
183,2009-07-03,10.0,16.3,0.0,13,69.0,13,30.0,33.0,45.0,40.0,1004.7,1004.8,13.2,15.0,0,0
184,2009-07-04,1.9,17.0,0.0,13,39.0,13,0.0,24.0,64.0,43.0,1012.8,1011.7,9.6,16.5,0,0
185,2009-07-05,4.4,17.7,0.0,8,26.0,13,2.0,0.0,64.0,31.0,1016.8,1016.1,10.4,17.5,0,0
186,2009-07-06,-1.1,12.7,0.0,12,17.0,11,0.0,9.0,99.0,61.0,1021.3,1017.7,3.3,12.1,0,0
187,2009-07-07,2.9,14.5,0.0,8,30.0,9,0.0,19.0,90.0,59.0,1025.3,1024.3,7.7,13.8,0,0
188,2009-07-08,5.3,15.3,0.0,0,31.0,11,4.0,11.0,98.0,71.0,1030.0,1028.1,9.6,14.4,0,1
189,2009-07-09,5.4,15.1,2.2,1,24.0,13,13.0,6.0,99.0,74.0,1031.6,1028.6,7.5,14.5,1,0
190,2009-07-10,6.4,17.6,1.0,9,20.0,0,0.0,9.0,99.0,72.0,1028.8,1024.5,8.5,15.6,0,0
191,2009-07-11,5.0,16.1,0.4,4,17.0,1,0.0,9.0,99.0,68.0,1022.8,1018.4,7.5,15.3,0,0
192,2009-07-12,7.3,19.8,0.0,3,35.0,5,0.0,17.0,99.0,57.0,1014.7,1008.8,8.8,18.0,0,0
193,2009-07-13,8.8,18.1,0.2,7,28.0,14,13.0,15.0,62.0,39.0,1007.5,1006.1,14.8,17.1,0,0
194,2009-07-14,5.7,17.4,0.0,14,43.0,14,13.0,24.0,70.0,39.0,1007.7,1004.8,11.7,16.4,0,0
195,2009-07-15,1.5,15.1,0.0,6,17.0,14,6.0,9.0,98.0,62.0,1010.4,1008.3,5.2,13.3,0,0
196,2009-07-16,3.5,16.2,0.0,8,24.0,11,0.0,13.0,99.0,44.0,1012.8,1010.2,6.0,16.1,0,1
197,2009-07-17,5.9,16.9,2.6,12,35.0,11,19.0,19.0,64.0,53.0,1019.7,1019.0,12.5,15.6,1,0
198,2009-07-18,1.2,18.6,0.0,7,20.0,11,0.0,0.0,95.0,46.0,1022.7,1018.1,6.8,18.3,0,0
199,2009-07-19,1.1,20.1,0.2,7,19.0,5,0.0,4.0,85.0,39.0,1021.1,1019.3,6.5,19.3,0,0
200,2009-07-20,1.4,20.7,0.0,6,33.0,3,0.0,22.0,85.0,29.0,1025.4,1019.7,8.7,20.3,0,0
201,2009-07-21,1.3,23.7,0.0,6,31.0,13,2.0,4.0,81.0,29.0,1021.4,1015.2,7.8,23.6,0,0
202,2009-07-22,7.8,25.0,0.0,6,57.0,6,20.0,39.0,54.0,32.0,1011.6,1005.3,19.5,23.9,0,1
203,2009-07-23,6.5,18.4,1.4,12,39.0,12,6.0,17.0,60.0,58.0,1012.6,1014.8,14.7,14.4,1,0
204,2009-07-24,3.4,16.9,0.6,4,19.0,4,0.0,7.0,69.0,48.0,1026.4,1024.5,10.0,16.3,0,0
