,Date,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
17,2009-05-10,0.8,7.6,0.0,2,33.0,2,0,15.0,13.0,82.0,75.0,4.3,6.8,0,0
18,2009-05-11,-0.3,7.5,0.0,15,20.0,11,12,13.0,4.0,84.0,87.0,3.7,4.9,0,0
19,2009-05-12,0.7,7.1,0.4,12,28.0,11,14,7.0,11.0,81.0,80.0,2.6,4.5,0,0
20,2009-05-13,0.0,5.3,0.0,15,59.0,15,15,30.0,33.0,91.0,79.0,1.1,2.6,0,0
21,2009-05-14,-0.6,2.3,0.2,15,80.0,15,15,35.0,33.0,96.0,97.0,-0.3,0.8,0,0
22,2009-05-15,-0.3,4.1,1.0,15,81.0,15,13,35.0,35.0,98.0,98.0,1.4,2.6,0,1
23,2009-05-16,1.4,7.1,17.8,13,94.0,13,13,46.0,37.0,98.0,94.0,2.6,2.6,1,0
24,2009-05-17,-1.7,10.7,0.0,12,48.0,8,8,28.0,19.0,36.0,34.0,7.0,9.9,0,0
25,2009-05-18,2.3,8.7,0.0,2,39.0,0,1,19.0,15.0,37.0,69.0,5.2,6.6,0,0
26,2009-05-19,1.6,5.7,0.0,1,43.0,4,1,22.0,20.0,98.0,98.0,3.8,5.1,0,0
27,2009-05-20,1.3,5.2,0.2,0,59.0,0,1,37.0,26.0,98.0,98.0,2.7,4.4,0,0
28,2009-05-21,1.5,5.5,0.2,9,69.0,0,0,39.0,33.0,98.0,94.0,3.4,4.8,0,0
29,2009-05-22,2.2,4.7,0.8,0,76.0,0,0,39.0,43.0,98.0,98.0,3.9,4.4,0,1
30,2009-05-23,3.2,7.2,1.8,0,74.0,1,1,44.0,33.0,98.0,90.0,3.9,6.0,1,0
31,2009-05-24,2.7,7.2,0.0,1,59.0,1,1,31.0,22.0,97.0,87.0,3.9,5.7,0,0
32,2009-05-25,2.3,7.2,0.0,1,44.0,3,7,17.0,13.0,98.0,85.0,4.1,6.3,0,0
33,2009-05-26,3.9,7.6,0.6,13,44.0,14,14,19.0,15.0,97.0,95.0,5.1,6.8,0,1
34,2009-05-27,1.8,7.2,5.8,14,35.0,13,14,13.0,11.0,91.0,64.0,3.0,6.9,1,0
35,2009-05-28,-0.9,6.5,0.0,2,26.0,4,14,9.0,7.0,96.0,62.0,1.6,5.3,0,0
36,2009-05-29,-2.3,2.5,0.0,0,39.0,2,9,17.0,17.0,97.0,85.0,-0.1,1.8,0,0
37,2009-05-30,-2.0,2.7,0.0,0,61.0,2,2,20.0,17.0,97.0,81.0,-0.4,2.4,0,0
38,2009-05-31,-1.5,3.4,0.2,1,59.0,0,1,37.0,28.0,97.0,97.0,0.8,2.7,0,1
39,2009-06-01,0.7,2.9,1.8,1,54.0,1,1,24.0,22.0,95.0,93.0,1.2,1.8,1,0
40,2009-06-02,0.8,5.0,1.0,1,52.0,1,1,37.0,24.0,90.0,89.0,2.9,4.0,0,1
41,2009-06-03,2.8,5.5,8.4,4,46.0,4,5,19.0,15.0,87.0,86.0,3.7,5.0,1,1
42,2009-06-04,3.2,5.3,18.2,7,33.0,14,7,11.0,4.0,86.0,86.0,4.4,4.9,1,1
43,2009-06-05,0.9,6.5,2.2,7,38.0,11,7,19.0,15.0,88.0,87.5,1.7,2.3000000000000003,1,1
44,2009-06-06,-0.04999999999999999,3.2,4.800000000000002,15,43.0,11,7,18.0,20.5,88.0,88.25,0.85,1.0000000000000002,1,1
45,2009-06-07,-1.0,0.1,7.4,13,57.0,14,14,17.0,26.0,88.0,89.0,0.0,-0.3,1,1
46,2009-06-08,-1.1,-0.1,10.2,14,50.0,14,14,26.0,20.0,88.0,88.0,-0.5,-0.3,1,1
47,2009-06-09,-3.8,-2.2,9.6,14,39.0,14,14,22.0,13.0,86.0,86.0,-3.4,-2.9,1,1
48,2009-06-10,-6.7,-0.6,9.8,14,31.0,14,14,15.0,17.0,82.0,83.0,-5.9,-5.1,1,0
49,2009-06-11,-8.5,0.6,1.0,8,31.0,14,12,20.0,15.0,47.0,72.0,-0.9,-0.4,0,0
50,2009-06-12,-4.0,3.2,0.0,12,35.0,12,15,24.0,17.0,45.0,50.0,0.0,2.4,0,0
51,2009-06-13,-1.6,2.2,0.0,14,52.0,14,7,22.0,24.0,35.0,51.0,-1.4,0.9,0,0
52,2009-06-14,-2.4,4.0,0.0,14,44.0,6,7,20.0,13.0,78.0,83.0,1.0,2.1,0,0
53,2009-06-15,-2.2,3.5,0.0,12,33.0,12,12,20.0,11.0,96.0,62.0,-1.2,2.9,0,0
54,2009-06-16,-1.2,3.0,0.0,9,43.0,9,9,22.0,6.0,98.0,88.0,-0.9,1.8,0,0
55,2009-06-17,-2.8,4.2,0.0,0,28.0,0,9,17.0,9.5,98.0,93.0,-0.8,1.5,0,0
56,2009-06-18,-1.3,2.9,0.0,4,44.0,1,9,20.0,11.25,97.0,95.5,-0.2,1.35,0,0
57,2009-06-19,-0.9,3.3,0.0,0,59.0,1,9,30.0,12.125,98.0,96.75,0.1,1.275,0,0
58,2009-06-20,-0.3,4.0,0.2,1,57.0,4,9,30.0,12.5625,98.0,97.375,1.6,1.2374999999999998,0,1
59,2009-06-21,1.5,5.0,17.6,5,44.0,6,9,13.0,12.78125,98.0,97.6875,3.0,1.21875,1,0
60,2009-06-22,1.2,8.1,0.8,7,20.0,13,9,13.0,12.890625,77.0,97.84375,3.7,1.209375,0,0
61,2009-06-23,0.5,6.8,0.0,13,24.0,15,9,13.0,12.9453125,70.0,97.921875,2.7,1.2046875,0,1
62,2009-06-24,-1.0,3.9,3.4,7,37.0,3,14,15.0,13.0,97.0,98.0,0.2,1.2,1,1
63,2009-06-25,-1.7,0.4,3.2,13,41.0,15,15,22.0,20.0,97.0,97.0,-1.7,-0.6,1,0
64,2009-06-26,-2.1,2.6,0.6,13,33.5,15,15,0.0,19.5,97.0,97.0,-0.6,0.6499999999999999,0,1
65,2009-06-27,-0.8500000000000001,4.2,1.6,5,26.0,15,15,6.5,19.25,97.5,97.0,0.6499999999999999,1.275,1,1
66,2009-06-28,0.4,3.0,2.6,12,48.0,13,13,13.0,19.0,98.0,97.0,1.9,1.9,1,1
67,2009-06-29,-0.8,3.8,1.8,12,77.5,13,13,26.0,31.0,96.0,85.5,1.3,3.55,1,1
68,2009-06-30,1.1,5.9,11.4,7,107.0,13,7,26.0,43.0,91.0,74.0,0.55,5.2,1,1
69,2009-07-01,-0.4,-0.1,21.0,13,74.0,13,14,26.0,30.0,86.0,85.0,-0.2,-0.7,1,1
70,2009-07-02,-1.8,-0.7,29.0,12,50.0,13,14,26.0,24.0,84.0,84.0,-1.7,-1.0,1,1
71,2009-07-03,-3.2,-1.8,20.2,13,37.0,14,14,15.0,13.0,80.0,80.0,-2.8,-1.8,1,1
72,2009-07-04,-4.3,-0.2,2.4,14,26.0,14,14,19.0,13.0,80.0,83.0,-2.5,-1.0,1,0
73,2009-07-05,-4.5,0.1,0.6,14,24.0,14,15,17.0,2.0,80.0,81.0,-4.1,-0.1,0,0
74,2009-07-06,-5.7,0.9,0.0,14,30.5,12,12,13.0,17.0,52.0,61.0,-2.5,0.4,0,0
75,2009-07-07,-5.25,-1.3,0.0,0,37.0,12,0,16.5,20.0,74.0,74.0,-2.05,-1.6,0,0
76,2009-07-08,-4.8,0.1,0.0,0,35.0,1,1,20.0,17.0,96.0,96.0,-1.6,-0.2,0,0
77,2009-07-09,-1.6,2.5,0.0,0,33.0,1,1,0.0,13.0,97.0,81.0,-0.1,1.6,0,0
78,2009-07-10,-0.5,1.8,0.0,4,37.0,1,1,17.0,19.0,97.0,88.0,0.5,0.9,0,0
79,2009-07-11,-0.2,3.1,0.0,6,46.0,5,6,17.0,13.0,97.0,76.0,-0.1,1.3,0,1
80,2009-07-12,-0.1,2.7,3.2,14,67.0,7,14,39.0,26.0,97.0,95.0,1.6,2.3,1,0
81,2009-07-13,-1.5,-0.6,1.0,13,67.0,13,13,30.0,26.0,94.0,95.0,-1.1,-1.0,0,1
82,2009-07-14,-2.9,-0.6,12.6,14,39.0,13,13,17.0,19.0,93.0,95.0,-2.2,-1.2,1,1
83,2009-07-15,-5.0,1.6,3.0,13,20.0,15,13,2.0,0.0,87.0,86.0,-2.4,-0.6,1,1
84,2009-07-16,-4.1,0.3,2.4,11,52.0,15,11,0.0,17.0,83.0,85.0,-2.9,-0.1,1,0
85,2009-07-17,-3.1,5.2,0.0,11,50.0,2,7,11.0,11.0,72.0,66.0,0.2,4.5,0,0
86,2009-07-18,-3.5,1.2,0.0,13,43.0,13,14,20.0,20.0,86.0,75.0,-2.1,-0.3,0,0
87,2009-07-19,-3.1,2.6,0.0,13,59.0,13,13,24.0,31.0,98.0,85.0,-1.1,2.0,0,0
88,2009-07-20,-1.2,3.0,0.0,6,59.0,14,14,28.0,28.0,98.0,72.0,-0.4,2.8,0,0
89,2009-07-21,-1.0,5.9,0.0,7,59.0,14,14,13.0,22.0,74.0,48.0,1.8,5.2,0,0
90,2009-07-22,1.8,6.0,0.2,7,72.0,14,14,28.0,33.0,98.0,98.0,2.5,0.7,0,1
91,2009-07-23,-1.7,-0.5,8.2,13,52.0,12,8,15.0,2.0,98.0,98.0,-1.1,-0.9,1,1
92,2009-07-24,-4.4,1.0,2.2,13,56.0,12,13,0.0,20.0,88.0,86.0,-3.2,0.8,1,0
93,2009-07-25,-5.1,2.7,0.0,14,43.0,15,14,17.0,17.0,17.0,45.0,0.4,1.3,0,0
94,2009-07-26,-2.1,0.5,0.0,6,48.0,14,13,24.0,20.0,98.0,98.0,-0.1,0.3,0,1
95,2009-07-27,-3.8,0.3,3.6,12,54.0,15,15,26.0,30.0,97.0,93.0,-2.0,-1.1,1,0
96,2009-07-28,-2.4,0.2,0.2,15,52.0,15,15,22.0,24.0,98.0,98.0,-1.6,-0.2,0,0
97,2009-07-29,-2.2,3.0,0.2,15,52.0,15,15,28.0,26.0,98.0,85.0,0.1,2.0,0,0
98,2009-07-30,-3.5,2.9,0.0,15,63.0,11,15,19.0,23.0,86.0,87.5,-1.2,1.55,0,1
99,2009-07-31,-1.6,1.9,2.6,12,57.0,15,13,15.0,20.0,98.0,90.0,0.0,1.1,1,0
100,2009-08-01,-2.7,2.5,0.0,12,69.0,12,15,33.0,28.0,98.0,88.0,-1.8,1.3,0,0
101,2009-08-02,-3.2,2.0,0.0,15,54.0,15,15,22.0,28.0,98.0,97.0,-0.8,1.0,0,0
102,2009-08-03,-1.7,3.4,0.4,13,87.0,15,15,35.0,29.5,98.0,91.5,-0.5,0.5,0,0
103,2009-08-04,-2.9,2.0,0.0,15,57.0,14,15,20.0,31.0,41.0,86.0,-1.6,0.0,0,0
104,2009-08-05,-2.5,2.4,0.0,13,61.0,13,13,20.0,22.0,98.0,98.0,0.0,1.3,0,0
105,2009-08-06,0.0,5.1,0.6,15,50.0,13,14,31.0,15.0,98.0,86.0,1.1,3.6,0,0
106,2009-08-07,-0.3,2.8,0.0,13,76.0,14,15,37.0,39.0,93.0,98.0,1.2,-1.2,0,1
107,2009-08-08,-6.3,5.0,3.8,8,61.0,10,15,22.0,28.0,32.0,76.0,1.6,0.85,1,0
108,2009-08-09,-1.5,6.7,0.0,7,28.0,15,15,17.0,22.5,22.0,65.0,2.4,1.875,0,0
109,2009-08-10,-1.0,4.7,0.0,3,39.0,7,7,19.0,17.0,54.0,54.0,1.0,2.9,0,1
110,2009-08-11,1.0,4.2,1.2,7,54.0,4,6,15.0,20.0,98.0,98.0,2.0,3.7,1,1
111,2009-08-12,-0.5,0.9,7.2,13,52.0,13,13,22.0,26.0,98.0,98.0,0.0,0.0,1,1
112,2009-08-13,-0.6,2.2,6.2,13,46.5,15,13,28.0,33.5,98.0,98.0,0.9,1.8,1,1
113,2009-08-14,-0.4,6.6,3.1,12,41.0,15,13,30.5,37.25,92.5,98.0,1.55,2.7,1,0
114,2009-08-15,-1.5,8.5,0.0,12,56.0,12,13,33.0,39.125,87.0,98.0,2.2,3.1500000000000004,0,0
115,2009-08-16,1.6,7.9,0.0,7,74.0,14,7,31.0,41.0,71.0,98.0,3.9,3.6,0,1
116,2009-08-17,-1.5,2.6,7.4,7,55.5,13,7,30.0,40.0,98.0,69.0,-1.3,1.4,1,1
117,2009-08-18,-0.3,6.4,3.7,7,46.25,13,7,25.0,39.5,89.0,83.5,0.6,1.7,1,1
118,2009-08-19,0.30000000000000004,10.2,1.85,14,37.0,13,7,22.5,39.25,84.5,90.75,1.55,1.85,1,0
119,2009-08-20,0.9,10.3,0.0,14,43.0,15,7,20.0,39.125,80.0,94.375,2.5,1.925,0,0
120,2009-08-21,1.9,3.8,0.0,7,94.0,7,14,33.0,39.0,98.0,98.0,3.7,2.0,0,1
121,2009-08-22,-3.9,4.3,22.0,14,72.0,13,14,19.0,35.0,76.0,97.5,-1.2,4.35,1,1
122,2009-08-23,-1.3,7.8,4.0,14,78.0,13,14,33.0,31.0,98.0,97.0,3.3,6.7,1,1
123,2009-08-24,2.7,3.4,1.8,14,106.0,14,14,37.0,39.0,98.0,98.0,2.7,2.0,1,1
124,2009-08-25,-4.5,-2.4,5.4,14,109.0,13,14,35.0,33.0,97.0,98.0,-4.2,-2.8,1,1
125,2009-08-26,-6.3,-0.3,4.6,15,78.0,13,13,30.0,26.0,97.0,98.0,-2.25,-1.6,1,0
126,2009-08-27,-4.6,4.6,0.0,14,59.0,13,14,28.0,28.0,97.0,44.0,-0.3,4.5,0,0
127,2009-08-28,-0.3,8.8,0.6,14,59.0,13,13,30.0,24.0,62.0,46.0,3.8,7.7,0,1
128,2009-08-29,1.5,6.9,3.6,14,80.5,7,7,35.0,46.0,98.0,98.0,3.4,6.6,1,1
129,2009-08-30,-1.4,0.1,32.6,13,102.0,7,15,28.5,30.0,98.0,93.0,1.2999999999999998,-1.4,1,1
130,2009-08-31,-4.3,3.35,2.4,13,81.5,15,13,22.0,39.0,98.0,98.0,-0.8,0.2,1,1
131,2009-09-01,-3.6,6.6,2.6,13,61.0,15,13,19.5,29.0,73.5,74.5,0.95,3.0500000000000003,1,0
132,2009-09-02,-2.9,8.4,0.0,4,46.0,13,13,17.0,24.0,49.0,62.75,2.7,4.4750000000000005,0,0
133,2009-09-03,0.8,10.1,0.0,7,72.0,7,13,24.0,21.5,60.0,56.875,6.4,5.1875,0,1
134,2009-09-04,1.6,6.6,10.0,7,56.5,14,13,20.0,20.25,98.0,53.9375,4.1,5.54375,1,0
135,2009-09-05,-0.3999999999999999,7.6,0.2,15,41.0,14,15,17.5,19.0,61.0,51.0,4.05,5.9,0,0
136,2009-09-06,-2.4,9.7,0.0,6,56.0,13,7,15.0,20.0,24.0,31.0,4.0,8.5,0,1
137,2009-09-07,0.9,3.8,7.0,7,67.0,6,7,28.0,21.0,98.0,64.5,2.5,4.45,1,1
138,2009-09-08,-0.7,5.2,11.0,12,46.0,15,7,20.0,21.5,98.0,81.25,1.2,2.4250000000000003,1,1
139,2009-09-09,-1.8,0.6,8.4,13,46.0,12,15,22.0,22.0,98.0,98.0,-0.5,0.4,1,0
140,2009-09-10,-2.0,5.7,0.4,13,48.0,12,15,0.0,23.0,98.0,70.0,-0.6,7.3,0,0
141,2009-09-11,0.2,10.8,0.2,6,50.0,12,15,14.0,23.5,74.5,56.0,3.5500000000000003,10.75,0,0
142,2009-09-12,2.4,14.5,0.0,7,65.0,7,7,28.0,24.0,51.0,42.0,7.7,14.2,0,0
143,2009-09-13,5.9,16.2,0.0,14,85.0,14,7,37.0,33.0,39.0,33.0,9.9,15.2,0,0
144,2009-09-14,3.3,12.2,0.0,14,60.0,6,7,11.0,13.0,26.0,28.0,7.4,11.9,0,0
145,2009-09-15,4.3,12.3,0.0,13,35.0,6,14,13.0,11.0,22.5,41.0,9.6,11.6,0,0
146,2009-09-16,5.3,15.7,0.0,7,41.0,3,3,15.0,15.0,19.0,40.0,11.8,13.9,0,0
147,2009-09-17,7.0,15.7,0.0,7,42.0,7,14,33.0,35.0,38.0,58.0,11.5,10.6,0,1
148,2009-09-18,5.45,13.8,20.4,7,42.5,7,14,31.5,37.0,62.0,78.0,8.95,6.4499999999999975,1,1
149,2009-09-19,4.675,11.9,10.2,14,43.0,7,14,30.75,38.0,74.0,88.0,7.675,4.375,1,0
150,2009-09-20,3.9,11.5,0.0,13,67.0,14,14,30.0,38.5,86.0,93.0,6.4,3.3375,0,0
151,2009-09-21,0.2,12.8,0.4,6,69.0,15,14,11.0,38.75,28.0,95.5,7.2,2.81875,0,1
152,2009-09-22,5.1,12.3,25.0,7,80.0,7,14,37.0,38.875,98.0,96.75,6.6,2.559375,1,1
153,2009-09-23,-0.7,8.600000000000001,18.8,7,82.5,13,13,35.0,39.0,98.0,98.0,-0.3,2.3,1,1
154,2009-09-24,-0.09999999999999998,4.9,9.4,12,85.0,13,13,32.5,32.5,90.5,80.5,2.25,5.4499999999999975,1,0
155,2009-09-25,0.5,10.7,0.0,14,113.0,14,7,30.0,26.0,83.0,63.0,4.8,8.6,0,1
156,2009-09-26,-3.5,-2.5,13.0,13,74.0,13,14,28.0,26.0,98.0,98.0,-3.3,-3.1,1,1
157,2009-09-27,-6.1,-0.7,20.0,13,52.0,13,15,20.0,24.0,98.0,98.0,-2.0,-2.6,1,1
158,2009-09-28,-4.8,2.1,4.4,15,52.0,15,12,9.0,20.0,98.0,98.0,-0.7,1.1,1,0
159,2009-09-29,-1.2,7.5,0.2,15,31.0,12,13,13.0,13.0,97.0,69.0,1.3,7.1,0,0
160,2009-09-30,-0.3,9.1,0.2,15,50.5,13,14,20.0,26.0,58.0,53.0,5.2,8.0,0,0
161,2009-10-01,4.05,15.9,0.0,13,70.0,13,14,14.5,39.0,53.5,34.0,8.1,13.4,0,0
162,2009-10-02,8.4,12.6,0.0,13,43.0,1,14,9.0,25.0,49.0,66.0,11.0,7.2,0,1
163,2009-10-03,-0.3,1.4,5.2,2,48.0,2,14,17.0,18.0,98.0,98.0,0.3,1.0,1,1
164,2009-10-04,-0.9,3.8,3.8,2,39.5,2,5,0.0,11.0,98.0,98.0,-0.2,3.0,1,1
165,2009-10-05,-0.04999999999999999,8.6,6.4,2,35.25,2,5,13.0,18.5,98.0,93.0,2.15,4.0,1,1
166,2009-10-06,0.375,5.6,3.8,2,33.125,2,7,19.5,26.0,98.0,88.0,3.325,5.0,1,1
167,2009-10-07,0.5875,6.75,5.4,2,32.0625,2,7,22.75,20.5,98.0,93.0,3.9125,5.1,1,1
168,2009-10-08,0.6937500000000001,7.325,2.8,2,31.53125,2,7,24.375,17.75,98.0,95.5,4.20625,5.15,1,0
169,2009-10-09,0.7468750000000001,7.6125000000000025,0.2,2,31.265625,2,7,25.1875,16.375,98.0,96.75,4.353125,5.175000000000002,0,0
170,2009-10-10,0.7734375,7.75625,0.0,2,31.1328125,2,7,25.59375,15.6875,98.0,97.375,4.4265625,5.1875,0,0
171,2009-10-11,0.78671875,7.9,0.0,13,31.0,2,7,25.796875,15.0,98.0,98.0,4.46328125,5.2,0,1
172,2009-10-12,0.8,6.3,2.4,6,72.0,7,6,26.0,24.0,98.0,98.0,4.5,4.9,1,1
173,2009-10-13,-1.1,1.8,7.6,14,72.0,14,14,35.0,31.0,98.0,98.0,-0.9,-0.1,1,1
174,2009-10-14,-0.9,1.0,15.2,14,80.0,14,13,0.0,33.0,98.0,98.0,-0.8,0.6,1,1
175,2009-10-15,-0.8,2.1,8.0,14,69.0,13,14,35.0,22.0,98.0,98.0,-0.5,1.2,1,1
176,2009-10-16,-3.6,5.65,9.4,14,52.0,12,14,24.0,22.0,97.0,67.5,-1.6,8.5,1,0
177,2009-10-17,-1.9,9.2,0.0,12,35.0,12,14,17.5,22.0,97.5,52.25,1.15,12.15,0,1
178,2009-10-18,-0.2,14.4,9.2,12,44.5,3,14,11.0,22.0,98.0,44.625,3.9,13.975,1,0
179,2009-10-19,4.7,17.0,0.0,12,49.25,3,14,14.0,22.0,67.0,40.8125,8.95,14.8875,0,0
180,2009-10-20,7.15,18.3,0.0,12,51.625,3,14,15.5,22.0,51.5,37.0,11.475,15.8,0,0
181,2009-10-21,8.375,19.6,0.0,13,54.0,3,13,16.25,28.0,43.75,23.0,12.7375,18.5,0,0
182,2009-10-22,9.6,19.9,0.0,14,39.0,7,13,17.0,18.5,36.0,56.5,14.0,13.45,0,0
183,2009-10-23,7.6,15.8,0.0,14,47.5,13,13,20.0,13.75,51.0,73.25,10.6,10.925,0,0
184,2009-10-24,7.0,16.2,0.0,13,56.0,13,13,18.5,11.375,52.5,81.625,9.5,9.6625,0,0
185,2009-10-25,6.4,11.0,0.0,0,46.0,7,14,17.0,9.0,54.0,90.0,8.4,8.4,0,1
186,2009-10-26,-0.5,5.1,8.2,0,63.0,0,14,28.0,10.0,98.0,92.0,-0.3,9.0,1,0
187,2009-10-27,-2.6,10.55,0.0,0,53.0,5,14,13.0,10.5,98.0,93.0,4.1,9.3,0,0
188,2009-10-28,1.6,16.0,0.2,0,48.0,5,14,22.0,10.75,83.0,93.5,9.45,9.45,0,1
189,2009-10-29,5.8,14.4,9.8,0,45.5,5,6,26.5,11.0,75.5,94.0,12.125,9.6,1,1
190,2009-10-30,8.85,18.2,3.8,0,44.25,5,6,28.75,24.0,71.75,81.5,13.4625,11.3,1,1
191,2009-10-31,10.375,20.8,11.0,0,43.625,5,6,29.875,30.5,69.875,75.25,14.13125,12.15,1,1
192,2009-11-01,11.1375,21.9,27.2,0,43.3125,5,6,30.4375,33.75,68.9375,72.125,14.465625,12.575,1,1
193,2009-11-02,11.51875,23.0,2.0,14,43.0,5,6,30.71875,35.375,68.46875,70.5625,14.6328125,12.7875,1,1
194,2009-11-03,11.9,19.4,1.4,14,36.5,14,13,31.0,37.0,68.0,69.0,14.8,13.0,1,0
195,2009-11-04,7.15,14.6,0.4,14,33.25,14,13,29.5,26.0,80.5,53.0,10.4,13.3,0,0
196,2009-11-05,2.4,12.4,0.0,14,31.625,14,13,28.75,27.0,93.0,46.5,6.0,17.5,0,0
197,2009-11-06,3.6,11.1,0.1,14,30.8125,14,13,28.375,27.5,96.0,43.25,6.75,19.6,0,0
198,2009-11-07,4.9,14.95,0.2,14,30.40625,14,13,28.1875,27.75,99.0,41.625,7.5,20.65,0,0
199,2009-11-08,6.8,16.875,0.0,14,30.203125,14,13,28.09375,27.875,78.5,40.8125,11.2,21.175,0,0
200,2009-11-09,10.1,17.8375,0.0,14,30.1015625,14,13,28.046875,27.9375,68.25,40.40625,13.05,21.4375,0,0
201,2009-11-10,11.0,18.31875,0.0,14,30.05078125,14,13,28.0234375,27.96875,63.125,40.203125,13.975,21.56875,0,0
202,2009-11-11,11.0,18.559375000000006,0.0,14,30.025390625,14,13,28.01171875,27.984375,60.5625,40.1015625,14.4375,21.634375,0,0
203,2009-11-12,11.0,18.6796875,0.0,14,30.0126953125,14,13,28.005859375,27.9921875,59.28125,40.05078125,14.66875,21.6671875,0,0
204,2009-11-13,11.0,18.8,0.0,2,30.0,14,13,28.0029296875,27.99609375,58.640625,40.025390625,14.784375,21.68359375,0,0
205,2009-11-14,11.0,21.35,0.0,2,58.5,12,13,28.0,27.998046875,58.0,40.0126953125,14.9,21.691796875,0,0
206,2009-11-15,12.15,23.9,0.0,2,72.75,12,13,20.5,27.9990234375,47.0,40.00634765625,13.85,21.6958984375,0,0
207,2009-11-16,13.3,23.1,0.0,15,87.0,12,13,16.75,28.0,41.5,40.0,13.325,21.7,0,0
208,2009-11-17,6.4,19.2,0.0,15,43.0,8,13,13.0,24.0,36.0,35.5,12.8,23.5,0,0
209,2009-11-18,5.9,22.5,0.0,13,30.0,13,13,20.0,22.0,47.0,33.25,13.6,24.4,0,0
210,2009-11-19,13.5,25.15,0.4,13,45.5,6,7,22.0,20.0,24.0,31.0,22.1,25.3,0,0
211,2009-11-20,13.7,27.8,0.2,7,61.0,6,7,21.0,22.0,52.0,34.0,18.65,27.1,0,0
212,2009-11-21,13.9,19.1,0.0,15,44.0,13,14,20.0,17.0,80.0,70.0,15.2,18.1,0,1
213,2009-11-22,12.4,17.4,2.2,6,81.0,7,14,35.0,35.0,75.0,98.0,15.2,15.4,1,0
214,2009-11-23,6.1,11.5,0.4,13,39.0,1,4,19.0,13.0,98.0,98.0,8.7,8.0,0,1
215,2009-11-24,5.2,16.7,1.8,1,39.0,1,7,22.0,15.0,98.0,99.0,5.9,11.6,1,0
216,2009-11-25,5.8,24.7,0.4,1,35.0,15,12,13.0,13.0,84.0,40.0,16.6,22.8,0,0
217,2009-11-26,12.0,23.5,0.0,7,59.0,6,12,15.0,20.5,54.0,68.5,18.9,17.0,0,1
218,2009-11-27,6.7,13.9,16.8,6,78.0,13,13,31.0,28.0,98.0,97.0,7.3,11.2,1,0
219,2009-11-28,7.3,17.7,0.0,7,57.0,7,14,31.0,24.0,76.0,45.0,13.6,16.7,0,0
220,2009-11-29,3.9,6.8,0.4,7,52.0,14,14,26.0,22.0,98.0,98.0,4.0,5.1,0,1
221,2009-11-30,3.3,9.7,8.4,8,41.0,10,2,24.0,13.0,98.0,98.0,4.7,6.4,1,1
222,2009-12-01,-1.7,10.0,2.0,10,48.0,10,10,19.0,13.0,79.0,56.0,2.5,9.4,1,0
223,2009-12-02,-0.8,15.9,0.0,10,30.0,0,7,15.0,7.0,70.0,49.0,6.1,14.3,0,0
224,2009-12-03,5.5,17.6,0.0,14,46.0,14,13,19.0,22.0,62.0,37.0,11.0,16.7,0,0
