,Date,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
40,2009-02-10,13.7,27.0,0.0,0,48.0,1,1,26.0,22.0,49.0,31.0,19.5,26.4,0,0
41,2009-02-11,14.9,28.9,0.0,5,46.0,4,1,30.0,15.0,58.0,31.0,17.7,27.7,0,0
42,2009-02-12,14.1,33.2,0.0,5,48.0,5,4,24.0,20.0,56.0,22.0,19.4,31.4,0,0
43,2009-02-13,18.3,28.4,0.0,8,39.0,11,8,6.0,20.0,36.0,52.0,23.1,26.6,0,0
44,2009-02-14,19.5,35.6,0.0,0,57.0,1,1,28.0,35.0,53.0,14.0,22.6,34.6,0,0
45,2009-02-15,18.0,33.6,0.0,1,54.0,1,5,30.0,28.0,63.0,24.0,19.6,31.4,0,0
46,2009-02-16,18.7,35.9,0.0,8,48.0,5,11,13.0,20.0,31.0,36.0,25.6,30.0,0,0
47,2009-02-17,16.6,26.6,1.0,8,43.0,10,10,22.0,24.0,79.0,47.0,18.7,25.0,0,0
48,2009-02-18,15.4,22.8,0.0,8,37.0,2,9,20.0,17.0,69.0,52.0,17.4,21.4,0,0
49,2009-02-19,5.7,27.4,0.0,9,44.0,2,2,19.0,19.0,69.0,34.0,18.3,25.5,0,0
50,2009-02-20,9.4,28.9,0.0,9,39.0,1,1,19.0,20.0,67.0,26.0,17.6,28.1,0,0
51,2009-02-21,13.0,32.2,0.0,3,37.0,5,4,26.0,17.0,66.0,26.0,18.8,30.1,0,0
52,2009-02-22,17.7,27.6,0.0,8,48.0,11,8,17.0,31.0,36.0,50.0,26.3,24.7,0,0
53,2009-02-23,11.9,30.1,0.0,4,41.0,0,4,26.0,17.0,59.0,34.0,17.1,27.4,0,0
54,2009-02-24,16.6,29.2,0.0,4,50.0,4,4,30.0,26.0,80.0,52.0,18.3,27.1,0,0
55,2009-02-25,15.1,25.2,0.6,15,46.0,11,4,15.0,13.0,88.0,63.0,18.5,24.3,0,0
56,2009-02-26,11.5,25.3,0.2,12,48.0,15,11,19.0,20.0,67.0,25.0,15.5,24.0,0,0
57,2009-02-27,6.6,26.8,0.0,10,37.0,1,1,13.0,13.0,79.0,33.0,16.9,25.1,0,0
58,2009-02-28,12.7,29.6,0.0,1,46.0,1,1,19.0,26.0,82.0,33.0,17.0,28.5,0,0
59,2009-03-01,16.8,26.1,0.0,4,43.0,4,5,19.0,22.0,84.0,61.0,17.8,24.8,0,0
60,2009-03-02,17.8,22.6,0.0,12,63.0,7,11,19.0,24.0,82.0,77.0,22.4,18.9,0,0
61,2009-03-03,7.8,20.0,0.0,11,41.0,15,11,17.0,24.0,67.0,39.0,13.2,18.3,0,0
62,2009-03-04,6.1,24.2,0.0,9,39.0,2,2,15.0,19.0,64.0,37.0,15.8,22.2,0,0
63,2009-03-05,6.3,26.6,0.0,10,30.0,1,9,19.0,15.0,73.0,35.0,15.5,25.0,0,0
64,2009-03-06,7.5,27.7,0.0,8,46.0,6,8,13.0,24.0,71.0,39.0,18.6,25.6,0,0
65,2009-03-07,10.7,23.3,0.0,0,37.0,9,9,17.0,19.0,68.0,43.0,16.3,22.2,0,0
66,2009-03-08,5.9,26.8,0.0,1,41.0,4,0,15.0,17.0,77.0,35.0,15.6,25.3,0,0
67,2009-03-09,9.4,29.2,0.0,1,35.0,5,13,17.0,7.0,61.0,27.0,17.5,28.1,0,0
68,2009-03-10,11.7,31.3,0.0,1,37.0,5,5,17.0,15.0,68.0,21.0,19.1,29.6,0,0
69,2009-03-11,16.0,35.8,0.0,8,52.0,3,14,20.0,13.0,54.0,17.0,21.3,33.6,0,0
70,2009-03-12,15.7,23.6,0.0,9,31.0,9,9,13.0,7.0,83.0,53.0,16.8,22.7,0,0
71,2009-03-13,12.3,24.9,0.0,10,54.0,11,8,24.0,35.0,61.0,58.0,17.7,20.2,0,0
72,2009-03-14,5.9,26.0,0.0,10,33.0,2,0,17.0,13.0,55.0,28.0,16.1,24.7,0,0
73,2009-03-15,10.8,26.7,0.0,4,37.0,4,1,24.0,22.0,67.0,30.0,15.4,25.2,0,0
74,2009-03-16,13.4,35.1,0.0,3,44.0,5,3,24.0,24.0,58.0,21.0,19.5,32.7,0,0
75,2009-03-17,19.3,37.6,0.0,12,56.0,6,14,19.0,22.0,24.0,14.0,27.2,36.4,0,0
76,2009-03-18,13.9,25.4,0.0,11,43.0,12,12,22.0,13.0,63.0,36.0,17.6,24.2,0,0
77,2009-03-19,6.9,28.9,0.0,6,35.0,5,6,13.0,17.0,75.0,28.0,16.1,26.6,0,0
78,2009-03-20,13.6,28.8,0.0,11,50.0,15,13,20.0,24.0,59.0,25.0,17.2,27.7,0,0
79,2009-03-21,14.5,24.7,0.0,8,33.0,11,14,13.0,13.0,64.0,35.0,16.3,22.8,0,0
80,2009-03-22,6.3,31.1,0.0,5,39.0,5,14,20.0,13.0,72.0,27.0,16.8,30.4,0,0
81,2009-03-23,15.0,27.4,0.0,8,50.0,8,8,20.0,17.0,77.0,33.0,18.6,25.6,0,0
82,2009-03-24,12.4,25.4,0.0,14,30.0,11,11,13.0,9.0,74.0,45.0,18.0,23.5,0,0
83,2009-03-25,9.4,28.2,0.0,8,44.0,9,8,6.0,17.0,79.0,33.0,17.1,27.8,0,0
84,2009-03-26,9.9,30.5,0.0,3,37.0,1,4,19.0,15.0,82.0,35.0,17.1,28.5,0,0
85,2009-03-27,17.1,34.3,0.0,3,39.0,3,6,20.0,19.0,55.0,21.0,21.9,33.0,0,0
86,2009-03-28,15.0,26.3,0.0,10,46.0,11,10,17.0,24.0,81.0,51.0,19.4,23.8,0,0
87,2009-03-29,14.5,17.4,0.4,9,44.0,9,9,28.0,30.0,92.0,87.0,15.4,16.3,0,0
88,2009-03-30,14.8,22.5,0.0,9,50.0,0,1,26.0,26.0,85.0,90.0,17.3,17.9,0,0
89,2009-03-31,13.4,21.2,0.0,8,33.0,8,8,13.0,26.0,95.0,85.0,17.7,18.9,0,0
90,2009-04-01,13.6,18.3,0.0,11,43.0,11,8,20.0,22.0,92.0,66.0,14.1,17.4,0,0
91,2009-04-02,5.1,21.4,0.0,15,33.0,8,11,9.0,13.0,76.0,41.0,15.0,20.1,0,0
92,2009-04-03,3.8,21.0,0.0,10,33.0,10,10,19.0,19.0,58.0,43.0,16.1,19.4,0,0
93,2009-04-04,3.3,22.9,0.0,10,37.0,0,9,13.0,17.0,61.0,38.0,15.6,21.8,0,0
94,2009-04-05,8.4,22.1,0.0,2,50.0,0,9,17.0,17.0,62.0,40.0,14.9,20.5,0,0
95,2009-04-06,5.9,23.1,0.0,0,41.0,4,1,22.0,20.0,75.0,49.0,15.9,22.3,0,0
96,2009-04-07,8.5,24.4,0.0,4,41.0,4,4,30.0,22.0,68.0,32.0,16.5,23.9,0,0
97,2009-04-08,8.7,27.6,0.0,3,35.0,3,7,24.0,9.0,53.0,20.0,17.8,27.0,0,0
98,2009-04-09,9.6,27.2,0.0,11,41.0,14,8,20.0,31.0,30.0,48.0,20.4,24.0,0,0
99,2009-04-10,7.8,26.0,0.0,1,28.0,0,0,13.0,11.0,72.0,35.0,17.6,25.5,0,0
100,2009-04-11,10.0,32.1,0.0,13,33.0,7,8,15.0,22.0,39.0,22.0,21.7,28.5,0,0
101,2009-04-12,14.4,28.7,0.0,10,39.0,2,0,17.0,20.0,79.0,30.0,18.3,27.1,0,0
102,2009-04-13,14.2,28.4,0.0,1,37.0,4,0,15.0,9.0,65.0,26.0,18.5,27.7,0,0
103,2009-04-14,11.5,24.7,0.0,10,44.0,10,10,17.0,28.0,75.0,58.0,17.9,22.3,0,0
104,2009-04-15,7.4,22.4,0.0,8,33.0,9,0,17.0,9.0,60.0,42.0,15.9,21.9,0,0
105,2009-04-16,2.5,24.4,0.0,9,28.0,4,10,11.0,9.0,70.0,33.0,14.6,23.5,0,0
106,2009-04-17,7.2,28.1,0.0,6,48.0,5,2,17.0,13.0,63.0,32.0,18.8,27.1,0,0
107,2009-04-18,10.5,25.3,0.0,1,43.0,4,1,19.0,26.0,65.0,48.0,19.2,24.2,0,0
108,2009-04-19,16.1,25.4,0.0,1,30.0,1,0,20.0,13.0,76.0,51.0,18.7,24.6,0,0
109,2009-04-20,10.8,26.5,0.0,9,28.0,4,0,11.0,13.0,86.0,43.0,17.9,25.2,0,0
110,2009-04-21,8.4,27.9,0.0,4,31.0,3,6,17.0,11.0,63.0,32.0,21.2,26.0,0,0
111,2009-04-22,10.3,22.5,0.0,8,52.0,12,11,17.0,22.0,69.0,64.0,19.6,18.7,0,0
112,2009-04-23,8.2,17.0,0.0,11,44.0,12,11,22.0,24.0,82.0,65.0,12.1,15.7,0,0
113,2009-04-24,9.7,23.6,0.2,11,39.0,13,13,20.0,20.0,73.0,37.0,15.9,22.8,0,0
114,2009-04-25,11.3,20.5,0.2,11,43.0,12,11,20.0,22.0,72.0,67.0,16.1,18.4,0,0
115,2009-04-26,5.9,21.9,0.0,13,26.0,14,11,9.0,13.0,96.0,46.0,14.0,20.3,0,0
116,2009-04-27,5.9,23.6,0.0,14,20.0,3,1,6.0,6.0,79.0,42.0,16.6,22.5,0,0
117,2009-04-28,5.5,23.1,0.0,9,31.0,9,10,19.0,15.0,64.0,39.0,18.1,22.3,0,0
118,2009-04-29,3.7,25.5,0.0,7,35.0,3,7,19.0,13.0,74.0,32.0,16.7,24.8,0,0
119,2009-04-30,11.6,21.1,0.0,8,35.0,10,8,19.0,24.0,82.0,50.0,15.6,18.5,0,0
120,2009-05-01,1.5,20.5,0.0,10,24.0,2,8,7.0,9.0,60.0,36.0,15.1,19.6,0,0
121,2009-05-02,0.7,22.0,0.0,3,26.0,3,1,15.0,13.0,56.0,33.0,15.9,21.5,0,0
122,2009-05-03,2.8,22.9,0.0,7,33.0,3,9,19.0,7.0,51.0,31.0,16.4,21.7,0,0
123,2009-05-04,4.0,23.4,0.0,6,31.0,6,2,13.0,13.0,65.0,32.0,14.9,21.9,0,0
124,2009-05-05,1.4,23.1,0.0,9,33.0,3,9,11.0,22.0,56.0,32.0,16.6,22.0,0,0
125,2009-05-06,5.5,22.6,0.2,0,26.0,3,0,9.0,15.0,88.0,39.0,15.1,20.7,0,0
126,2009-05-07,6.7,21.3,0.0,0,31.0,4,1,15.0,11.0,78.0,38.0,14.4,19.4,0,0
127,2009-05-08,2.9,21.4,0.0,2,30.0,4,4,0.0,19.0,95.0,41.0,13.2,20.8,0,0
128,2009-05-09,6.0,21.7,0.0,3,24.0,3,3,15.0,7.0,73.0,39.0,14.6,21.1,0,0
129,2009-05-10,3.3,20.7,0.0,6,35.0,3,14,22.0,7.0,51.0,32.0,15.8,20.2,0,0
130,2009-05-11,10.0,23.7,0.0,13,24.0,6,10,11.0,6.0,33.0,25.0,18.5,21.9,0,0
131,2009-05-12,7.6,22.5,0.0,9,41.0,11,8,7.0,9.0,71.0,29.0,14.8,21.4,0,0
132,2009-05-13,6.5,19.0,0.4,10,24.0,11,10,0.0,17.0,95.0,53.0,12.6,17.7,0,0
133,2009-05-14,0.9,20.0,0.0,8,30.0,7,11,13.0,13.0,74.0,37.0,12.4,19.1,0,0
134,2009-05-15,1.8,21.5,0.0,7,26.0,7,11,13.0,11.0,61.0,31.0,14.9,20.6,0,0
135,2009-05-16,3.5,21.8,0.0,6,24.0,3,5,13.0,9.0,54.0,30.0,15.3,20.3,0,0
136,2009-05-17,4.2,22.2,0.0,6,35.0,3,6,17.0,9.0,43.0,28.0,17.7,21.2,0,0
137,2009-05-18,3.7,25.1,0.0,6,33.0,6,3,20.0,9.0,49.0,22.0,16.2,24.9,0,0
138,2009-05-19,4.6,23.9,0.0,13,24.0,14,12,13.0,11.0,65.0,30.0,14.9,23.0,0,0
139,2009-05-20,5.6,25.9,0.0,3,37.0,3,3,17.0,20.0,45.0,24.0,18.7,24.9,0,0
140,2009-05-21,18.5,27.3,0.0,3,72.0,3,3,28.0,41.0,26.0,20.0,20.9,26.5,0,0
141,2009-05-22,10.7,16.5,0.4,14,72.0,14,14,28.0,39.0,77.0,61.0,12.3,11.9,0,0
142,2009-05-23,9.6,16.6,0.2,13,59.0,13,11,28.0,26.0,71.0,68.0,12.1,12.5,0,0
143,2009-05-24,5.6,16.1,0.2,15,30.0,13,13,15.0,15.0,95.0,55.0,9.2,15.6,0,0
144,2009-05-25,2.8,14.7,0.2,4,20.0,14,5,6.0,6.0,96.0,56.0,10.0,14.2,0,0
145,2009-05-26,-0.7,18.6,0.0,4,35.0,4,4,13.0,13.0,77.0,43.0,12.4,17.6,0,0
146,2009-05-27,0.9,18.8,0.0,0,31.0,4,1,19.0,22.0,86.0,42.0,11.3,17.1,0,0
147,2009-05-28,8.1,19.8,0.0,0,31.0,0,0,17.0,13.0,91.0,44.0,11.9,17.9,0,0
148,2009-05-29,0.4,18.9,0.0,4,35.0,4,0,7.0,24.0,95.0,38.0,10.3,18.4,0,0
149,2009-05-30,2.5,19.3,0.0,5,39.0,4,5,15.0,20.0,71.0,39.0,12.4,18.6,0,0
150,2009-05-31,2.7,20.6,0.0,4,26.0,5,3,13.0,9.0,53.0,37.0,13.7,20.0,0,0
151,2009-06-01,-0.1,21.3,0.0,3,28.0,5,5,13.0,19.0,58.0,34.0,14.5,20.4,0,0
152,2009-06-02,5.7,18.7,0.0,3,37.0,5,3,22.0,11.0,52.0,83.0,12.7,12.7,0,1
153,2009-06-03,10.5,19.6,5.0,14,28.0,13,7,13.0,15.0,95.0,54.0,11.4,18.9,1,0
154,2009-06-04,6.0,12.4,0.0,7,61.0,14,14,33.0,28.0,72.0,87.0,8.7,11.0,0,1
155,2009-06-05,8.4,16.7,17.6,8,52.0,12,10,22.0,24.0,93.0,74.0,12.3,15.2,1,1
156,2009-06-06,9.9,15.6,1.8,8,43.0,12,12,15.0,15.0,91.0,77.0,12.1,14.1,1,1
157,2009-06-07,6.6,16.4,2.6,13,30.0,14,13,15.0,13.0,84.0,61.0,9.8,15.7,1,0
158,2009-06-08,9.8,16.7,1.0,10,20.0,14,10,9.0,11.0,93.0,56.0,11.9,15.4,0,0
159,2009-06-09,1.2,17.7,0.0,3,31.0,5,6,9.0,15.0,80.0,53.0,11.6,17.4,0,0
160,2009-06-10,7.0,22.2,0.0,6,44.0,6,7,24.0,24.0,50.0,39.0,12.8,21.3,0,1
161,2009-06-11,11.9,18.6,1.2,6,30.0,7,15,15.0,15.0,90.0,85.0,14.7,14.7,1,0
162,2009-06-12,6.0,14.7,1.0,11,46.0,13,15,24.0,26.0,81.0,61.0,9.6,14.0,0,0
163,2009-06-13,6.5,14.0,0.4,12,41.0,15,12,15.0,17.0,82.0,79.0,9.7,11.4,0,1
164,2009-06-14,5.2,15.8,2.8,8,31.0,13,11,19.0,13.0,95.0,62.0,8.8,14.0,1,0
165,2009-06-15,4.7,19.4,0.0,13,26.0,15,15,13.0,13.0,82.0,59.0,12.7,17.3,0,0
166,2009-06-16,5.2,19.4,0.2,14,30.0,14,7,9.0,15.0,73.0,34.0,11.9,18.9,0,0
167,2009-06-17,4.6,19.7,0.0,3,44.0,6,6,20.0,24.0,64.0,30.0,12.2,19.2,0,0
168,2009-06-18,7.9,21.6,0.0,7,41.0,6,7,17.0,19.0,45.0,20.0,13.0,21.2,0,0
169,2009-06-19,10.2,17.8,0.0,13,72.0,6,14,26.0,17.0,57.0,91.0,13.7,10.0,0,1
170,2009-06-20,4.8,14.8,5.6,7,48.0,14,7,22.0,20.0,81.0,64.0,8.7,14.4,1,1
171,2009-06-21,6.9,11.5,4.4,12,54.0,15,15,28.0,24.0,74.0,63.0,8.3,10.6,1,0
172,2009-06-22,5.2,12.8,0.4,15,41.0,13,11,17.0,26.0,87.0,74.0,8.1,11.0,0,0
173,2009-06-23,0.5,10.9,0.2,15,46.0,3,3,11.0,11.0,89.0,74.0,7.7,10.4,0,0
174,2009-06-24,7.7,13.9,0.0,15,40.5,5,3,15.0,17.0,63.0,72.0,10.9,14.1,0,0
175,2009-06-25,8.1,16.9,0.2,13,35.0,14,14,20.0,20.0,90.0,60.0,11.2,16.1,0,0
176,2009-06-26,8.5,14.9,0.0,3,33.0,7,6,15.0,9.0,93.0,74.0,11.6,14.6,0,0
177,2009-06-27,11.5,18.7,0.0,7,57.0,7,7,22.0,35.0,78.0,41.0,13.9,17.5,0,0
178,2009-06-28,11.9,19.1,0.0,7,57.0,7,14,24.0,26.0,67.0,44.0,14.4,18.2,0,0
179,2009-06-29,12.9,16.0,0.0,14,78.0,7,7,43.0,33.0,61.0,67.0,16.0,14.7,0,1
180,2009-06-30,5.7,14.0,6.4,13,63.0,7,13,28.0,28.0,75.0,53.0,8.6,12.7,1,0
181,2009-07-01,4.4,16.0,0.0,15,43.0,14,15,19.0,20.0,78.0,70.0,8.5,12.8,0,1
182,2009-07-02,6.6,14.5,3.4,15,22.0,15,11,13.0,11.0,91.0,69.0,10.5,14.4,1,0
183,2009-07-03,10.1,14.0,0.0,1,19.0,9,5,6.0,11.0,78.0,67.0,12.4,13.3,0,0
184,2009-07-04,7.5,14.4,0.0,4,24.0,1,1,7.0,11.0,93.0,68.0,9.8,14.1,0,1
185,2009-07-05,9.7,17.4,1.4,0,24.0,1,2,0.0,15.0,94.0,63.0,11.2,16.8,1,0
186,2009-07-06,6.7,15.4,0.2,3,44.0,5,3,20.0,26.0,94.0,70.0,9.9,14.9,0,1
187,2009-07-07,7.0,17.3,4.4,13,24.0,7,7,15.0,13.0,94.0,46.0,10.1,16.9,1,0
188,2009-07-08,6.2,17.5,0.0,14,33.0,6,4,9.0,7.0,58.0,35.0,12.8,16.9,0,1
189,2009-07-09,9.2,18.7,2.8,7,56.0,3,14,33.0,24.0,89.0,67.0,11.9,17.9,1,0
190,2009-07-10,9.8,16.6,0.2,14,56.0,6,13,19.0,28.0,90.0,55.0,11.7,15.3,0,1
191,2009-07-11,6.2,14.1,1.6,14,35.0,13,13,19.0,17.0,80.0,58.0,9.1,13.4,1,1
192,2009-07-12,6.9,13.5,2.0,11,41.0,15,12,13.0,11.0,86.0,87.0,9.2,10.2,1,0
193,2009-07-13,6.4,14.5,0.4,15,44.0,13,12,19.0,22.0,81.0,55.0,9.4,14.5,0,1
194,2009-07-14,9.0,15.1,2.2,11,28.0,12,11,11.0,15.0,87.0,68.0,10.9,13.9,1,0
195,2009-07-15,-1.8,16.7,0.0,4,37.0,5,3,15.0,20.0,93.0,48.0,9.0,16.3,0,0
196,2009-07-16,8.8,15.1,0.2,3,48.0,6,6,20.0,19.0,66.0,82.0,11.3,13.2,0,0
197,2009-07-17,9.8,16.3,1.0,13,52.0,14,13,31.0,24.0,69.0,54.0,12.8,15.4,0,0
198,2009-07-18,5.7,17.7,0.0,7,50.0,6,14,20.0,19.0,76.0,44.0,10.6,17.5,0,0
199,2009-07-19,9.3,13.0,0.0,6,44.0,7,7,22.0,19.0,82.0,72.0,10.9,11.8,0,1
200,2009-07-20,3.4,12.8,3.2,14,59.0,7,7,24.0,30.0,84.0,51.0,9.7,11.8,1,0
201,2009-07-21,6.5,12.7,0.4,14,52.0,14,15,26.0,13.0,85.0,85.0,8.4,10.7,0,1
202,2009-07-22,5.1,16.6,3.8,13,31.0,14,7,13.0,15.0,91.0,51.0,9.2,15.9,1,0
203,2009-07-23,4.8,16.8,0.0,14,41.0,7,14,17.0,15.0,72.0,84.0,10.2,13.0,0,1
204,2009-07-24,5.8,13.7,2.4,13,20.0,12,7,6.0,6.0,95.0,77.0,9.2,13.6,1,1
205,2009-07-25,3.2,11.5,1.8,12,52.0,15,12,19.0,19.0,91.0,69.0,6.8,9.8,1,1
206,2009-07-26,1.1,13.5,1.8,13,30.0,14,13,15.0,17.0,72.0,46.0,6.5,13.2,1,0
207,2009-07-27,2.0,16.8,0.0,14,26.0,14,13,15.0,15.0,82.0,48.0,8.2,16.3,0,0
208,2009-07-28,-0.4,16.5,0.2,14,22.0,14,7,11.0,7.0,75.0,43.0,8.8,16.3,0,0
209,2009-07-29,0.1,17.3,0.0,13,20.0,7,7,11.0,9.0,88.0,46.0,9.6,16.8,0,0
210,2009-07-30,-1.7,17.9,0.2,7,20.0,7,14,0.0,7.0,93.0,38.0,12.0,17.4,0,0
211,2009-07-31,-0.4,20.3,0.0,6,33.0,6,6,22.0,11.0,60.0,32.0,11.9,19.9,0,0
212,2009-08-01,5.2,22.7,0.0,7,33.0,6,14,20.0,15.0,52.0,26.0,13.2,22.1,0,0
213,2009-08-02,1.1,18.8,0.0,10,22.0,14,1,9.0,6.0,72.0,47.0,12.3,18.5,0,0
214,2009-08-03,5.3,20.2,0.0,3,31.0,7,11,13.0,15.0,59.0,41.0,14.1,18.9,0,0
215,2009-08-04,0.3,21.7,0.0,6,30.0,6,6,13.0,13.0,78.0,34.0,12.6,20.7,0,0
216,2009-08-05,0.7,22.6,0.0,14,41.0,14,14,13.0,20.0,67.0,29.0,12.8,21.6,0,0
217,2009-08-06,12.3,15.4,0.6,7,43.0,14,8,17.0,24.0,89.0,66.0,13.6,14.6,0,0
218,2009-08-07,2.9,19.2,0.2,3,39.0,5,6,24.0,20.0,71.0,61.0,12.3,18.7,0,0
219,2009-08-08,7.9,21.9,1.0,6,41.0,7,13,11.0,15.0,90.0,55.0,14.7,21.1,0,1
220,2009-08-09,10.0,15.4,7.8,8,30.0,10,8,19.0,15.0,94.0,71.0,11.9,14.2,1,0
221,2009-08-10,2.3,20.2,0.0,5,46.0,4,3,26.0,19.0,75.0,54.0,9.7,19.6,0,1
222,2009-08-11,6.6,16.7,1.6,12,44.0,13,13,15.0,13.0,72.0,33.0,10.9,15.9,1,0
223,2009-08-12,3.2,20.1,0.0,6,54.0,6,7,19.0,24.0,58.0,44.0,13.0,19.0,0,0
224,2009-08-13,6.6,21.0,0.6,7,54.0,6,7,20.0,31.0,80.0,41.0,12.9,20.5,0,0
225,2009-08-14,12.1,20.1,0.2,7,78.0,6,7,26.0,39.0,66.0,59.0,16.1,18.8,0,1
226,2009-08-15,8.3,13.8,3.2,15,67.0,13,14,20.0,35.0,88.0,39.0,8.4,12.7,1,0
227,2009-08-16,5.1,17.2,0.2,13,50.0,14,13,28.0,22.0,68.0,51.0,10.1,16.1,0,0
228,2009-08-17,5.2,20.4,0.0,6,39.0,7,6,17.0,20.0,74.0,32.0,13.1,20.0,0,0
229,2009-08-18,7.3,22.5,0.0,14,48.0,6,14,20.0,26.0,35.0,29.0,14.6,21.9,0,1
230,2009-08-19,11.8,18.5,2.8,7,31.0,7,14,9.0,15.0,92.0,60.0,14.0,17.7,1,0
231,2009-08-20,8.2,17.8,0.2,13,52.0,14,13,30.0,26.0,74.0,53.0,14.4,17.3,0,1
232,2009-08-21,8.3,16.4,1.4,13,48.0,15,14,15.0,24.0,72.0,34.0,10.8,15.4,1,0
