,Date,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
13,2008-12-14,12.7,20.0,0.0,15,44.0,13,24.0,26.0,52.0,41.0,996.2,996.8,15.4,19.0,0,0
14,2008-12-15,10.7,23.2,0.0,14,41.0,5,20.0,13.0,48.0,39.0,1006.5,1005.6,14.9,22.1,0,0
15,2008-12-16,7.5,24.6,0.0,7,39.0,14,9.0,19.0,55.0,34.0,1011.2,1008.6,14.9,24.5,0,0
16,2008-12-17,10.2,24.8,0.0,7,37.0,8,4.0,11.0,54.0,83.0,1010.5,1008.7,19.1,17.1,0,1
17,2008-12-18,13.0,24.1,8.0,13,46.0,13,13.0,26.0,72.0,39.0,1003.8,1000.5,17.5,22.9,1,0
18,2008-12-19,8.2,20.8,0.6,10,46.0,9,9.0,20.0,46.0,35.0,1005.2,1006.3,15.1,19.4,0,0
19,2008-12-20,8.0,21.4,0.0,10,41.0,5,13.0,13.0,57.0,36.0,1018.3,1016.2,11.8,20.9,0,0
20,2008-12-21,9.6,25.0,0.0,0,33.0,10,7.0,11.0,56.0,30.0,1020.1,1015.8,14.8,23.5,0,0
21,2008-12-22,11.1,29.3,0.0,13,37.0,14,9.0,22.0,61.0,33.0,1016.2,1011.2,16.5,27.1,0,1
22,2008-12-23,16.3,25.7,1.8,10,37.0,3,9.0,19.0,79.0,53.0,1010.3,1007.8,19.1,24.0,1,1
23,2008-12-24,14.4,19.8,8.8,4,26.0,4,4.0,15.0,76.0,69.0,1012.6,1010.9,16.1,18.7,1,0
24,2008-12-25,15.4,29.0,0.0,1,31.0,7,7.0,17.0,71.0,28.0,1013.3,1010.3,18.1,27.4,0,0
25,2008-12-26,14.1,30.9,0.0,13,35.0,14,0.0,17.0,78.0,22.0,1012.6,1008.9,18.0,30.3,0,0
26,2008-12-27,14.7,27.3,0.0,13,59.0,1,2.0,7.0,61.0,64.0,1008.4,1005.1,22.3,22.9,0,1
27,2008-12-28,14.1,29.4,24.8,13,44.0,14,17.0,28.0,81.0,38.0,1006.2,1002.1,19.7,28.0,1,0
28,2008-12-29,11.7,26.5,0.0,14,56.0,14,2.0,26.0,53.0,35.0,1003.7,1001.1,19.3,26.2,0,0
29,2008-12-30,11.5,21.1,0.0,13,50.0,7,20.0,20.0,55.0,49.0,1001.6,1001.6,18.3,18.2,0,0
30,2008-12-31,13.2,23.4,0.0,14,48.0,14,17.0,28.0,41.0,32.0,1001.7,1001.7,17.5,22.5,0,0
31,2009-01-01,12.0,26.5,0.0,14,65.0,14,22.0,31.0,41.0,29.0,1002.3,1000.6,20.2,25.6,0,0
32,2009-01-02,11.0,25.2,0.0,0,43.0,5,4.0,19.0,39.0,18.0,1009.7,1009.0,16.1,24.2,0,0
33,2009-01-03,9.9,26.0,0.0,1,35.0,5,13.0,13.0,60.0,35.0,1019.0,1014.8,14.0,23.1,0,0
34,2009-01-04,10.9,30.8,0.0,7,31.0,14,9.0,15.0,64.0,35.0,1015.9,1011.9,18.5,29.4,0,0
35,2009-01-05,13.3,32.3,0.0,14,39.0,13,6.0,26.0,58.0,17.0,1012.3,1009.2,22.2,30.9,0,0
36,2009-01-06,10.6,35.0,0.0,14,48.0,13,0.0,26.0,37.0,12.0,1011.6,1008.0,21.5,33.8,0,0
37,2009-01-07,11.9,36.6,0.0,7,52.0,14,2.0,22.0,34.0,16.0,1008.8,1003.4,22.7,35.3,0,1
38,2009-01-08,15.1,28.3,1.2,2,46.0,0,13.0,26.0,72.0,41.0,1010.8,1007.6,18.5,27.0,1,0
39,2009-01-09,11.7,22.4,0.0,1,37.0,3,15.0,15.0,61.0,35.0,1018.6,1015.1,13.6,20.8,0,0
40,2009-01-10,9.0,24.9,0.0,5,33.0,3,19.0,13.0,57.0,35.0,1014.8,1009.9,14.6,22.3,0,0
41,2009-01-11,10.1,29.1,0.0,7,39.0,7,4.0,17.0,62.0,32.0,1011.5,1007.1,17.6,28.5,0,1
42,2009-01-12,13.5,28.0,4.4,1,37.0,5,4.0,19.0,73.0,45.0,1014.3,1013.1,19.3,27.2,1,0
43,2009-01-13,16.8,34.0,0.0,7,43.0,14,6.0,26.0,72.0,23.0,1017.4,1012.4,18.7,32.4,0,0
44,2009-01-14,15.3,37.4,0.0,7,39.0,13,11.0,20.0,41.0,21.0,1013.9,1010.3,26.2,36.0,0,0
45,2009-01-15,19.5,37.1,0.0,14,48.0,7,13.0,22.0,35.0,20.0,1009.8,1006.4,28.6,36.4,0,0
46,2009-01-16,14.4,29.4,0.0,14,44.0,7,11.0,31.0,60.0,14.0,1011.1,1007.9,18.8,28.0,0,0
47,2009-01-17,9.4,26.2,0.0,1,43.0,14,20.0,7.0,42.0,17.0,1019.0,1016.4,13.0,23.6,0,0
48,2009-01-18,10.1,29.7,0.0,1,33.0,7,4.0,13.0,63.0,26.0,1020.2,1016.1,14.4,26.8,0,0
49,2009-01-19,11.0,33.0,0.0,13,46.0,7,6.0,19.0,51.0,19.0,1016.7,1011.4,19.9,31.8,0,0
50,2009-01-20,14.0,34.2,0.0,7,61.0,10,7.0,11.0,40.0,55.0,1013.3,1009.8,25.4,24.7,0,1
51,2009-01-21,17.0,33.9,29.2,1,56.0,7,9.0,15.0,65.0,33.0,1011.4,1007.7,22.6,32.2,1,0
52,2009-01-22,20.5,29.1,0.0,13,52.0,7,15.0,22.0,62.0,51.0,1007.2,1002.8,22.9,26.6,0,1
53,2009-01-23,18.8,31.3,11.8,7,48.0,7,15.0,19.0,81.0,50.0,1008.1,1005.9,22.9,29.3,1,1
54,2009-01-24,17.7,29.1,12.4,7,54.0,14,24.0,22.0,62.0,28.0,1003.5,1006.6,24.3,27.9,1,0
55,2009-01-25,15.3,27.5,0.0,4,30.0,9,11.0,9.0,69.0,51.0,1018.0,1016.1,16.4,23.7,0,0
56,2009-01-26,13.4,32.2,0.0,1,39.0,5,2.0,15.0,70.0,27.0,1018.6,1016.2,20.4,31.3,0,0
57,2009-01-27,17.5,32.6,0.0,1,33.0,3,6.0,13.0,76.0,42.0,1020.5,1016.4,19.5,29.8,0,0
58,2009-01-28,16.7,36.2,0.0,0,37.0,14,4.0,15.0,65.0,26.0,1016.9,1013.3,23.1,35.1,0,0
59,2009-01-29,17.9,37.6,0.0,1,31.0,15,2.0,7.0,52.0,20.0,1017.1,1013.0,25.0,36.7,0,0
60,2009-01-30,16.3,37.7,0.0,1,26.0,3,0.0,11.0,51.0,11.0,1016.7,1012.5,24.3,36.8,0,0
61,2009-01-31,15.4,38.2,0.0,3,37.0,6,0.0,7.0,54.0,19.0,1016.1,1012.0,23.6,36.5,0,0
62,2009-02-01,20.7,32.9,0.0,1,46.0,1,15.0,20.0,38.0,25.0,1015.3,1013.7,27.1,31.9,0,0
63,2009-02-02,17.1,34.8,0.0,8,50.0,6,4.0,13.0,67.0,30.0,1014.8,1009.0,21.6,32.6,0,0
64,2009-02-03,18.3,32.3,0.0,2,41.0,2,6.0,26.0,55.0,54.0,1010.2,1008.7,24.5,26.5,0,0
65,2009-02-04,18.4,33.5,0.0,0,43.0,5,0.0,11.0,68.0,37.0,1011.0,1006.2,21.1,30.7,0,0
66,2009-02-05,18.2,37.4,0.0,13,43.0,14,2.0,17.0,66.0,26.0,1008.0,1004.7,24.0,36.1,0,0
67,2009-02-06,21.1,39.6,0.0,13,52.0,14,0.0,22.0,44.0,17.0,1010.5,1006.2,26.9,38.7,0,0
68,2009-02-07,20.2,39.9,0.0,14,43.0,13,0.0,22.0,51.0,21.0,1012.4,1007.9,26.7,39.1,0,0
69,2009-02-08,20.4,39.9,0.0,14,44.0,15,6.0,24.0,37.0,17.0,1010.9,1007.3,28.8,39.0,0,0
70,2009-02-09,17.9,26.0,0.0,1,31.0,4,9.0,11.0,72.0,48.0,1011.1,1008.4,18.9,24.7,0,0
71,2009-02-10,12.5,24.2,0.0,8,37.0,0,7.0,7.0,73.0,52.0,1010.8,1008.2,14.2,22.2,0,0
72,2009-02-11,12.0,23.2,0.0,2,43.0,11,24.0,15.0,59.0,32.0,1011.4,1009.9,13.6,22.6,0,0
73,2009-02-12,12.9,15.8,0.0,9,35.0,9,19.0,19.0,60.0,60.0,1016.9,1017.7,14.3,15.1,0,1
74,2009-02-13,10.8,18.0,1.6,2,46.0,10,17.0,24.0,84.0,52.0,1025.4,1022.8,12.4,17.2,1,0
75,2009-02-14,10.1,19.9,0.0,2,35.0,0,19.0,20.0,62.0,52.0,1022.6,1018.8,14.2,18.5,0,0
76,2009-02-15,14.1,21.8,0.0,0,48.0,0,13.0,24.0,68.0,53.0,1015.5,1014.7,16.6,20.7,0,0
77,2009-02-16,13.4,21.9,0.0,0,44.0,0,19.0,28.0,73.0,43.0,1018.5,1017.1,15.7,20.7,0,0
78,2009-02-17,10.8,21.1,0.0,1,37.0,0,20.0,22.0,62.0,52.0,1017.6,1015.4,16.0,19.2,0,0
79,2009-02-18,15.6,25.9,0.0,8,35.0,9,19.0,20.0,69.0,44.0,1012.7,1008.4,16.8,23.9,0,0
80,2009-02-19,11.6,30.7,0.0,12,37.0,15,0.0,17.0,69.0,20.0,1007.0,1003.9,17.7,30.3,0,0
81,2009-02-20,12.4,29.8,0.0,8,24.0,5,0.0,7.0,80.0,37.0,1010.8,1009.0,17.1,26.3,0,0
82,2009-02-21,11.0,28.8,0.0,1,44.0,14,2.0,7.0,72.0,35.0,1013.2,1010.2,17.0,27.4,0,0
83,2009-02-22,11.3,27.8,0.0,4,35.0,3,2.0,17.0,68.0,42.0,1017.4,1014.3,17.5,25.7,0,0
84,2009-02-23,17.1,30.3,0.0,6,44.0,3,7.0,20.0,68.0,36.0,1014.6,1009.5,19.9,28.5,0,1
85,2009-02-24,11.9,31.4,2.4,14,54.0,13,7.0,26.0,76.0,19.0,1013.6,1011.2,18.9,30.7,1,0
86,2009-02-25,10.4,32.5,0.0,2,52.0,6,7.0,13.0,70.0,15.0,1015.8,1011.2,15.6,29.5,0,0
87,2009-02-26,14.0,26.9,0.0,8,35.0,5,22.0,13.0,57.0,28.0,1019.3,1015.9,16.5,25.8,0,0
88,2009-02-27,15.9,29.9,0.0,4,30.0,3,7.0,6.0,58.0,32.0,1016.9,1011.7,17.6,28.5,0,0
89,2009-02-28,15.1,34.3,0.0,15,54.0,13,0.0,24.0,63.0,18.0,1009.5,1003.8,19.3,33.7,0,0
90,2009-03-01,15.3,28.6,0.0,1,39.0,3,11.0,15.0,70.0,31.0,1010.3,1008.7,19.2,26.3,0,0
91,2009-03-02,16.6,27.7,0.0,1,33.0,5,11.0,13.0,64.0,36.0,1015.8,1013.2,19.1,25.3,0,0
92,2009-03-03,17.3,25.2,0.0,7,19.0,15,6.0,9.0,75.0,55.0,1017.1,1013.7,18.2,23.4,0,0
93,2009-03-04,17.0,22.5,0.0,15,50.0,7,28.0,24.0,43.0,24.0,1009.3,1009.1,17.2,21.2,0,0
94,2009-03-05,10.4,22.3,0.0,15,35.0,15,13.0,17.0,41.0,24.0,1009.3,1007.8,13.7,21.7,0,0
95,2009-03-06,5.9,24.5,0.0,3,39.0,3,13.0,19.0,49.0,28.0,1012.7,1009.2,11.5,22.2,0,0
96,2009-03-07,9.0,27.5,0.0,3,33.0,5,4.0,15.0,66.0,25.0,1014.2,1010.7,13.9,25.9,0,0
97,2009-03-08,13.6,25.5,0.0,1,41.0,4,13.0,19.0,70.0,40.0,1017.8,1016.5,17.1,24.0,0,0
98,2009-03-09,15.1,26.2,0.0,6,37.0,3,0.0,13.0,76.0,46.0,1022.1,1018.4,15.7,24.0,0,0
99,2009-03-10,12.5,27.4,0.0,0,35.0,1,0.0,19.0,69.0,35.0,1021.4,1018.4,18.0,26.6,0,0
100,2009-03-11,14.4,25.5,0.0,0,37.0,4,4.0,17.0,69.0,32.0,1023.8,1020.7,16.9,24.4,0,0
101,2009-03-12,15.5,28.4,0.0,10,30.0,14,4.0,13.0,77.0,34.0,1022.1,1017.3,17.3,26.9,0,0
102,2009-03-13,17.3,25.4,0.0,3,28.0,3,4.0,15.0,77.0,51.0,1017.9,1015.5,19.0,23.2,0,0
103,2009-03-14,13.6,25.2,0.2,14,35.0,5,6.0,9.0,86.0,71.0,1014.1,1008.9,16.9,20.9,0,1
104,2009-03-15,11.7,21.4,8.4,14,41.0,7,17.0,22.0,52.0,23.0,1010.3,1008.4,13.3,20.0,1,0
105,2009-03-16,3.9,22.2,0.0,14,39.0,14,0.0,24.0,64.0,30.0,1011.4,1007.7,10.7,21.1,0,0
106,2009-03-17,3.7,24.6,0.0,4,30.0,14,2.0,7.0,67.0,28.0,1013.4,1011.2,9.5,23.0,0,0
107,2009-03-18,9.0,27.0,0.0,3,31.0,6,7.0,13.0,74.0,30.0,1017.9,1013.5,14.7,25.3,0,0
108,2009-03-19,8.8,28.3,0.0,7,30.0,7,0.0,13.0,66.0,22.0,1016.2,1013.4,13.3,27.1,0,0
109,2009-03-20,7.7,29.9,0.0,1,35.0,5,4.0,11.0,55.0,22.0,1017.8,1014.6,14.6,28.9,0,0
110,2009-03-21,8.7,29.7,0.0,1,33.0,6,0.0,9.0,52.0,17.0,1018.7,1014.6,15.4,29.1,0,0
111,2009-03-22,10.0,29.4,0.0,14,39.0,14,6.0,19.0,79.0,25.0,1016.9,1012.7,15.2,28.4,0,0
112,2009-03-23,10.1,30.8,0.0,3,39.0,7,0.0,20.0,69.0,27.0,1016.9,1013.0,14.5,29.3,0,0
113,2009-03-24,10.4,31.7,0.0,14,44.0,14,0.0,22.0,61.0,22.0,1017.2,1014.3,17.0,31.1,0,0
114,2009-03-25,14.2,29.9,0.0,7,50.0,14,0.0,31.0,53.0,31.0,1019.5,1018.4,18.1,27.5,0,0
115,2009-03-26,11.0,27.9,0.0,13,50.0,15,4.0,13.0,69.0,33.0,1020.4,1017.3,15.8,26.6,0,0
116,2009-03-27,14.0,25.0,0.0,0,35.0,6,11.0,11.0,76.0,37.0,1023.5,1020.7,16.5,23.7,0,0
117,2009-03-28,14.5,27.3,0.0,3,28.0,6,4.0,15.0,68.0,36.0,1024.3,1020.3,15.6,25.5,0,0
118,2009-03-29,8.5,30.0,0.0,1,33.0,9,2.0,11.0,68.0,21.0,1022.6,1018.7,13.9,28.5,0,0
119,2009-03-30,8.8,24.3,0.0,0,37.0,0,6.0,15.0,64.0,39.0,1024.9,1021.6,14.1,23.2,0,0
120,2009-03-31,14.1,22.5,0.0,2,43.0,2,20.0,20.0,72.0,46.0,1024.1,1022.1,16.4,21.6,0,0
121,2009-04-01,14.8,21.6,0.0,9,37.0,0,17.0,20.0,74.0,66.0,1024.2,1023.7,17.1,19.2,0,0
122,2009-04-02,16.2,24.8,0.0,4,28.0,1,9.0,11.0,78.0,56.0,1025.2,1022.4,17.5,23.3,0,0
123,2009-04-03,15.4,28.1,0.0,13,59.0,7,6.0,20.0,81.0,43.0,1021.2,1015.4,18.1,26.3,0,1
124,2009-04-04,12.9,21.3,12.4,8,30.0,7,13.0,6.0,75.0,48.0,1018.1,1018.0,13.3,20.1,1,0
125,2009-04-05,12.4,22.2,0.0,7,37.0,14,9.0,22.0,72.0,39.0,1019.5,1013.9,14.4,21.6,0,0
126,2009-04-06,7.4,20.6,0.0,1,30.0,7,6.0,15.0,68.0,40.0,1020.7,1017.4,12.6,20.0,0,0
127,2009-04-07,5.0,20.6,0.0,8,31.0,10,20.0,13.0,57.0,29.0,1026.5,1023.1,10.6,20.2,0,0
128,2009-04-08,4.0,21.7,0.0,1,20.0,6,6.0,6.0,62.0,34.0,1027.6,1023.4,12.2,21.5,0,0
129,2009-04-09,10.2,23.0,0.0,6,28.0,6,7.0,11.0,62.0,31.0,1025.0,1020.3,15.2,22.7,0,0
130,2009-04-10,8.2,21.4,0.0,6,26.0,3,0.0,15.0,75.0,51.0,1023.5,1021.1,12.3,21.0,0,0
131,2009-04-11,7.4,23.7,0.0,3,41.0,5,7.0,13.0,81.0,45.0,1026.2,1021.9,13.1,22.2,0,1
132,2009-04-12,13.1,23.7,29.6,6,24.0,6,7.0,11.0,88.0,38.0,1024.0,1020.6,14.9,22.9,1,0
133,2009-04-13,7.6,21.2,0.0,0,28.0,1,0.0,17.0,72.0,58.0,1023.8,1020.1,14.6,19.0,0,1
134,2009-04-14,13.2,20.1,29.2,15,39.0,0,2.0,6.0,91.0,82.0,1016.1,1011.9,15.2,17.8,1,1
135,2009-04-15,8.1,22.4,9.0,13,69.0,7,11.0,35.0,79.0,36.0,1010.7,1006.6,14.1,20.4,1,0
136,2009-04-16,2.4,19.5,0.0,4,37.0,6,2.0,20.0,59.0,26.0,1014.7,1011.4,9.9,18.5,0,0
137,2009-04-17,2.6,20.5,0.0,1,28.0,7,4.0,11.0,65.0,35.0,1017.8,1015.4,10.5,20.0,0,0
138,2009-04-18,4.8,21.8,0.0,9,30.0,10,2.0,9.0,74.0,37.0,1022.1,1018.6,11.9,21.5,0,0
139,2009-04-19,11.0,19.2,0.0,8,46.0,8,22.0,22.0,61.0,58.0,1022.5,1020.2,15.5,17.5,0,0
140,2009-04-20,10.7,17.8,0.0,8,46.0,8,22.0,17.0,57.0,49.0,1022.7,1020.5,13.2,17.6,0,0
141,2009-04-21,10.9,17.8,0.0,10,37.0,2,17.0,20.0,70.0,46.0,1025.1,1022.6,13.5,17.0,0,0
142,2009-04-22,7.6,18.6,0.0,2,30.0,2,13.0,17.0,77.0,54.0,1026.3,1022.9,13.1,17.2,0,0
143,2009-04-23,10.9,19.6,0.0,5,20.0,3,7.0,6.0,62.0,45.0,1022.1,1017.2,15.1,17.6,0,0
144,2009-04-24,6.6,16.2,0.0,6,48.0,3,0.0,13.0,90.0,73.0,1011.5,1005.5,10.4,15.3,0,1
145,2009-04-25,10.4,15.0,7.4,14,41.0,7,20.0,17.0,76.0,68.0,1002.9,1001.4,13.2,13.3,1,1
146,2009-04-26,6.5,10.2,8.0,7,65.0,7,26.0,30.0,70.0,61.0,1001.5,1001.3,7.6,9.0,1,1
147,2009-04-27,5.7,10.9,2.4,14,33.0,7,13.0,13.0,59.0,60.0,1011.8,1012.1,9.1,9.1,1,0
148,2009-04-28,4.8,13.9,0.4,14,35.0,13,15.0,17.0,79.0,50.0,1014.5,1015.4,9.8,12.1,0,0
149,2009-04-29,3.7,13.0,0.2,10,28.0,3,15.0,11.0,58.0,39.0,1022.1,1018.8,6.9,12.8,0,0
150,2009-04-30,4.2,16.3,0.0,11,31.0,14,17.0,4.0,67.0,37.0,1021.6,1019.7,7.8,15.4,0,0
151,2009-05-01,0.1,16.9,0.0,6,26.0,3,0.0,13.0,95.0,42.0,1025.2,1021.3,5.4,16.7,0,0
152,2009-05-02,0.6,17.8,0.0,15,17.0,0,0.0,2.0,71.0,38.0,1026.8,1023.8,8.6,17.4,0,0
153,2009-05-03,3.1,18.2,0.0,15,20.0,6,2.0,9.0,81.0,43.0,1029.4,1025.7,8.5,18.0,0,0
154,2009-05-04,1.1,18.9,0.0,14,15.0,1,2.0,4.0,81.0,40.0,1029.8,1026.8,7.1,18.5,0,0
155,2009-05-05,4.0,17.9,0.0,5,20.0,6,0.0,11.0,75.0,47.0,1032.5,1028.4,9.5,17.5,0,0
156,2009-05-06,2.2,16.7,0.0,7,17.0,3,6.0,7.0,99.0,60.0,1029.2,1024.5,5.8,16.1,0,0
157,2009-05-07,-0.4,17.3,0.0,12,20.0,3,0.0,0.0,98.0,40.0,1026.0,1023.0,4.2,16.8,0,0
158,2009-05-08,4.2,17.4,0.0,8,31.0,15,13.0,7.0,61.0,37.0,1029.6,1025.8,9.8,16.5,0,0
159,2009-05-09,-0.2,19.7,0.0,10,37.0,7,4.0,11.0,73.0,39.0,1025.6,1021.4,7.1,19.2,0,0
160,2009-05-10,6.3,17.0,0.0,8,31.0,0,20.0,13.0,64.0,45.0,1026.2,1024.0,11.8,15.8,0,0
161,2009-05-11,-0.2,16.7,0.0,3,26.0,13,4.0,9.0,78.0,46.0,1026.6,1022.4,6.5,15.2,0,0
162,2009-05-12,1.0,16.6,0.0,7,20.0,6,2.0,11.0,82.0,51.0,1022.4,1018.3,8.6,15.0,0,0
163,2009-05-13,-0.9,15.8,0.0,14,37.0,14,7.0,24.0,81.0,44.0,1017.4,1013.9,5.9,14.3,0,0
164,2009-05-14,5.9,13.7,0.0,14,46.0,14,20.0,24.0,52.0,56.0,1012.7,1011.5,11.7,12.0,0,0
165,2009-05-15,10.7,14.5,0.0,15,56.0,14,26.0,28.0,58.0,59.0,1013.2,1010.3,12.2,14.2,0,1
166,2009-05-16,10.3,16.1,3.4,13,52.0,7,22.0,20.0,65.0,49.0,1008.5,1010.4,13.8,15.0,1,0
167,2009-05-17,-1.1,15.9,0.0,7,17.0,14,0.0,9.0,81.0,41.0,1019.8,1018.4,4.9,15.8,0,0
168,2009-05-18,-0.7,16.1,0.0,1,20.0,0,0.0,11.0,73.0,52.0,1027.0,1023.5,6.0,15.6,0,0
169,2009-05-19,5.9,17.0,0.0,1,26.0,5,4.0,13.0,84.0,56.0,1025.5,1022.1,9.4,16.9,0,0
170,2009-05-20,5.6,15.8,0.0,2,31.0,2,6.0,22.0,88.0,64.0,1025.0,1023.0,9.9,14.9,0,0
171,2009-05-21,6.1,16.4,0.0,2,37.0,9,13.0,24.0,78.0,52.0,1026.8,1024.4,11.7,15.3,0,1
172,2009-05-22,9.7,15.5,1.4,9,39.0,9,20.0,19.0,78.0,68.0,1026.9,1024.3,12.6,14.3,1,0
173,2009-05-23,9.5,17.6,0.0,2,31.0,2,19.0,20.0,69.0,60.0,1026.7,1024.1,13.7,16.1,0,0
174,2009-05-24,8.1,17.5,0.0,0,24.0,4,0.0,11.0,81.0,51.0,1028.5,1026.0,12.0,16.3,0,0
175,2009-05-25,6.9,17.3,0.0,7,28.0,6,0.0,13.0,74.0,55.0,1027.3,1022.6,13.1,16.4,0,0
176,2009-05-26,6.9,15.6,0.0,3,24.0,3,9.0,15.0,77.0,79.0,1022.6,1020.4,12.0,13.6,0,0
177,2009-05-27,9.7,16.2,0.2,3,20.0,6,0.0,13.0,90.0,57.0,1021.1,1018.2,11.1,15.1,0,0
178,2009-05-28,3.7,15.2,0.0,10,35.0,7,7.0,7.0,70.0,46.0,1022.9,1020.8,9.4,14.6,0,0
179,2009-05-29,2.8,12.9,0.0,10,44.0,10,20.0,24.0,72.0,52.0,1025.3,1024.6,8.2,12.1,0,0
180,2009-05-30,6.3,13.1,0.0,10,44.0,10,24.0,19.0,66.0,57.0,1030.3,1029.4,9.6,12.2,0,0
181,2009-05-31,6.1,13.8,0.0,8,31.0,2,13.0,17.0,76.0,76.0,1035.7,1032.9,9.7,11.5,0,0
182,2009-06-01,6.1,12.9,0.0,2,20.0,0,4.0,11.0,89.0,56.0,1034.5,1031.4,8.4,12.7,0,0
183,2009-06-02,6.3,16.3,0.0,1,26.0,4,0.0,15.0,81.0,60.0,1031.6,1028.3,10.2,14.6,0,1
184,2009-06-03,9.6,12.1,2.0,1,19.0,13,0.0,7.0,99.0,97.0,1026.6,1023.0,10.8,11.6,1,1
185,2009-06-04,7.5,13.0,12.6,2,13.0,13,7.0,0.0,100.0,83.0,1021.3,1018.0,10.5,13.0,1,1
186,2009-06-05,10.2,14.8,1.6,11,17.0,3,6.0,9.0,86.0,62.0,1016.8,1013.8,11.2,13.6,1,0
187,2009-06-06,4.9,12.2,0.0,6,33.0,6,7.0,19.0,93.0,67.0,1014.8,1010.3,5.0,11.9,0,0
188,2009-06-07,5.0,12.1,0.4,7,31.0,7,13.0,15.0,93.0,64.0,1007.6,1006.1,8.3,10.9,0,0
189,2009-06-08,6.7,11.3,0.2,13,43.0,14,13.0,17.0,71.0,69.0,1008.8,1008.1,8.9,9.9,0,0
190,2009-06-09,5.1,8.0,0.0,6,39.0,14,19.0,13.0,64.0,76.0,1009.6,1007.7,7.0,6.6,0,0
191,2009-06-10,2.8,8.6,0.0,15,44.0,15,20.0,20.0,49.0,42.0,1012.4,1015.0,5.7,7.8,0,0
192,2009-06-11,-6.0,9.1,0.0,13,19.0,7,4.0,6.0,87.0,48.0,1022.5,1020.4,-3.1,8.7,0,0
193,2009-06-12,-3.1,2.6,0.2,3,15.0,7,6.0,7.0,99.0,90.0,1024.8,1022.1,0.2,2.3,0,0
194,2009-06-13,0.1,11.7,0.0,3,28.0,3,6.0,15.0,94.0,53.0,1018.8,1014.1,1.4,9.9,0,0
195,2009-06-14,-1.1,13.4,0.2,3,30.0,6,0.0,17.0,93.0,51.0,1014.2,1011.0,3.5,12.8,0,0
196,2009-06-15,1.1,12.5,0.6,7,20.0,7,2.0,15.0,99.0,64.0,1014.5,1012.3,3.5,11.3,0,0
197,2009-06-16,1.5,12.2,0.0,10,43.0,8,20.0,17.0,67.0,64.0,1022.4,1023.4,9.4,11.0,0,0
198,2009-06-17,0.6,14.9,0.0,4,17.0,1,0.0,6.0,80.0,42.0,1030.1,1027.8,6.3,14.1,0,0
199,2009-06-18,-2.3,12.2,0.0,2,41.0,8,6.0,13.0,95.0,57.0,1032.2,1029.5,2.0,12.1,0,0
200,2009-06-19,-0.9,14.6,0.0,2,33.0,5,6.0,11.0,90.0,43.0,1032.3,1029.1,5.0,14.1,0,0
201,2009-06-20,1.5,15.2,0.0,4,28.0,5,0.0,2.0,89.0,60.0,1029.3,1024.2,8.0,14.0,0,1
202,2009-06-21,8.0,14.1,6.2,3,11.0,5,0.0,0.0,99.0,72.0,1024.2,1020.8,10.5,14.0,1,1
203,2009-06-22,5.0,12.4,1.2,6,19.0,7,4.0,6.0,100.0,80.0,1021.2,1019.7,5.7,11.6,1,0
204,2009-06-23,4.0,11.7,0.2,1,15.0,7,0.0,7.0,99.0,74.0,1021.7,1018.4,4.2,10.9,0,1
