,Unnamed: 0,Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Day,Month,Year
15,87215,2008-12-16,Cairns,25.5,33.9,0.2,SSE,41.0,SSE,SE,11.0,19.0,64.0,59.0,1009.8,1007.4,30.8,31.5,No,No,16,12,2008
16,87216,2008-12-17,Cairns,25.1,32.6,0.0,ENE,37.0,SSE,N,17.0,11.0,64.0,77.0,1011.0,1008.9,30.6,28.0,No,Yes,17,12,2008
17,87217,2008-12-18,Cairns,23.8,31.7,3.6,SSE,28.0,S,NNE,7.0,13.0,69.0,70.0,1010.7,1007.7,28.9,30.2,Yes,No,18,12,2008
18,87218,2008-12-19,Cairns,25.3,32.4,0.0,N,24.0,W,NE,9.0,9.0,71.0,69.0,1008.6,1006.8,28.7,29.9,No,No,19,12,2008
19,87219,2008-12-20,Cairns,25.2,32.1,0.0,N,26.0,NW,NNE,9.0,15.0,70.0,72.0,1008.4,1006.6,30.2,31.1,No,No,20,12,2008
20,87220,2008-12-21,Cairns,23.0,33.1,0.0,NE,35.0,SSE,NE,13.0,24.0,68.0,63.0,1009.8,1007.3,29.5,32.4,No,No,21,12,2008
21,87221,2008-12-22,Cairns,25.3,33.4,0.2,E,35.0,ESE,NNE,15.0,17.0,63.0,56.0,1011.1,1009.3,30.6,31.8,No,Yes,22,12,2008
22,87222,2008-12-23,Cairns,24.1,32.3,10.8,,,SSE,ESE,17.0,28.0,79.0,60.0,1011.7,1008.8,26.9,30.0,Yes,No,23,12,2008
23,87223,2008-12-24,Cairns,25.5,32.7,0.0,E,37.0,SE,ESE,15.0,26.0,62.0,50.0,1011.4,1007.9,29.0,31.5,No,No,24,12,2008
24,87224,2008-12-25,Cairns,21.8,33.3,0.0,ENE,35.0,SSE,E,13.0,26.0,56.0,51.0,1010.0,1007.5,29.2,32.1,No,No,25,12,2008
25,87225,2008-12-26,Cairns,23.4,33.9,0.0,SSE,41.0,SSE,SE,19.0,26.0,61.0,47.0,1009.9,1006.6,29.4,32.2,No,Yes,26,12,2008
26,87226,2008-12-27,Cairns,24.5,31.1,17.4,S,37.0,NW,ENE,7.0,11.0,92.0,72.0,1009.3,1005.8,26.2,30.2,Yes,Yes,27,12,2008
27,87227,2008-12-28,Cairns,24.1,30.2,26.8,NE,26.0,WSW,N,13.0,13.0,94.0,79.0,1008.4,1005.2,24.3,28.8,Yes,Yes,28,12,2008
28,87228,2008-12-29,Cairns,24.2,31.4,35.0,NNE,28.0,,N,0.0,17.0,78.0,73.0,1007.7,1004.6,28.3,29.5,Yes,No,29,12,2008
29,87229,2008-12-30,Cairns,25.7,31.9,0.0,N,28.0,WNW,N,6.0,13.0,65.0,75.0,1007.2,1004.1,30.4,29.2,No,Yes,30,12,2008
30,87230,2008-12-31,Cairns,23.2,30.1,54.8,N,37.0,WNW,NW,9.0,17.0,88.0,94.0,1007.3,1005.5,26.1,26.0,Yes,Yes,31,12,2008
31,87231,2009-01-01,Cairns,23.6,31.4,15.8,NNE,28.0,E,N,4.0,19.0,77.0,70.0,1008.1,1005.6,28.0,30.1,Yes,Yes,1,1,2009
32,87232,2009-01-02,Cairns,23.5,31.6,1.2,NNE,28.0,SE,NNE,9.0,11.0,68.0,70.0,1008.8,1006.8,30.1,30.5,Yes,No,2,1,2009
33,87233,2009-01-03,Cairns,25.0,31.6,0.0,NE,30.0,SE,NE,9.0,13.0,68.0,70.0,1009.4,1007.0,30.8,30.2,No,No,3,1,2009
34,87234,2009-01-04,Cairns,25.4,32.7,0.4,ENE,28.0,S,S,13.0,19.0,81.0,76.0,1009.3,1006.6,27.8,28.5,No,No,4,1,2009
35,87235,2009-01-05,Cairns,25.1,31.6,0.8,SE,33.0,SSE,S,13.0,13.0,78.0,87.0,1008.4,1005.7,27.8,27.0,No,Yes,5,1,2009
36,87236,2009-01-06,Cairns,24.3,32.4,7.4,SE,35.0,ESE,SE,2.0,24.0,80.0,63.0,1008.8,1004.4,28.1,31.1,Yes,No,6,1,2009
37,87237,2009-01-07,Cairns,25.4,32.4,0.0,S,30.0,W,S,9.0,7.0,71.0,68.0,1007.8,1004.2,28.4,30.3,No,No,7,1,2009
38,87238,2009-01-08,Cairns,24.7,31.4,0.2,NE,31.0,W,SW,9.0,6.0,71.0,67.0,1005.9,1003.2,29.0,30.3,No,No,8,1,2009
39,87239,2009-01-09,Cairns,24.7,29.6,0.6,S,44.0,S,E,17.0,11.0,91.0,86.0,1005.3,1001.9,24.9,27.2,No,Yes,9,1,2009
40,87240,2009-01-10,Cairns,22.1,27.6,68.2,S,35.0,SSE,NE,9.0,13.0,96.0,93.0,1005.0,1003.0,24.1,24.8,Yes,Yes,10,1,2009
41,87241,2009-01-11,Cairns,23.0,28.7,47.0,SSE,39.0,S,ESE,17.0,13.0,74.0,66.0,1006.7,1005.4,25.5,27.2,Yes,Yes,11,1,2009
42,87242,2009-01-12,Cairns,22.3,27.4,278.4,NW,59.0,SSE,NNW,17.0,11.0,96.0,98.0,1003.5,999.6,24.7,25.3,Yes,Yes,12,1,2009
43,87243,2009-01-13,Cairns,22.7,30.2,140.2,N,39.0,NNW,N,20.0,13.0,77.0,67.0,1002.7,1001.2,27.0,28.7,Yes,No,13,1,2009
44,87244,2009-01-14,Cairns,23.7,30.9,0.0,NE,30.0,SE,NE,11.0,15.0,69.0,66.0,1006.9,1005.5,28.9,30.2,No,No,14,1,2009
45,87245,2009-01-15,Cairns,24.3,31.6,0.0,WSW,28.0,ENE,NNE,6.0,13.0,73.0,69.0,1010.2,1008.7,29.0,30.0,No,Yes,15,1,2009
46,87246,2009-01-16,Cairns,24.5,31.4,10.4,ENE,33.0,ESE,SSE,9.0,15.0,73.0,89.0,1011.7,1010.2,29.8,26.8,Yes,Yes,16,1,2009
47,87247,2009-01-17,Cairns,24.1,31.4,12.8,NNE,28.0,SE,NNE,9.0,11.0,77.0,68.0,1011.6,1008.2,28.4,30.5,Yes,Yes,17,1,2009
48,87248,2009-01-18,Cairns,24.9,32.2,1.8,ESE,35.0,SSE,ESE,15.0,19.0,81.0,58.0,1011.4,1008.8,27.6,31.5,Yes,Yes,18,1,2009
49,87249,2009-01-19,Cairns,22.8,30.9,102.2,SE,43.0,SE,ESE,13.0,28.0,80.0,62.0,1012.3,1008.6,26.1,30.7,Yes,Yes,19,1,2009
50,87250,2009-01-20,Cairns,23.5,29.2,57.8,S,37.0,N,S,13.0,17.0,96.0,77.0,1012.2,1008.9,24.4,28.0,Yes,Yes,20,1,2009
51,87251,2009-01-21,Cairns,23.1,32.3,62.0,ESE,31.0,S,ESE,13.0,20.0,70.0,57.0,1011.4,1007.9,29.0,31.8,Yes,No,21,1,2009
52,87252,2009-01-22,Cairns,24.0,31.0,0.8,NNE,24.0,SE,N,9.0,17.0,68.0,76.0,1009.7,1007.3,29.8,29.8,No,Yes,22,1,2009
53,87253,2009-01-23,Cairns,25.2,31.0,3.4,NNE,22.0,,N,0.0,13.0,81.0,73.0,1011.7,1008.5,28.6,30.6,Yes,No,23,1,2009
54,87254,2009-01-24,Cairns,24.7,31.8,0.0,NNE,28.0,NNW,N,2.0,15.0,78.0,73.0,1011.7,1007.7,28.8,30.8,No,Yes,24,1,2009
55,87255,2009-01-25,Cairns,25.0,31.6,3.8,NNW,26.0,W,N,11.0,13.0,75.0,70.0,1009.6,1006.9,28.4,30.8,Yes,Yes,25,1,2009
56,87256,2009-01-26,Cairns,24.8,31.8,5.8,SE,35.0,SSE,E,22.0,7.0,82.0,61.0,1010.6,1007.8,27.1,31.3,Yes,No,26,1,2009
57,87257,2009-01-27,Cairns,25.1,31.5,0.0,ESE,37.0,SSE,ESE,15.0,22.0,73.0,62.0,1010.2,1006.2,28.1,30.4,No,No,27,1,2009
58,87258,2009-01-28,Cairns,24.0,32.1,0.0,ESE,37.0,SSE,ESE,15.0,17.0,71.0,56.0,1008.3,1004.7,26.9,30.6,No,Yes,28,1,2009
59,87259,2009-01-29,Cairns,23.0,31.5,11.8,SSE,35.0,SSE,ESE,17.0,20.0,69.0,60.0,1007.2,1003.5,27.6,31.1,Yes,No,29,1,2009
60,87260,2009-01-30,Cairns,23.8,31.7,0.0,SSE,43.0,SSE,NW,11.0,9.0,70.0,70.0,1005.1,1001.0,28.8,29.9,No,Yes,30,1,2009
61,87261,2009-01-31,Cairns,23.8,25.7,35.2,SSE,52.0,S,S,19.0,11.0,92.0,92.0,1004.9,1001.9,24.7,24.7,Yes,Yes,31,1,2009
62,87262,2009-02-01,Cairns,24.0,28.8,47.4,WNW,48.0,ENE,W,6.0,26.0,95.0,79.0,1002.6,999.0,24.3,26.3,Yes,Yes,1,2,2009
63,87263,2009-02-02,Cairns,24.1,30.7,18.2,WNW,33.0,NW,N,11.0,17.0,75.0,80.0,1001.6,998.8,28.8,29.8,Yes,Yes,2,2,2009
64,87264,2009-02-03,Cairns,24.4,29.5,6.6,SSE,24.0,,SSE,0.0,15.0,94.0,82.0,1002.2,998.6,26.0,28.3,Yes,Yes,3,2,2009
65,87265,2009-02-04,Cairns,24.1,30.2,37.2,NW,30.0,SE,SSE,13.0,15.0,96.0,73.0,1002.1,998.7,24.9,30.0,Yes,Yes,4,2,2009
66,87266,2009-02-05,Cairns,24.2,31.5,63.4,SE,41.0,SE,SSE,13.0,20.0,84.0,70.0,1001.9,998.8,27.1,30.5,Yes,Yes,5,2,2009
67,87267,2009-02-06,Cairns,24.4,30.5,48.4,SSE,35.0,SSE,NNE,9.0,13.0,89.0,82.0,1000.0,998.4,25.9,28.3,Yes,Yes,6,2,2009
68,87268,2009-02-07,Cairns,25.3,29.7,53.2,N,31.0,,N,0.0,17.0,94.0,83.0,1004.3,1002.2,27.0,29.1,Yes,Yes,7,2,2009
69,87269,2009-02-08,Cairns,24.6,29.9,121.6,S,22.0,NE,NNE,2.0,9.0,89.0,82.0,1006.2,1005.0,27.6,29.5,Yes,Yes,8,2,2009
70,87270,2009-02-09,Cairns,25.0,30.1,6.8,N,30.0,ENE,NNW,7.0,17.0,82.0,85.0,1009.3,1007.3,28.5,28.3,Yes,Yes,9,2,2009
71,87271,2009-02-10,Cairns,24.6,29.9,13.2,WNW,28.0,NNW,NNW,6.0,9.0,76.0,84.0,1010.3,1007.6,29.0,28.2,Yes,Yes,10,2,2009
72,87272,2009-02-11,Cairns,24.9,31.5,2.0,N,31.0,NNW,N,11.0,24.0,71.0,75.0,1009.4,1006.7,29.2,30.4,Yes,Yes,11,2,2009
73,87273,2009-02-12,Cairns,24.8,30.4,15.2,SSE,28.0,S,NNW,6.0,17.0,92.0,77.0,1008.8,1006.5,25.9,30.0,Yes,No,12,2,2009
74,87274,2009-02-13,Cairns,25.0,31.5,0.0,NNE,28.0,,N,0.0,17.0,77.0,73.0,1009.7,1007.3,28.2,30.6,No,Yes,13,2,2009
75,87275,2009-02-14,Cairns,24.2,30.7,69.2,W,30.0,W,NNE,7.0,13.0,89.0,75.0,1009.8,1006.4,26.3,30.1,Yes,No,14,2,2009
76,87276,2009-02-15,Cairns,24.4,31.9,0.0,N,26.0,W,N,9.0,17.0,76.0,77.0,1008.2,1004.7,29.1,30.6,No,No,15,2,2009
77,87277,2009-02-16,Cairns,24.7,32.7,0.0,N,28.0,ESE,N,6.0,19.0,71.0,69.0,1006.2,1003.3,29.6,30.9,No,No,16,2,2009
78,87278,2009-02-17,Cairns,23.8,33.5,0.0,NE,31.0,,NE,0.0,19.0,60.0,57.0,1005.1,1002.2,29.4,31.5,No,No,17,2,2009
79,87279,2009-02-18,Cairns,22.6,32.8,0.0,NE,28.0,,NNE,0.0,13.0,63.0,49.0,1005.5,1002.0,28.7,32.1,No,No,18,2,2009
80,87280,2009-02-19,Cairns,23.0,32.5,0.0,N,26.0,ESE,N,9.0,15.0,59.0,63.0,1007.7,1005.5,29.8,31.9,No,No,19,2,2009
81,87281,2009-02-20,Cairns,24.8,32.7,0.0,ENE,28.0,S,NE,13.0,17.0,70.0,63.0,1009.4,1006.3,30.0,31.6,No,No,20,2,2009
82,87282,2009-02-21,Cairns,25.1,33.0,0.0,ESE,35.0,S,ESE,15.0,13.0,65.0,60.0,1007.9,1004.2,29.5,31.4,No,Yes,21,2,2009
83,87283,2009-02-22,Cairns,24.2,31.0,27.4,S,35.0,S,ENE,15.0,20.0,83.0,72.0,1008.1,1005.5,27.8,30.2,Yes,Yes,22,2,2009
84,87284,2009-02-23,Cairns,23.8,31.2,28.4,NNE,33.0,WNW,NE,7.0,19.0,83.0,71.0,1009.5,1007.1,26.7,30.4,Yes,Yes,23,2,2009
85,87285,2009-02-24,Cairns,23.9,30.6,41.6,NNE,33.0,S,NNE,20.0,9.0,83.0,70.0,1011.1,1007.9,25.2,29.2,Yes,Yes,24,2,2009
86,87286,2009-02-25,Cairns,22.6,32.0,17.0,ENE,31.0,SE,ESE,13.0,20.0,85.0,61.0,1011.2,1007.7,24.7,30.7,Yes,No,25,2,2009
87,87287,2009-02-26,Cairns,24.7,31.2,0.0,SSE,35.0,S,SE,13.0,22.0,72.0,68.0,1010.1,1007.4,28.6,29.6,No,Yes,26,2,2009
88,87288,2009-02-27,Cairns,23.6,31.0,1.2,SE,44.0,SSE,SSE,17.0,28.0,70.0,71.0,1009.7,1007.2,28.0,29.2,Yes,Yes,27,2,2009
89,87289,2009-02-28,Cairns,24.6,32.0,2.0,ESE,44.0,SSE,SE,26.0,31.0,64.0,57.0,1010.5,1007.2,28.4,31.6,Yes,No,28,2,2009
90,87290,2009-03-01,Cairns,21.8,31.8,0.0,ESE,44.0,SSE,ESE,22.0,28.0,61.0,44.0,1010.6,1008.3,28.2,31.2,No,No,1,3,2009
91,87291,2009-03-02,Cairns,22.2,32.0,0.0,SE,48.0,SSE,ESE,20.0,31.0,61.0,53.0,1010.8,1007.4,27.7,30.9,No,No,2,3,2009
92,87292,2009-03-03,Cairns,24.6,32.5,0.0,SE,43.0,SSE,ESE,20.0,31.0,61.0,57.0,1011.7,1008.4,28.7,31.3,No,No,3,3,2009
93,87293,2009-03-04,Cairns,25.4,31.7,0.0,SE,43.0,SSE,SE,20.0,28.0,71.0,66.0,1010.6,1008.1,28.9,30.1,No,No,4,3,2009
94,87294,2009-03-05,Cairns,25.2,33.9,0.0,SE,43.0,SSE,ESE,17.0,31.0,70.0,50.0,1009.4,1006.0,29.3,32.3,No,Yes,5,3,2009
95,87295,2009-03-06,Cairns,24.8,26.9,15.2,SSE,48.0,SSE,SSE,20.0,31.0,93.0,100.0,1007.6,1005.0,25.3,24.0,Yes,Yes,6,3,2009
96,87296,2009-03-07,Cairns,23.4,30.4,86.4,SSE,50.0,SE,NNW,4.0,13.0,78.0,76.0,1005.6,1003.8,26.9,28.9,Yes,Yes,7,3,2009
97,87297,2009-03-08,Cairns,23.3,31.6,12.4,NNE,33.0,WSW,NE,7.0,24.0,77.0,71.0,1006.3,1003.9,28.0,30.5,Yes,Yes,8,3,2009
98,87298,2009-03-09,Cairns,23.8,30.9,2.6,NE,28.0,NNE,NE,4.0,17.0,74.0,73.0,1009.5,1006.3,28.4,30.1,Yes,No,9,3,2009
99,87299,2009-03-10,Cairns,24.6,31.3,0.0,,,W,E,6.0,13.0,88.0,73.0,1010.4,1007.3,26.2,30.1,No,Yes,10,3,2009
100,87300,2009-03-11,Cairns,24.9,31.8,3.4,ESE,33.0,SSE,SE,13.0,20.0,78.0,66.0,1011.1,1007.8,28.7,30.9,Yes,Yes,11,3,2009
101,87301,2009-03-12,Cairns,24.3,30.6,11.2,ESE,35.0,S,ESE,20.0,24.0,89.0,70.0,1012.4,1009.1,25.5,30.2,Yes,Yes,12,3,2009
102,87302,2009-03-13,Cairns,24.5,31.9,2.8,SE,35.0,SSE,SE,15.0,24.0,73.0,67.0,1011.9,1008.3,29.0,30.7,Yes,No,13,3,2009
103,87303,2009-03-14,Cairns,23.7,31.1,0.0,SE,37.0,SSE,SE,19.0,28.0,74.0,70.0,1011.0,1007.3,28.7,29.3,No,No,14,3,2009
104,87304,2009-03-15,Cairns,25.6,31.8,0.4,SE,39.0,SSE,ESE,22.0,26.0,73.0,61.0,1010.0,1006.9,28.7,31.0,No,No,15,3,2009
105,87305,2009-03-16,Cairns,22.6,31.7,0.0,SE,35.0,SSE,ESE,15.0,24.0,66.0,57.0,1009.1,1006.4,28.8,30.4,No,No,16,3,2009
106,87306,2009-03-17,Cairns,21.7,32.6,0.0,SE,33.0,SSE,ESE,13.0,24.0,70.0,50.0,1008.3,1005.5,27.2,31.7,No,No,17,3,2009
107,87307,2009-03-18,Cairns,24.8,31.5,0.0,SE,48.0,SSE,ESE,19.0,28.0,63.0,60.0,1008.6,1006.2,28.7,30.3,No,Yes,18,3,2009
108,87308,2009-03-19,Cairns,23.6,31.8,9.8,SE,48.0,SSE,SSE,24.0,19.0,72.0,62.0,1009.3,1005.7,27.5,30.4,Yes,No,19,3,2009
109,87309,2009-03-20,Cairns,24.1,32.5,0.0,ESE,41.0,SSE,ESE,24.0,24.0,67.0,56.0,1008.4,1005.2,28.5,31.7,No,No,20,3,2009
110,87310,2009-03-21,Cairns,24.6,32.4,0.0,SE,39.0,SSE,ESE,17.0,26.0,61.0,51.0,1009.0,1005.9,28.7,31.5,No,No,21,3,2009
111,87311,2009-03-22,Cairns,24.0,32.3,0.0,ESE,50.0,SSE,ESE,24.0,30.0,67.0,60.0,1010.2,1007.3,28.6,30.4,No,No,22,3,2009
112,87312,2009-03-23,Cairns,23.2,31.1,0.0,SE,48.0,SSE,SE,24.0,31.0,61.0,48.0,1012.1,1008.7,28.3,30.5,No,Yes,23,3,2009
113,87313,2009-03-24,Cairns,22.3,31.4,1.4,SE,44.0,SSE,ESE,24.0,30.0,66.0,53.0,1013.7,1011.1,27.4,30.0,Yes,No,24,3,2009
114,87314,2009-03-25,Cairns,22.6,31.1,0.0,SE,48.0,SSE,ESE,17.0,28.0,66.0,52.0,1015.5,1012.4,27.2,29.4,No,No,25,3,2009
115,87315,2009-03-26,Cairns,24.0,30.8,0.0,ESE,50.0,SSE,ESE,19.0,35.0,66.0,52.0,1015.8,1012.8,27.0,29.8,No,No,26,3,2009
116,87316,2009-03-27,Cairns,22.9,31.0,1.0,SE,43.0,SSE,SE,24.0,28.0,62.0,47.0,1014.6,1011.0,26.6,30.0,No,Yes,27,3,2009
117,87317,2009-03-28,Cairns,22.1,30.7,5.2,SE,56.0,SSE,SE,22.0,39.0,68.0,44.0,1013.8,1011.3,26.6,29.5,Yes,No,28,3,2009
118,87318,2009-03-29,Cairns,23.4,30.7,0.2,SE,56.0,SSE,ESE,24.0,30.0,65.0,58.0,1013.1,1010.0,27.0,28.7,No,No,29,3,2009
119,87319,2009-03-30,Cairns,20.5,31.3,0.0,SSE,35.0,SSE,ESE,17.0,20.0,65.0,47.0,1013.4,1009.7,26.5,30.5,No,No,30,3,2009
120,87320,2009-03-31,Cairns,17.7,29.5,0.0,NE,26.0,NNE,NNE,4.0,15.0,56.0,63.0,1012.2,1009.4,26.1,28.7,No,No,31,3,2009
121,87321,2009-04-01,Cairns,18.8,31.2,0.0,NNE,20.0,,N,0.0,13.0,70.0,51.0,1011.3,1008.8,25.8,29.4,No,No,1,4,2009
122,87322,2009-04-02,Cairns,19.9,30.4,0.0,N,26.0,SE,NNE,11.0,13.0,65.0,58.0,1012.3,1010.2,26.9,29.2,No,No,2,4,2009
123,87323,2009-04-03,Cairns,19.3,29.8,0.0,NE,28.0,E,NNE,4.0,15.0,63.0,64.0,1012.9,1010.4,26.3,28.9,No,No,3,4,2009
124,87324,2009-04-04,Cairns,19.4,32.2,0.0,SE,33.0,NW,E,2.0,24.0,71.0,49.0,1012.7,1009.4,26.6,30.9,No,No,4,4,2009
125,87325,2009-04-05,Cairns,21.0,33.1,0.0,ESE,43.0,SSE,E,15.0,28.0,62.0,62.0,1010.9,1008.5,28.6,30.0,No,No,5,4,2009
126,87326,2009-04-06,Cairns,22.5,32.6,0.0,SE,37.0,SSE,ESE,15.0,28.0,70.0,54.0,1011.2,1008.2,28.3,31.5,No,No,6,4,2009
127,87327,2009-04-07,Cairns,25.2,32.8,0.0,ESE,44.0,SSE,SE,20.0,30.0,66.0,64.0,1012.8,1010.4,28.6,30.1,No,Yes,7,4,2009
128,87328,2009-04-08,Cairns,24.6,30.2,2.4,SE,43.0,S,SSE,19.0,17.0,87.0,90.0,1013.7,1011.4,26.2,26.1,Yes,Yes,8,4,2009
129,87329,2009-04-09,Cairns,23.2,30.0,45.2,SE,41.0,S,ESE,17.0,24.0,89.0,69.0,1013.7,1010.7,25.5,29.2,Yes,Yes,9,4,2009
130,87330,2009-04-10,Cairns,23.6,29.9,43.2,SE,39.0,S,SE,20.0,22.0,83.0,62.0,1013.9,1011.1,25.7,28.4,Yes,Yes,10,4,2009
131,87331,2009-04-11,Cairns,24.3,31.0,1.6,S,35.0,S,SE,22.0,24.0,77.0,69.0,1014.4,1012.1,26.7,29.6,Yes,Yes,11,4,2009
132,87332,2009-04-12,Cairns,23.2,29.9,14.8,ESE,43.0,SSE,SSE,19.0,22.0,80.0,69.0,1014.1,1011.0,26.9,29.0,Yes,Yes,12,4,2009
133,87333,2009-04-13,Cairns,24.3,31.4,3.2,E,39.0,SSE,SSE,17.0,17.0,84.0,82.0,1010.8,1007.6,27.7,28.4,Yes,Yes,13,4,2009
134,87334,2009-04-14,Cairns,24.1,29.7,4.8,SE,31.0,S,SSE,13.0,17.0,83.0,81.0,1010.8,1007.4,26.7,28.1,Yes,Yes,14,4,2009
135,87335,2009-04-15,Cairns,24.2,31.0,2.6,ESE,31.0,SE,NE,11.0,15.0,75.0,72.0,1011.3,1007.7,29.0,30.0,Yes,No,15,4,2009
136,87336,2009-04-16,Cairns,24.7,30.2,0.2,SE,28.0,SE,NE,13.0,11.0,78.0,70.0,1011.0,1007.7,28.3,29.6,No,No,16,4,2009
137,87337,2009-04-17,Cairns,24.2,30.4,0.2,SSE,35.0,SSE,WSW,19.0,4.0,79.0,80.0,1011.8,1009.7,26.6,27.1,No,Yes,17,4,2009
138,87338,2009-04-18,Cairns,22.8,30.0,15.8,SE,39.0,SSE,SE,17.0,28.0,70.0,54.0,1014.5,1012.1,27.1,28.7,Yes,No,18,4,2009
139,87339,2009-04-19,Cairns,20.6,29.7,0.0,E,31.0,S,ENE,15.0,17.0,62.0,51.0,1013.1,1010.1,26.9,29.1,No,No,19,4,2009
140,87340,2009-04-20,Cairns,19.6,29.2,0.0,SE,24.0,WNW,ENE,4.0,13.0,71.0,56.0,1011.9,1008.9,25.5,28.1,No,No,20,4,2009
141,87341,2009-04-21,Cairns,19.3,29.9,0.0,E,33.0,SE,ESE,15.0,22.0,65.0,50.0,1012.8,1009.6,26.3,29.3,No,No,21,4,2009
142,87342,2009-04-22,Cairns,20.2,30.2,0.0,SE,46.0,S,ESE,20.0,35.0,57.0,48.0,1013.8,1010.8,26.3,28.5,No,No,22,4,2009
143,87343,2009-04-23,Cairns,19.2,30.2,0.0,SE,44.0,SSE,SE,22.0,24.0,57.0,51.0,1013.9,1011.0,25.9,29.1,No,No,23,4,2009
144,87344,2009-04-24,Cairns,21.1,30.3,0.0,E,33.0,SSE,SE,17.0,22.0,66.0,49.0,1013.9,1010.6,26.0,29.3,No,No,24,4,2009
145,87345,2009-04-25,Cairns,18.7,29.8,0.0,ENE,31.0,SW,ENE,6.0,24.0,77.0,50.0,1014.1,1010.6,23.1,28.9,No,No,25,4,2009
146,87346,2009-04-26,Cairns,18.8,31.4,0.0,SE,26.0,SE,NNE,13.0,15.0,65.0,54.0,1013.6,1010.0,25.1,29.7,No,No,26,4,2009
147,87347,2009-04-27,Cairns,20.6,31.6,0.0,ESE,41.0,SSE,SE,15.0,31.0,65.0,52.0,1014.1,1011.6,27.7,29.8,No,No,27,4,2009
148,87348,2009-04-28,Cairns,20.0,31.0,0.0,SE,44.0,SSE,SE,20.0,30.0,60.0,36.0,1016.2,1012.9,26.8,29.9,No,No,28,4,2009
149,87349,2009-04-29,Cairns,22.1,30.2,0.0,SE,48.0,SSE,ESE,20.0,30.0,64.0,52.0,1015.6,1012.0,26.3,29.1,No,No,29,4,2009
150,87350,2009-04-30,Cairns,21.3,30.3,0.0,SE,46.0,SSE,ESE,19.0,28.0,61.0,54.0,1014.6,1012.3,26.6,28.9,No,No,30,4,2009
151,87351,2009-05-01,Cairns,20.3,30.1,0.0,SE,50.0,SSE,SE,20.0,31.0,59.0,45.0,1015.9,1013.0,26.4,29.0,No,No,1,5,2009
152,87352,2009-05-02,Cairns,23.0,27.4,0.2,SSE,37.0,S,SSE,17.0,17.0,74.0,63.0,1016.3,1013.4,25.2,26.6,No,No,2,5,2009
