,Unnamed: 0,Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Day,Month,Year
38,111649,2009-02-08,Witchcliffe,9.8,25.4,0.2,SE,48.0,E,SSE,17.0,26.0,56.0,44.0,1022.4,1019.3,16.2,24.6,No,No,8,2,2009
39,111650,2009-02-09,Witchcliffe,12.0,30.8,0.0,ESE,37.0,ESE,ESE,17.0,17.0,65.0,30.0,1021.4,1018.2,17.4,29.7,No,No,9,2,2009
40,111651,2009-02-10,Witchcliffe,15.6,31.9,0.0,ENE,33.0,ENE,E,15.0,7.0,54.0,30.0,1018.9,1016.2,20.1,30.9,No,No,10,2,2009
41,111652,2009-02-11,Witchcliffe,11.9,35.8,0.0,N,44.0,ENE,NNW,11.0,20.0,43.0,20.0,1013.4,1010.5,24.4,35.2,No,No,11,2,2009
42,111653,2009-02-12,Witchcliffe,19.1,28.9,0.0,SSW,48.0,ENE,ESE,7.0,9.0,39.0,76.0,1007.8,1010.1,26.5,21.2,No,Yes,12,2,2009
43,111654,2009-02-13,Witchcliffe,16.0,21.8,1.4,SE,67.0,SE,SE,22.0,31.0,59.0,49.0,1019.1,1018.1,17.8,20.5,Yes,No,13,2,2009
44,111655,2009-02-14,Witchcliffe,16.4,29.6,0.0,SE,56.0,SE,SSE,30.0,26.0,78.0,53.0,1014.4,1009.6,18.8,27.4,No,Yes,14,2,2009
45,111656,2009-02-15,Witchcliffe,17.2,29.1,3.8,SSE,33.0,SE,SW,15.0,17.0,75.0,47.0,1008.6,1008.2,20.6,27.2,Yes,No,15,2,2009
46,111657,2009-02-16,Witchcliffe,15.1,24.0,0.2,S,39.0,SW,SSW,9.0,22.0,69.0,59.0,1011.8,1012.5,20.7,21.1,No,No,16,2,2009
47,111658,2009-02-17,Witchcliffe,14.4,23.7,0.0,SSE,44.0,S,SSE,20.0,24.0,71.0,54.0,1016.1,1015.6,18.5,22.6,No,No,17,2,2009
48,111659,2009-02-18,Witchcliffe,10.5,24.7,0.0,S,46.0,ESE,SSE,15.0,26.0,64.0,44.0,1017.6,1014.9,16.4,24.2,No,No,18,2,2009
49,111660,2009-02-19,Witchcliffe,9.7,25.8,0.0,SSE,46.0,ESE,SSE,13.0,24.0,72.0,46.0,1017.7,1016.1,15.0,24.2,No,No,19,2,2009
50,111661,2009-02-20,Witchcliffe,12.3,31.3,0.0,SSE,39.0,SE,SSE,13.0,22.0,69.0,38.0,1018.9,1016.1,17.0,30.1,No,No,20,2,2009
51,111662,2009-02-21,Witchcliffe,14.5,33.5,0.0,S,35.0,ESE,WNW,4.0,13.0,51.0,29.0,1013.0,1010.8,22.7,31.3,No,No,21,2,2009
52,111663,2009-02-22,Witchcliffe,16.2,23.4,0.0,SSE,46.0,S,SSE,22.0,28.0,60.0,46.0,1016.1,1015.9,19.4,21.7,No,No,22,2,2009
53,111664,2009-02-23,Witchcliffe,9.6,29.3,0.0,SE,31.0,SE,ESE,11.0,9.0,70.0,33.0,1016.4,1011.7,13.4,28.7,No,No,23,2,2009
54,111665,2009-02-24,Witchcliffe,13.3,20.8,0.0,SW,37.0,SW,WSW,19.0,19.0,79.0,58.0,1005.7,1006.9,19.6,19.7,No,Yes,24,2,2009
55,111666,2009-02-25,Witchcliffe,14.9,20.5,3.2,W,54.0,NW,WSW,9.0,24.0,94.0,56.0,1005.2,1005.1,15.8,17.5,Yes,Yes,25,2,2009
56,111667,2009-02-26,Witchcliffe,12.8,20.8,2.8,SW,31.0,SW,SSW,15.0,20.0,55.0,58.0,1016.3,1017.7,16.4,18.3,Yes,No,26,2,2009
57,111668,2009-02-27,Witchcliffe,6.8,24.3,0.2,S,31.0,NE,ESE,4.0,7.0,71.0,41.0,1019.1,1016.0,14.5,22.8,No,No,27,2,2009
58,111669,2009-02-28,Witchcliffe,14.0,25.5,0.0,SSE,54.0,SE,SE,19.0,31.0,70.0,54.0,1015.9,1011.4,17.1,24.2,No,Yes,28,2,2009
59,111670,2009-03-01,Witchcliffe,15.7,25.8,27.4,S,39.0,ENE,SSW,13.0,11.0,94.0,76.0,1007.4,1004.5,17.9,24.2,Yes,Yes,1,3,2009
60,111671,2009-03-02,Witchcliffe,15.1,19.4,2.0,SSW,57.0,SSW,SSE,24.0,28.0,75.0,41.0,1010.5,1013.9,15.8,18.8,Yes,No,2,3,2009
61,111672,2009-03-03,Witchcliffe,13.1,20.3,0.2,SSE,43.0,SSE,SSE,15.0,24.0,53.0,45.0,1026.1,1026.6,15.5,19.6,No,No,3,3,2009
62,111673,2009-03-04,Witchcliffe,6.5,26.0,0.0,SSE,37.0,ESE,ESE,7.0,13.0,70.0,32.0,1030.2,1026.2,12.2,25.2,No,No,4,3,2009
63,111674,2009-03-05,Witchcliffe,8.4,28.9,0.0,SE,30.0,SE,W,7.0,17.0,76.0,34.0,1025.7,1023.0,15.2,27.6,No,No,5,3,2009
64,111675,2009-03-06,Witchcliffe,15.2,24.2,0.2,SSE,54.0,SE,SSE,20.0,28.0,84.0,53.0,1023.3,1021.9,17.9,23.5,No,No,6,3,2009
65,111676,2009-03-07,Witchcliffe,11.1,28.0,0.2,E,31.0,ESE,ENE,15.0,11.0,78.0,36.0,1023.2,1019.9,13.7,26.9,No,No,7,3,2009
66,111677,2009-03-08,Witchcliffe,11.1,30.1,0.0,N,28.0,ENE,NNE,7.0,11.0,63.0,29.0,1018.0,1016.0,17.4,29.4,No,No,8,3,2009
67,111678,2009-03-09,Witchcliffe,9.8,31.7,0.0,WNW,26.0,,W,0.0,17.0,77.0,28.0,1017.0,1015.8,17.1,30.4,No,No,9,3,2009
68,111679,2009-03-10,Witchcliffe,11.4,35.1,0.0,NW,35.0,SE,WNW,6.0,19.0,77.0,26.0,1014.5,1012.6,17.7,33.2,No,No,10,3,2009
69,111680,2009-03-11,Witchcliffe,12.6,22.9,0.0,S,39.0,S,SSE,15.0,22.0,78.0,64.0,1014.3,1015.7,20.6,19.9,No,No,11,3,2009
70,111681,2009-03-12,Witchcliffe,8.7,22.8,0.0,SW,35.0,ESE,S,6.0,22.0,71.0,44.0,1017.6,1015.9,15.1,21.5,No,No,12,3,2009
71,111682,2009-03-13,Witchcliffe,10.0,21.6,0.0,S,43.0,SSE,SSE,13.0,24.0,57.0,41.0,1021.4,1022.2,17.8,20.2,No,No,13,3,2009
72,111683,2009-03-14,Witchcliffe,7.5,25.7,0.0,SSE,39.0,SE,SE,11.0,17.0,69.0,33.0,1024.8,1019.9,12.2,24.2,No,No,14,3,2009
73,111684,2009-03-15,Witchcliffe,11.0,32.5,0.0,NE,30.0,ESE,ESE,9.0,11.0,67.0,30.0,1016.9,1012.8,15.6,31.2,No,No,15,3,2009
74,111685,2009-03-16,Witchcliffe,13.1,29.0,0.0,NNW,35.0,N,NW,15.0,20.0,93.0,55.0,1011.4,1010.6,19.7,26.1,No,No,16,3,2009
75,111686,2009-03-17,Witchcliffe,17.8,23.5,0.2,,,WNW,WNW,20.0,30.0,75.0,61.0,1010.4,1010.7,19.7,21.3,No,,17,3,2009
76,111687,2009-03-18,Witchcliffe,,20.5,,SW,39.0,SW,SW,11.0,15.0,56.0,56.0,1017.5,1018.0,16.5,18.4,,No,18,3,2009
77,111688,2009-03-19,Witchcliffe,13.9,22.5,0.0,NW,41.0,WNW,WNW,11.0,19.0,57.0,56.0,1016.9,1013.6,17.2,20.1,No,No,19,3,2009
78,111689,2009-03-20,Witchcliffe,17.2,21.4,0.0,WSW,43.0,WNW,WSW,17.0,20.0,73.0,66.0,1009.0,1010.3,18.8,18.5,No,Yes,20,3,2009
79,111690,2009-03-21,Witchcliffe,10.9,20.5,2.4,WNW,26.0,,W,,17.0,80.0,54.0,1017.4,1017.2,14.2,18.9,Yes,No,21,3,2009
80,111691,2009-03-22,Witchcliffe,11.4,22.2,0.0,W,30.0,N,W,6.0,13.0,72.0,54.0,1015.6,1014.6,15.6,20.1,No,Yes,22,3,2009
81,111692,2009-03-23,Witchcliffe,13.9,22.3,10.6,W,30.0,,SW,0.0,15.0,99.0,57.0,1013.7,1013.9,17.1,20.9,Yes,No,23,3,2009
82,111693,2009-03-24,Witchcliffe,13.1,23.4,0.2,WNW,30.0,WNW,WNW,9.0,15.0,68.0,77.0,1016.2,1015.4,18.8,20.4,No,No,24,3,2009
83,111694,2009-03-25,Witchcliffe,9.8,22.8,0.2,SSE,28.0,,SSW,0.0,11.0,91.0,53.0,1021.1,1021.0,15.0,21.9,No,No,25,3,2009
84,111695,2009-03-26,Witchcliffe,8.0,26.8,0.0,WSW,28.0,SE,WSW,6.0,17.0,96.0,44.0,1024.7,1021.6,12.8,25.3,No,No,26,3,2009
85,111696,2009-03-27,Witchcliffe,9.8,27.3,0.0,SSW,30.0,,SSW,0.0,17.0,99.0,56.0,1019.8,1017.9,16.9,25.6,No,No,27,3,2009
86,111697,2009-03-28,Witchcliffe,15.9,19.9,0.0,SSW,50.0,SSW,SSE,11.0,24.0,82.0,78.0,1021.1,1022.0,19.1,17.9,No,Yes,28,3,2009
87,111698,2009-03-29,Witchcliffe,12.4,20.4,2.2,SE,44.0,SE,SE,19.0,24.0,62.0,53.0,1026.0,1023.0,16.1,19.2,Yes,No,29,3,2009
88,111699,2009-03-30,Witchcliffe,10.8,24.0,0.0,S,39.0,SE,SSE,13.0,20.0,74.0,56.0,1019.4,1015.8,15.3,21.4,No,No,30,3,2009
89,111700,2009-03-31,Witchcliffe,10.6,20.6,0.0,SSE,41.0,SSE,S,13.0,22.0,65.0,91.0,1019.4,1020.2,17.2,13.9,No,No,31,3,2009
90,111701,2009-04-01,Witchcliffe,4.0,18.9,0.8,SE,31.0,S,S,13.0,17.0,55.0,36.0,1025.7,1023.9,14.4,18.1,No,No,1,4,2009
91,111702,2009-04-02,Witchcliffe,5.1,19.9,0.0,SSE,35.0,N,SSE,11.0,24.0,55.0,63.0,1026.3,1026.1,15.0,17.2,No,No,2,4,2009
92,111703,2009-04-03,Witchcliffe,7.9,23.0,0.0,SSE,35.0,E,SE,11.0,20.0,59.0,44.0,1031.3,1027.7,15.7,22.1,No,No,3,4,2009
93,111704,2009-04-04,Witchcliffe,7.3,25.2,0.0,SSE,43.0,ESE,SSE,9.0,22.0,71.0,50.0,1031.0,1028.0,14.4,22.3,No,No,4,4,2009
94,111705,2009-04-05,Witchcliffe,8.7,24.6,0.0,SSE,33.0,ESE,S,13.0,22.0,72.0,48.0,1031.4,1027.0,13.9,22.2,No,No,5,4,2009
95,111706,2009-04-06,Witchcliffe,6.8,27.1,0.0,SSE,33.0,ENE,NE,9.0,11.0,70.0,30.0,1027.2,1022.7,16.0,26.7,No,No,6,4,2009
96,111707,2009-04-07,Witchcliffe,6.5,28.5,0.2,N,35.0,NE,N,13.0,17.0,53.0,27.0,1023.3,1020.1,21.1,27.9,No,No,7,4,2009
97,111708,2009-04-08,Witchcliffe,10.3,29.2,0.0,SE,31.0,,WSW,0.0,11.0,99.0,28.0,1020.0,1018.1,16.8,28.2,No,No,8,4,2009
98,111709,2009-04-09,Witchcliffe,13.8,22.5,0.0,SSE,43.0,SE,SSE,15.0,28.0,76.0,62.0,1021.6,1019.2,18.0,20.1,No,No,9,4,2009
99,111710,2009-04-10,Witchcliffe,11.7,27.8,0.0,S,30.0,ESE,SE,11.0,17.0,77.0,47.0,1018.1,1013.6,16.7,26.2,No,No,10,4,2009
100,111711,2009-04-11,Witchcliffe,15.6,25.7,0.4,SSE,39.0,SSE,SSE,24.0,22.0,78.0,59.0,1014.7,1013.4,18.0,24.9,No,No,11,4,2009
101,111712,2009-04-12,Witchcliffe,15.9,31.1,0.0,E,43.0,ESE,SSE,17.0,24.0,65.0,52.0,1019.4,1016.5,20.6,26.7,No,No,12,4,2009
102,111713,2009-04-13,Witchcliffe,13.0,28.9,0.0,SSE,37.0,SE,SSE,17.0,17.0,78.0,60.0,1017.5,1013.6,17.0,23.1,No,No,13,4,2009
103,111714,2009-04-14,Witchcliffe,16.3,21.1,0.0,SE,50.0,SE,SSE,19.0,26.0,70.0,51.0,1018.4,1018.1,19.5,20.3,No,No,14,4,2009
104,111715,2009-04-15,Witchcliffe,8.9,20.1,0.0,SSE,46.0,E,SSE,13.0,24.0,59.0,51.0,1022.4,1019.3,14.6,18.8,No,No,15,4,2009
105,111716,2009-04-16,Witchcliffe,6.0,21.7,0.0,SSE,30.0,E,SSE,6.0,17.0,76.0,54.0,1019.2,1015.5,14.3,20.5,No,No,16,4,2009
106,111717,2009-04-17,Witchcliffe,10.9,22.7,0.0,SE,37.0,SE,SE,13.0,19.0,86.0,59.0,1016.6,1014.9,14.5,21.3,No,No,17,4,2009
107,111718,2009-04-18,Witchcliffe,11.2,28.6,0.2,SSW,44.0,ESE,WNW,9.0,13.0,79.0,47.0,1016.6,1015.2,17.7,25.5,No,No,18,4,2009
108,111719,2009-04-19,Witchcliffe,10.9,25.9,0.0,SSE,30.0,SSE,S,7.0,19.0,99.0,65.0,1016.5,1014.3,18.8,23.0,No,No,19,4,2009
109,111720,2009-04-20,Witchcliffe,14.0,23.1,0.0,SSE,31.0,SSE,SSE,15.0,17.0,71.0,55.0,1016.3,1013.6,18.3,21.7,No,No,20,4,2009
110,111721,2009-04-21,Witchcliffe,15.1,24.6,0.0,SW,28.0,ESE,SSW,6.0,17.0,99.0,64.0,1011.0,1008.2,16.0,22.3,No,Yes,21,4,2009
111,111722,2009-04-22,Witchcliffe,10.2,18.1,1.6,S,48.0,S,SSW,22.0,22.0,62.0,40.0,1014.9,1017.0,15.3,16.2,Yes,No,22,4,2009
112,111723,2009-04-23,Witchcliffe,12.3,19.1,0.0,SW,33.0,SSW,SW,9.0,15.0,69.0,87.0,1024.7,1023.3,14.9,15.7,No,Yes,23,4,2009
113,111724,2009-04-24,Witchcliffe,13.2,20.3,1.4,W,33.0,WSW,WSW,11.0,19.0,75.0,61.0,1023.7,1022.2,17.4,19.4,Yes,No,24,4,2009
114,111725,2009-04-25,Witchcliffe,14.1,21.0,0.4,WSW,26.0,SSW,SSW,6.0,15.0,82.0,74.0,1024.3,1023.0,17.0,18.6,No,No,25,4,2009
115,111726,2009-04-26,Witchcliffe,11.6,20.4,0.4,SSE,26.0,E,SSE,7.0,13.0,83.0,65.0,1024.4,1022.6,16.3,18.8,No,No,26,4,2009
116,111727,2009-04-27,Witchcliffe,9.0,22.1,0.0,SSE,28.0,ENE,SSE,7.0,15.0,87.0,54.0,1022.4,1020.6,14.3,20.6,No,No,27,4,2009
117,111728,2009-04-28,Witchcliffe,6.3,24.0,0.0,SSE,28.0,ESE,SSE,7.0,15.0,72.0,49.0,1026.4,1023.1,16.2,23.4,No,No,28,4,2009
118,111729,2009-04-29,Witchcliffe,8.6,23.2,0.0,SSW,31.0,SSE,SSW,6.0,17.0,99.0,56.0,1022.1,1021.5,14.7,20.3,No,No,29,4,2009
119,111730,2009-04-30,Witchcliffe,8.2,18.9,0.0,S,33.0,SSE,SSE,2.0,17.0,67.0,47.0,1027.3,1026.2,14.0,17.7,No,No,30,4,2009
120,111731,2009-05-01,Witchcliffe,2.1,21.0,0.0,SSE,28.0,ENE,ESE,4.0,19.0,86.0,45.0,1030.8,1028.1,12.1,19.9,No,No,1,5,2009
121,111732,2009-05-02,Witchcliffe,4.7,24.6,0.0,WSW,24.0,ESE,SW,9.0,9.0,96.0,37.0,1029.2,1025.6,9.9,22.6,No,No,2,5,2009
122,111733,2009-05-03,Witchcliffe,6.8,23.9,0.2,SE,20.0,ESE,SSE,7.0,9.0,98.0,41.0,1027.5,1024.9,11.5,22.6,No,No,3,5,2009
123,111734,2009-05-04,Witchcliffe,5.3,26.7,0.0,W,52.0,,WSW,0.0,13.0,99.0,30.0,1027.5,1025.6,13.7,24.6,No,No,4,5,2009
124,111735,2009-05-05,Witchcliffe,5.7,27.1,0.0,ENE,50.0,,NW,0.0,9.0,99.0,27.0,1029.8,1027.7,12.0,26.3,No,No,5,5,2009
125,111736,2009-05-06,Witchcliffe,6.4,25.3,0.2,NNE,33.0,ESE,NNE,6.0,9.0,56.0,30.0,1031.1,1028.6,17.0,23.5,No,No,6,5,2009
126,111737,2009-05-07,Witchcliffe,5.6,25.3,0.0,NNE,31.0,NNE,N,15.0,13.0,52.0,32.0,1029.9,1027.1,17.4,24.2,No,No,7,5,2009
127,111738,2009-05-08,Witchcliffe,7.0,23.1,0.0,N,20.0,E,NW,4.0,2.0,65.0,45.0,1029.2,1026.5,15.2,21.1,No,No,8,5,2009
128,111739,2009-05-09,Witchcliffe,5.7,24.9,0.0,N,35.0,NNE,NNW,11.0,22.0,56.0,35.0,1025.1,1021.7,17.5,23.0,No,No,9,5,2009
129,111740,2009-05-10,Witchcliffe,10.3,20.8,0.0,WNW,28.0,N,W,7.0,6.0,63.0,62.0,1019.7,1019.1,16.3,19.7,No,Yes,10,5,2009
130,111741,2009-05-11,Witchcliffe,11.4,20.4,1.2,SSE,37.0,ESE,SE,13.0,20.0,89.0,57.0,1024.8,1024.1,15.2,18.2,Yes,No,11,5,2009
131,111742,2009-05-12,Witchcliffe,5.5,20.2,0.0,ESE,37.0,E,ESE,7.0,19.0,75.0,46.0,1029.6,1027.1,13.3,19.3,No,No,12,5,2009
132,111743,2009-05-13,Witchcliffe,4.0,19.9,0.2,SSE,28.0,SE,SSE,7.0,19.0,98.0,44.0,1029.6,1026.1,10.0,19.3,No,No,13,5,2009
133,111744,2009-05-14,Witchcliffe,5.0,20.7,0.2,SSE,26.0,,SE,0.0,11.0,94.0,43.0,1027.0,1023.6,10.2,20.1,No,No,14,5,2009
134,111745,2009-05-15,Witchcliffe,2.2,22.4,0.0,W,20.0,,W,0.0,11.0,99.0,42.0,1024.6,1021.5,9.2,21.1,No,No,15,5,2009
135,111746,2009-05-16,Witchcliffe,1.5,22.6,0.0,SW,19.0,SSE,W,4.0,11.0,99.0,34.0,1022.7,1020.2,8.6,21.8,No,No,16,5,2009
136,111747,2009-05-17,Witchcliffe,1.8,24.0,0.0,W,20.0,,W,,9.0,99.0,35.0,1019.0,1014.9,9.9,23.0,No,No,17,5,2009
137,111748,2009-05-18,Witchcliffe,5.7,22.6,0.0,WNW,33.0,N,WNW,4.0,17.0,99.0,53.0,1014.9,1012.8,14.1,20.2,No,Yes,18,5,2009
138,111749,2009-05-19,Witchcliffe,13.0,21.7,2.0,WSW,28.0,W,WNW,11.0,13.0,67.0,51.0,1015.5,1014.3,18.9,21.0,Yes,No,19,5,2009
139,111750,2009-05-20,Witchcliffe,10.8,21.9,0.0,NNW,65.0,NNW,WNW,20.0,20.0,67.0,87.0,1009.9,1006.4,18.7,16.6,No,Yes,20,5,2009
140,111751,2009-05-21,Witchcliffe,14.8,20.1,47.0,NNW,70.0,NNW,WNW,35.0,28.0,68.0,75.0,992.9,993.5,20.0,13.2,Yes,Yes,21,5,2009
141,111752,2009-05-22,Witchcliffe,10.2,15.3,12.4,WSW,83.0,WSW,WSW,31.0,31.0,59.0,69.0,999.6,1001.9,12.1,11.9,Yes,Yes,22,5,2009
142,111753,2009-05-23,Witchcliffe,9.6,15.0,17.0,SW,63.0,S,S,20.0,20.0,64.0,53.0,1009.3,1010.9,12.5,14.4,Yes,No,23,5,2009
143,111754,2009-05-24,Witchcliffe,8.3,17.0,0.4,SSE,31.0,,S,0.0,9.0,92.0,67.0,1018.4,1018.0,12.8,15.7,No,No,24,5,2009
144,111755,2009-05-25,Witchcliffe,3.3,17.9,0.0,N,28.0,,ENE,0.0,11.0,99.0,54.0,1021.4,1018.8,9.9,17.1,No,No,25,5,2009
145,111756,2009-05-26,Witchcliffe,5.5,19.6,0.0,ENE,24.0,ESE,SE,7.0,11.0,76.0,44.0,1020.1,1017.6,10.8,19.0,No,No,26,5,2009
146,111757,2009-05-27,Witchcliffe,5.5,20.8,0.2,ENE,24.0,ENE,ENE,9.0,11.0,65.0,43.0,1019.8,1017.4,12.3,20.7,No,No,27,5,2009
147,111758,2009-05-28,Witchcliffe,5.9,21.3,0.0,ENE,24.0,SE,E,6.0,11.0,76.0,40.0,1021.4,1018.9,10.8,20.7,No,No,28,5,2009
148,111759,2009-05-29,Witchcliffe,4.0,22.0,0.0,NE,24.0,E,NNE,6.0,13.0,79.0,45.0,1021.5,1019.0,11.7,21.1,No,No,29,5,2009
149,111760,2009-05-30,Witchcliffe,8.3,20.6,0.0,NE,46.0,NE,NNE,11.0,13.0,56.0,59.0,1018.1,1016.1,15.2,18.7,No,Yes,30,5,2009
