,Unnamed: 0,Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Day,Month,Year
11,102564,2009-01-12,Nuriootpa,13.0,32.4,0.0,SE,44.0,E,N,20.0,7.0,47.0,19.0,1016.9,1014.1,19.0,30.0,No,No,12,1,2009
12,102565,2009-01-13,Nuriootpa,17.9,40.3,0.0,NNW,48.0,N,NW,20.0,33.0,11.0,4.0,1011.3,1008.2,31.0,38.7,No,No,13,1,2009
13,102566,2009-01-14,Nuriootpa,17.2,34.8,0.0,WNW,35.0,NW,WNW,2.0,17.0,75.0,19.0,1012.0,1009.8,20.6,33.8,No,No,14,1,2009
14,102567,2009-01-15,Nuriootpa,10.8,27.3,0.0,SSW,39.0,SSW,SSW,11.0,17.0,61.0,25.0,1018.5,1017.2,16.8,26.4,No,No,15,1,2009
15,102568,2009-01-16,Nuriootpa,7.9,27.5,0.0,SSE,41.0,SSE,SW,17.0,20.0,57.0,22.0,1022.3,1020.1,16.9,26.6,No,No,16,1,2009
16,102569,2009-01-17,Nuriootpa,10.2,26.6,0.0,ESE,39.0,E,SSE,17.0,13.0,48.0,16.0,1023.0,1019.8,14.2,25.2,No,No,17,1,2009
17,102570,2009-01-18,Nuriootpa,14.2,31.6,0.0,SE,35.0,E,ENE,15.0,17.0,29.0,10.0,1019.2,1015.7,21.1,30.1,No,No,18,1,2009
18,102571,2009-01-19,Nuriootpa,12.3,38.0,0.0,WSW,48.0,NE,WSW,9.0,24.0,17.0,5.0,1012.4,1008.7,28.1,37.2,No,No,19,1,2009
19,102572,2009-01-20,Nuriootpa,13.5,36.3,0.0,WSW,52.0,NE,SW,9.0,19.0,20.0,10.0,1007.6,1008.5,29.2,33.9,No,No,20,1,2009
20,102573,2009-01-21,Nuriootpa,14.1,30.7,0.0,WSW,37.0,ENE,SW,11.0,15.0,54.0,30.0,1010.9,1007.3,19.5,29.6,No,No,21,1,2009
21,102574,2009-01-22,Nuriootpa,11.9,29.5,0.0,WSW,67.0,WNW,W,30.0,37.0,20.0,44.0,1003.0,1003.3,24.2,26.0,No,No,22,1,2009
22,102575,2009-01-23,Nuriootpa,9.4,29.0,0.0,W,56.0,NNE,WNW,17.0,26.0,51.0,22.0,1008.1,1004.2,17.2,29.0,No,No,23,1,2009
23,102576,2009-01-24,Nuriootpa,14.6,27.0,1.0,W,50.0,WSW,SW,20.0,17.0,63.0,30.0,1012.6,1012.7,16.8,24.4,No,No,24,1,2009
24,102577,2009-01-25,Nuriootpa,10.7,32.9,0.0,SE,26.0,ENE,WSW,15.0,13.0,54.0,13.0,1017.4,1016.0,17.7,30.9,No,No,25,1,2009
25,102578,2009-01-26,Nuriootpa,13.7,33.9,0.0,SE,39.0,E,ESE,20.0,17.0,49.0,16.0,1019.8,1016.9,20.1,31.2,No,No,26,1,2009
26,102579,2009-01-27,Nuriootpa,16.1,41.7,0.0,NE,31.0,NE,NNW,13.0,11.0,20.0,5.0,1014.8,1010.7,29.9,40.0,No,No,27,1,2009
27,102580,2009-01-28,Nuriootpa,21.1,44.1,0.0,N,70.0,NNE,NW,19.0,17.0,11.0,8.0,1009.2,1006.6,35.8,41.8,No,No,28,1,2009
28,102581,2009-01-29,Nuriootpa,26.9,42.5,0.0,NW,48.0,NNW,N,15.0,15.0,17.0,9.0,1010.7,1008.5,34.9,41.4,No,No,29,1,2009
29,102582,2009-01-30,Nuriootpa,22.0,41.9,0.0,NNW,54.0,N,NNE,9.0,15.0,19.0,9.0,1011.4,1008.6,34.4,40.4,No,No,30,1,2009
30,102583,2009-01-31,Nuriootpa,23.1,41.0,0.0,SE,59.0,NE,SSE,9.0,13.0,30.0,11.0,1012.9,1010.3,31.7,41.0,No,No,31,1,2009
31,102584,2009-02-01,Nuriootpa,23.2,39.8,0.0,ESE,54.0,ENE,WSW,15.0,11.0,45.0,17.0,1013.7,1010.6,25.9,38.0,No,No,1,2,2009
32,102585,2009-02-02,Nuriootpa,24.9,37.4,0.6,SSE,52.0,ESE,SE,19.0,26.0,33.0,22.0,1011.7,1009.7,28.8,35.0,No,No,2,2,2009
33,102586,2009-02-03,Nuriootpa,18.2,37.7,0.0,WSW,31.0,E,SE,15.0,11.0,52.0,24.0,1010.8,1007.5,25.3,35.3,No,No,3,2,2009
34,102587,2009-02-04,Nuriootpa,12.8,35.6,0.0,W,39.0,W,WSW,6.0,22.0,62.0,23.0,1008.5,1005.5,22.3,33.8,No,No,4,2,2009
35,102588,2009-02-05,Nuriootpa,12.6,36.1,0.0,W,30.0,NE,W,9.0,15.0,63.0,26.0,1008.0,1007.5,22.2,34.7,No,No,5,2,2009
36,102589,2009-02-06,Nuriootpa,17.7,41.7,0.0,NE,41.0,ENE,NNE,17.0,19.0,39.0,13.0,1007.9,1004.2,27.2,40.6,No,No,6,2,2009
37,102590,2009-02-07,Nuriootpa,19.8,43.9,0.0,NW,76.0,NNW,WSW,31.0,35.0,11.0,29.0,1002.9,1004.1,37.7,35.3,No,No,7,2,2009
38,102591,2009-02-08,Nuriootpa,16.9,24.6,0.0,SSE,43.0,SSE,S,13.0,17.0,70.0,36.0,1013.6,1014.3,19.4,24.0,No,No,8,2,2009
39,102592,2009-02-09,Nuriootpa,10.2,22.9,0.0,SSE,46.0,SE,S,20.0,22.0,52.0,26.0,1019.3,1016.7,14.1,21.9,No,No,9,2,2009
40,102593,2009-02-10,Nuriootpa,9.4,20.4,0.0,SSE,44.0,SSE,SSE,17.0,26.0,57.0,38.0,1020.5,1019.2,13.2,17.6,No,No,10,2,2009
41,102594,2009-02-11,Nuriootpa,7.2,20.6,0.0,SSE,50.0,SSE,SSE,17.0,28.0,46.0,32.0,1022.7,1020.0,13.1,19.7,No,No,11,2,2009
42,102595,2009-02-12,Nuriootpa,9.2,,0.0,,,SE,SE,24.0,24.0,62.0,21.0,1022.0,1019.1,13.0,21.4,No,No,12,2,2009
43,102596,2009-02-13,Nuriootpa,,26.2,0.0,SE,54.0,ESE,E,19.0,24.0,49.0,26.0,1021.5,1019.0,16.2,23.6,No,No,13,2,2009
44,102597,2009-02-14,Nuriootpa,13.9,29.8,0.0,ESE,54.0,E,SE,19.0,20.0,46.0,21.0,1020.4,1017.7,21.0,27.2,No,No,14,2,2009
45,102598,2009-02-15,Nuriootpa,14.5,30.0,0.0,SE,44.0,E,N,4.0,7.0,46.0,18.0,1017.1,1014.2,19.0,29.4,No,No,15,2,2009
46,102599,2009-02-16,Nuriootpa,15.9,30.3,0.0,SE,37.0,ESE,SE,19.0,7.0,58.0,24.0,1016.3,1013.1,19.8,28.6,No,No,16,2,2009
47,102600,2009-02-17,Nuriootpa,15.0,31.9,0.0,SE,37.0,NE,ENE,9.0,13.0,39.0,23.0,1013.2,1010.9,24.6,28.9,No,No,17,2,2009
48,102601,2009-02-18,Nuriootpa,15.1,32.8,0.0,SE,30.0,ENE,E,6.0,13.0,33.0,16.0,1010.8,1008.0,24.7,30.7,No,No,18,2,2009
49,102602,2009-02-19,Nuriootpa,14.1,34.2,0.0,WSW,56.0,ESE,W,2.0,31.0,34.0,43.0,1009.2,1008.5,25.6,28.4,No,Yes,19,2,2009
50,102603,2009-02-20,Nuriootpa,14.4,25.1,1.6,S,37.0,SW,W,9.0,24.0,66.0,44.0,1016.6,1015.8,17.0,23.4,Yes,No,20,2,2009
51,102604,2009-02-21,Nuriootpa,14.4,25.7,0.0,ESE,39.0,SSE,SE,22.0,20.0,58.0,31.0,1020.0,1016.9,16.9,24.6,No,No,21,2,2009
52,102605,2009-02-22,Nuriootpa,12.8,30.7,0.0,SE,39.0,E,W,17.0,11.0,64.0,19.0,1016.7,1012.8,16.9,27.9,No,No,22,2,2009
53,102606,2009-02-23,Nuriootpa,10.6,28.9,0.0,WSW,44.0,,W,0.0,28.0,50.0,21.0,1012.2,1012.9,19.5,27.9,No,No,23,2,2009
54,102607,2009-02-24,Nuriootpa,10.5,25.1,0.0,ESE,48.0,ESE,ESE,22.0,19.0,55.0,19.0,1019.5,1016.8,13.8,23.3,No,No,24,2,2009
55,102608,2009-02-25,Nuriootpa,12.9,30.0,0.0,ESE,37.0,ENE,E,19.0,13.0,37.0,12.0,1018.2,1015.9,16.7,28.6,No,No,25,2,2009
56,102609,2009-02-26,Nuriootpa,16.7,35.0,0.0,NNE,35.0,ENE,NNE,19.0,15.0,21.0,7.0,1015.6,1012.4,22.1,33.7,No,No,26,2,2009
57,102610,2009-02-27,Nuriootpa,21.9,34.2,0.0,W,46.0,SE,W,7.0,22.0,13.0,33.0,1012.4,1011.7,25.5,29.6,No,No,27,2,2009
58,102611,2009-02-28,Nuriootpa,12.7,29.1,0.0,SSW,52.0,SE,SSW,17.0,11.0,66.0,22.0,1015.3,1013.2,16.9,27.8,No,No,28,2,2009
59,102612,2009-03-01,Nuriootpa,13.1,23.1,0.0,E,35.0,ESE,E,17.0,6.0,64.0,35.0,1016.3,1014.2,14.1,21.9,No,No,1,3,2009
60,102613,2009-03-02,Nuriootpa,13.8,26.2,0.2,ENE,37.0,ENE,E,17.0,15.0,60.0,47.0,1012.5,1009.3,16.8,25.5,No,No,2,3,2009
61,102614,2009-03-03,Nuriootpa,16.4,28.0,1.0,WSW,65.0,WNW,W,15.0,37.0,39.0,96.0,1003.9,1008.5,26.1,16.4,No,Yes,3,3,2009
62,102615,2009-03-04,Nuriootpa,12.1,19.5,12.6,WSW,72.0,W,WSW,35.0,41.0,55.0,46.0,1019.5,1020.3,14.8,18.5,Yes,No,4,3,2009
63,102616,2009-03-05,Nuriootpa,11.7,21.3,0.2,SW,37.0,SW,SW,13.0,19.0,81.0,52.0,1023.0,1021.2,14.1,20.7,No,No,5,3,2009
64,102617,2009-03-06,Nuriootpa,13.0,21.7,0.0,SW,26.0,SW,SSW,2.0,9.0,82.0,53.0,1019.6,1016.4,14.1,19.7,No,No,6,3,2009
65,102618,2009-03-07,Nuriootpa,9.6,23.7,0.0,SE,50.0,ESE,E,9.0,13.0,82.0,41.0,1017.7,1015.6,15.3,23.4,No,No,7,3,2009
66,102619,2009-03-08,Nuriootpa,11.3,25.3,0.0,SE,54.0,ESE,SE,19.0,19.0,60.0,32.0,1019.4,1017.0,14.6,23.7,No,No,8,3,2009
67,102620,2009-03-09,Nuriootpa,13.2,27.2,0.0,SE,35.0,ESE,SE,17.0,13.0,56.0,23.0,1019.1,1016.8,16.6,26.4,No,No,9,3,2009
68,102621,2009-03-10,Nuriootpa,15.6,28.3,0.0,ESE,31.0,SE,SE,13.0,13.0,66.0,20.0,1017.3,1015.4,17.3,27.4,No,No,10,3,2009
69,102622,2009-03-11,Nuriootpa,14.7,28.2,0.0,SSE,31.0,E,NE,7.0,7.0,67.0,33.0,1016.9,1014.1,19.2,26.5,No,No,11,3,2009
70,102623,2009-03-12,Nuriootpa,13.8,29.3,0.0,SW,33.0,NNE,ENE,6.0,13.0,62.0,32.0,1016.0,1013.9,20.4,28.9,No,Yes,12,3,2009
71,102624,2009-03-13,Nuriootpa,13.6,31.5,1.2,WSW,30.0,,WSW,0.0,13.0,64.0,19.0,1015.9,1013.5,19.4,30.3,Yes,No,13,3,2009
72,102625,2009-03-14,Nuriootpa,16.6,21.1,0.2,WSW,61.0,W,WSW,20.0,33.0,89.0,42.0,1013.6,1014.0,17.0,19.4,No,No,14,3,2009
73,102626,2009-03-15,Nuriootpa,8.1,20.0,0.0,SW,50.0,W,WSW,20.0,26.0,64.0,43.0,1018.0,1016.7,14.7,19.3,No,Yes,15,3,2009
74,102627,2009-03-16,Nuriootpa,12.8,19.7,1.6,SW,39.0,WSW,WSW,13.0,24.0,92.0,51.0,1018.3,1017.5,13.9,18.6,Yes,No,16,3,2009
75,102628,2009-03-17,Nuriootpa,11.1,23.3,0.0,ESE,30.0,SSE,SE,9.0,15.0,87.0,36.0,1020.9,1017.5,12.5,22.5,No,No,17,3,2009
76,102629,2009-03-18,Nuriootpa,10.2,28.3,0.0,NW,37.0,ENE,NW,13.0,20.0,64.0,20.0,1015.7,1012.4,15.9,27.1,No,No,18,3,2009
77,102630,2009-03-19,Nuriootpa,11.7,27.8,0.0,NW,44.0,N,WSW,7.0,22.0,39.0,46.0,1013.6,1013.4,21.4,25.3,No,No,19,3,2009
78,102631,2009-03-20,Nuriootpa,11.9,32.2,0.0,NW,33.0,NE,N,9.0,17.0,73.0,26.0,1015.8,1011.7,16.2,29.6,No,No,20,3,2009
79,102632,2009-03-21,Nuriootpa,12.4,32.5,0.0,W,52.0,ENE,NNW,9.0,24.0,46.0,16.0,1011.1,1009.5,22.1,31.7,No,No,21,3,2009
80,102633,2009-03-22,Nuriootpa,10.8,23.4,0.0,WSW,41.0,SSE,WSW,15.0,6.0,64.0,30.0,1016.7,1014.7,15.3,23.3,No,No,22,3,2009
81,102634,2009-03-23,Nuriootpa,9.4,24.0,0.0,SE,33.0,ESE,NE,11.0,15.0,73.0,36.0,1017.4,1014.4,13.3,22.0,No,No,23,3,2009
82,102635,2009-03-24,Nuriootpa,12.7,,0.4,,,N,W,6.0,13.0,65.0,46.0,1016.5,1014.7,16.1,23.3,No,No,24,3,2009
83,102636,2009-03-25,Nuriootpa,,26.7,0.0,WNW,33.0,ENE,WSW,7.0,20.0,64.0,44.0,1016.2,1015.5,18.5,25.9,No,No,25,3,2009
84,102637,2009-03-26,Nuriootpa,11.6,25.9,0.0,SSE,37.0,SW,S,13.0,17.0,93.0,32.0,1023.3,1022.7,16.1,24.9,No,No,26,3,2009
85,102638,2009-03-27,Nuriootpa,9.6,24.9,0.0,SE,31.0,E,E,13.0,11.0,72.0,19.0,1027.8,1025.0,12.4,23.8,No,No,27,3,2009
86,102639,2009-03-28,Nuriootpa,7.6,30.1,0.0,NE,28.0,NE,W,13.0,13.0,56.0,7.0,1023.7,1020.0,15.3,29.0,No,No,28,3,2009
87,102640,2009-03-29,Nuriootpa,6.1,30.5,0.0,SE,33.0,ENE,E,4.0,9.0,34.0,8.0,1021.5,1019.5,16.5,29.5,No,No,29,3,2009
88,102641,2009-03-30,Nuriootpa,15.1,28.8,0.0,ESE,37.0,ESE,E,13.0,19.0,47.0,17.0,1022.2,1020.3,18.1,27.1,No,No,30,3,2009
89,102642,2009-03-31,Nuriootpa,16.0,30.5,0.0,SE,31.0,E,ENE,13.0,9.0,40.0,15.0,1020.6,1017.9,20.6,29.5,No,No,31,3,2009
90,102643,2009-04-01,Nuriootpa,12.6,31.0,0.0,NE,39.0,NE,NNE,13.0,13.0,33.0,18.0,1019.4,1017.3,22.6,30.5,No,No,1,4,2009
91,102644,2009-04-02,Nuriootpa,14.7,33.9,0.0,W,35.0,NE,WSW,7.0,19.0,40.0,14.0,1018.7,1016.1,22.3,33.4,No,No,2,4,2009
92,102645,2009-04-03,Nuriootpa,15.1,21.0,0.0,WSW,46.0,SW,WSW,24.0,30.0,62.0,36.0,1021.4,1020.7,16.8,20.4,No,No,3,4,2009
93,102646,2009-04-04,Nuriootpa,10.1,20.2,0.0,WSW,31.0,SW,SW,6.0,11.0,61.0,38.0,1026.7,1024.8,13.4,18.4,No,No,4,4,2009
94,102647,2009-04-05,Nuriootpa,7.1,20.4,0.4,WSW,43.0,W,WSW,15.0,26.0,94.0,50.0,1024.7,1022.2,13.9,19.6,No,No,5,4,2009
95,102648,2009-04-06,Nuriootpa,8.1,17.2,0.4,SSW,39.0,ENE,SSE,11.0,26.0,58.0,39.0,1029.4,1027.3,12.0,16.3,No,No,6,4,2009
96,102649,2009-04-07,Nuriootpa,7.9,19.5,0.0,ESE,35.0,SE,SE,22.0,19.0,69.0,40.0,1031.6,1028.0,10.9,18.3,No,No,7,4,2009
97,102650,2009-04-08,Nuriootpa,9.9,21.8,0.0,SE,31.0,SE,WSW,13.0,9.0,77.0,36.0,1029.1,1024.6,12.9,21.1,No,No,8,4,2009
98,102651,2009-04-09,Nuriootpa,9.6,23.4,0.0,SE,35.0,E,SW,13.0,9.0,70.0,27.0,1023.0,1018.6,14.8,22.9,No,No,9,4,2009
99,102652,2009-04-10,Nuriootpa,3.6,23.3,0.0,ESE,30.0,NNE,W,2.0,19.0,63.0,25.0,1021.5,1019.6,15.5,22.5,No,No,10,4,2009
100,102653,2009-04-11,Nuriootpa,7.1,25.8,0.0,WSW,26.0,ENE,NW,13.0,9.0,61.0,15.0,1023.7,1020.5,16.7,25.3,No,No,11,4,2009
101,102654,2009-04-12,Nuriootpa,7.9,28.2,0.0,NE,30.0,NE,SW,15.0,7.0,46.0,12.0,1022.9,1019.3,18.6,27.2,No,No,12,4,2009
102,102655,2009-04-13,Nuriootpa,6.0,29.1,0.0,NW,37.0,NNE,W,9.0,15.0,17.0,10.0,1020.6,1015.9,22.4,28.4,No,No,13,4,2009
103,102656,2009-04-14,Nuriootpa,5.9,25.4,0.0,W,39.0,WSW,W,9.0,19.0,78.0,31.0,1016.3,1012.4,15.7,24.6,No,No,14,4,2009
104,102657,2009-04-15,Nuriootpa,8.6,18.3,0.0,WSW,65.0,SW,WSW,24.0,20.0,63.0,38.0,1015.4,1014.5,14.7,17.1,No,No,15,4,2009
105,102658,2009-04-16,Nuriootpa,4.0,20.0,0.0,WNW,43.0,WNW,W,22.0,24.0,54.0,55.0,1015.3,1014.1,15.2,18.0,No,No,16,4,2009
106,102659,2009-04-17,Nuriootpa,13.0,20.9,0.6,WSW,28.0,WSW,WSW,7.0,13.0,89.0,49.0,1020.0,1019.1,14.7,20.3,No,No,17,4,2009
107,102660,2009-04-18,Nuriootpa,5.1,22.6,0.0,SE,35.0,NE,ESE,6.0,13.0,74.0,39.0,1025.3,1022.8,15.3,21.4,No,No,18,4,2009
108,102661,2009-04-19,Nuriootpa,10.4,20.9,0.0,SE,31.0,SE,SE,15.0,13.0,59.0,44.0,1024.9,1020.9,16.4,20.3,No,No,19,4,2009
109,102662,2009-04-20,Nuriootpa,11.1,23.5,0.0,SE,31.0,E,NE,15.0,17.0,51.0,29.0,1021.1,1018.0,17.3,22.9,No,No,20,4,2009
110,102663,2009-04-21,Nuriootpa,7.9,23.9,0.0,NE,35.0,ENE,NE,13.0,17.0,40.0,26.0,1021.4,1018.6,18.2,22.4,No,No,21,4,2009
111,102664,2009-04-22,Nuriootpa,9.5,25.3,0.0,NE,37.0,NE,NE,15.0,17.0,34.0,19.0,1020.5,1016.9,19.3,24.8,No,No,22,4,2009
112,102665,2009-04-23,Nuriootpa,14.9,21.9,0.0,NNE,52.0,NNE,NE,26.0,17.0,38.0,81.0,1011.8,1007.1,19.1,15.8,No,Yes,23,4,2009
113,102666,2009-04-24,Nuriootpa,11.2,15.8,19.6,W,69.0,NW,WSW,22.0,30.0,97.0,96.0,1002.6,1004.0,12.1,13.4,Yes,Yes,24,4,2009
114,102667,2009-04-25,Nuriootpa,12.0,17.3,11.4,WNW,72.0,NW,WSW,30.0,37.0,90.0,91.0,1004.2,1000.2,14.2,12.4,Yes,Yes,25,4,2009
115,102668,2009-04-26,Nuriootpa,8.2,13.7,11.0,W,59.0,WSW,W,31.0,24.0,82.0,74.0,1009.8,1011.1,9.3,12.7,Yes,Yes,26,4,2009
116,102669,2009-04-27,Nuriootpa,9.0,16.7,11.2,NW,63.0,W,W,31.0,33.0,97.0,63.0,1013.1,1013.1,13.7,16.2,Yes,Yes,27,4,2009
117,102670,2009-04-28,Nuriootpa,7.9,14.8,5.6,ENE,22.0,ENE,ENE,13.0,9.0,82.0,64.0,1023.1,1021.2,11.6,14.0,Yes,No,28,4,2009
118,102671,2009-04-29,Nuriootpa,8.8,18.6,0.2,W,20.0,ENE,W,9.0,9.0,69.0,48.0,1022.4,1020.2,12.5,18.5,No,No,29,4,2009
119,102672,2009-04-30,Nuriootpa,5.4,18.5,0.0,NW,33.0,NE,W,6.0,15.0,72.0,65.0,1022.7,1020.3,12.7,16.7,No,No,30,4,2009
120,102673,2009-05-01,Nuriootpa,5.7,18.9,0.0,W,28.0,NE,WSW,6.0,17.0,94.0,68.0,1024.6,1022.6,10.9,16.1,No,No,1,5,2009
121,102674,2009-05-02,Nuriootpa,9.6,16.1,0.0,SSE,30.0,SE,SE,17.0,11.0,73.0,53.0,1028.5,1026.8,12.4,15.3,No,No,2,5,2009
122,102675,2009-05-03,Nuriootpa,3.8,17.8,0.4,ESE,41.0,NNE,WNW,2.0,7.0,80.0,48.0,1030.7,1028.4,11.9,17.1,No,No,3,5,2009
123,102676,2009-05-04,Nuriootpa,6.7,16.8,0.0,ESE,28.0,ESE,SE,11.0,11.0,83.0,53.0,1032.7,1030.6,12.5,16.2,No,No,4,5,2009
124,102677,2009-05-05,Nuriootpa,4.5,17.7,0.0,SE,22.0,,NE,0.0,9.0,78.0,52.0,1032.2,1029.1,12.0,16.7,No,No,5,5,2009
125,102678,2009-05-06,Nuriootpa,9.2,16.8,0.0,WSW,26.0,SSE,SSW,9.0,9.0,69.0,47.0,1030.7,1027.8,14.1,16.2,No,No,6,5,2009
126,102679,2009-05-07,Nuriootpa,9.4,15.7,0.0,SSE,28.0,ESE,S,11.0,20.0,78.0,64.0,1031.1,1029.5,12.6,14.6,No,No,7,5,2009
127,102680,2009-05-08,Nuriootpa,9.9,15.9,0.0,SSE,24.0,SE,S,13.0,9.0,87.0,62.0,1032.6,1029.9,12.0,15.3,No,No,8,5,2009
128,102681,2009-05-09,Nuriootpa,9.3,15.1,0.0,SSE,30.0,SE,SSE,15.0,11.0,83.0,70.0,1029.6,1026.2,12.1,14.3,No,No,9,5,2009
129,102682,2009-05-10,Nuriootpa,10.5,15.2,0.0,ESE,24.0,SE,SSE,13.0,11.0,84.0,64.0,1026.2,1023.6,11.0,15.2,No,No,10,5,2009
130,102683,2009-05-11,Nuriootpa,6.2,17.4,0.0,SSW,31.0,SSE,SSE,20.0,11.0,66.0,52.0,1025.1,1023.3,12.8,16.6,No,No,11,5,2009
131,102684,2009-05-12,Nuriootpa,5.9,17.3,0.0,SW,31.0,NE,S,2.0,13.0,83.0,50.0,1024.9,1022.0,11.5,16.0,No,No,12,5,2009
132,102685,2009-05-13,Nuriootpa,4.1,16.7,0.8,W,33.0,,WSW,0.0,20.0,91.0,81.0,1022.1,1019.1,10.4,13.7,No,No,13,5,2009
133,102686,2009-05-14,Nuriootpa,6.5,15.5,0.6,W,50.0,WNW,WNW,20.0,20.0,92.0,79.0,1019.2,1017.2,12.4,14.6,No,Yes,14,5,2009
134,102687,2009-05-15,Nuriootpa,11.2,15.9,1.4,W,50.0,WNW,WNW,24.0,28.0,95.0,93.0,1018.3,1016.3,12.4,13.7,Yes,Yes,15,5,2009
135,102688,2009-05-16,Nuriootpa,12.4,17.1,9.2,WNW,52.0,WSW,WSW,20.0,20.0,98.0,72.0,1019.3,1019.7,13.4,16.1,Yes,No,16,5,2009
136,102689,2009-05-17,Nuriootpa,9.9,15.9,0.0,SE,28.0,,SE,0.0,2.0,89.0,76.0,1024.3,1021.5,13.2,15.3,No,No,17,5,2009
137,102690,2009-05-18,Nuriootpa,10.6,15.9,0.2,ESE,28.0,ESE,ESE,9.0,13.0,79.0,60.0,1022.9,1019.1,12.2,15.4,No,No,18,5,2009
138,102691,2009-05-19,Nuriootpa,5.7,17.0,0.0,SE,20.0,,SSE,,9.0,86.0,50.0,1018.8,1016.3,9.2,16.1,No,No,19,5,2009
139,102692,2009-05-20,Nuriootpa,4.6,17.1,0.0,ESE,30.0,ENE,ESE,6.0,11.0,92.0,69.0,1020.2,1019.2,12.2,16.3,No,No,20,5,2009
140,102693,2009-05-21,Nuriootpa,9.7,19.6,0.0,E,35.0,ESE,E,13.0,19.0,71.0,44.0,1023.8,1020.5,14.5,19.2,No,No,21,5,2009
141,102694,2009-05-22,Nuriootpa,10.7,19.2,0.0,NE,43.0,NE,NE,20.0,24.0,60.0,40.0,1021.1,1016.2,13.3,18.9,No,No,22,5,2009
142,102695,2009-05-23,Nuriootpa,11.4,17.9,0.0,NNE,46.0,N,NE,24.0,15.0,62.0,56.0,1014.1,1011.8,15.7,17.8,No,Yes,23,5,2009
143,102696,2009-05-24,Nuriootpa,12.9,17.6,4.0,W,39.0,ENE,ENE,9.0,7.0,81.0,71.0,1015.7,1014.4,14.4,17.0,Yes,Yes,24,5,2009
144,102697,2009-05-25,Nuriootpa,12.3,16.4,9.0,W,41.0,NW,W,20.0,28.0,94.0,76.0,1016.6,1017.2,12.6,15.1,Yes,No,25,5,2009
145,102698,2009-05-26,Nuriootpa,9.6,15.3,0.8,SW,22.0,N,WSW,2.0,13.0,100.0,65.0,1024.2,1022.6,10.1,14.6,No,No,26,5,2009
146,102699,2009-05-27,Nuriootpa,3.3,15.1,0.2,WSW,26.0,NNE,W,7.0,9.0,96.0,66.0,1025.5,1023.6,7.9,14.2,No,No,27,5,2009
147,102700,2009-05-28,Nuriootpa,4.4,13.2,0.0,SSE,30.0,ESE,SSE,6.0,17.0,74.0,59.0,1028.4,1026.9,9.8,11.9,No,No,28,5,2009
148,102701,2009-05-29,Nuriootpa,1.7,12.2,0.0,SSE,33.0,ESE,SE,15.0,15.0,90.0,59.0,1028.9,1026.8,8.5,11.9,No,No,29,5,2009
149,102702,2009-05-30,Nuriootpa,2.0,13.8,0.0,ESE,30.0,ESE,ESE,11.0,15.0,81.0,53.0,1029.5,1027.5,7.8,13.5,No,No,30,5,2009
