,Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
57,2009-01-27,Tuggeranong,17.5,32.6,0.0,ENE,33.0,N,6.0,13.0,76.0,42.0,1020.5,1016.4,19.5,29.8,No,No
58,2009-01-28,Tuggeranong,16.7,36.2,0.0,E,37.0,WNW,4.0,15.0,65.0,26.0,1016.9,1013.3,23.1,35.1,No,No
59,2009-01-29,Tuggeranong,17.9,37.6,0.0,ENE,31.0,WSW,2.0,7.0,52.0,20.0,1017.1,1013.0,25.0,36.7,No,No
60,2009-01-30,Tuggeranong,16.3,37.7,0.0,ENE,26.0,N,0.0,11.0,51.0,11.0,1016.7,1012.5,24.3,36.8,No,No
61,2009-01-31,Tuggeranong,15.4,38.2,0.0,N,37.0,NNW,0.0,7.0,54.0,19.0,1016.1,1012.0,23.6,36.5,No,No
62,2009-02-01,Tuggeranong,20.7,32.9,0.0,ENE,46.0,ENE,15.0,20.0,38.0,25.0,1015.3,1013.7,27.1,31.9,No,No
63,2009-02-02,Tuggeranong,17.1,34.8,0.0,S,50.0,NNW,4.0,13.0,67.0,30.0,1014.8,1009.0,21.6,32.6,No,No
64,2009-02-03,Tuggeranong,18.3,32.3,0.0,ESE,41.0,ESE,6.0,26.0,55.0,54.0,1010.2,1008.7,24.5,26.5,No,No
65,2009-02-04,Tuggeranong,18.4,33.5,0.0,E,43.0,NNE,0.0,11.0,68.0,37.0,1011.0,1006.2,21.1,30.7,No,No
66,2009-02-05,Tuggeranong,18.2,37.4,0.0,W,43.0,WNW,2.0,17.0,66.0,26.0,1008.0,1004.7,24.0,36.1,No,No
67,2009-02-06,Tuggeranong,21.1,39.6,0.0,W,52.0,WNW,0.0,22.0,44.0,17.0,1010.5,1006.2,26.9,38.7,No,No
68,2009-02-07,Tuggeranong,20.2,39.9,0.0,WNW,43.0,W,0.0,22.0,51.0,21.0,1012.4,1007.9,26.7,39.1,No,No
69,2009-02-08,Tuggeranong,20.4,39.9,0.0,WNW,44.0,WSW,6.0,24.0,37.0,17.0,1010.9,1007.3,28.8,39.0,No,No
70,2009-02-09,Tuggeranong,17.9,26.0,0.0,ENE,31.0,NE,9.0,11.0,72.0,48.0,1011.1,1008.4,18.9,24.7,No,No
71,2009-02-10,Tuggeranong,12.5,24.2,0.0,S,37.0,E,7.0,7.0,73.0,52.0,1010.8,1008.2,14.2,22.2,No,No
72,2009-02-11,Tuggeranong,12.0,23.2,0.0,ESE,43.0,SSW,24.0,15.0,59.0,32.0,1011.4,1009.9,13.6,22.6,No,No
73,2009-02-12,Tuggeranong,12.9,15.8,0.0,SE,35.0,SE,19.0,19.0,60.0,60.0,1016.9,1017.7,14.3,15.1,No,Yes
74,2009-02-13,Tuggeranong,10.8,18.0,1.6,ESE,46.0,SSE,17.0,24.0,84.0,52.0,1025.4,1022.8,12.4,17.2,Yes,No
75,2009-02-14,Tuggeranong,10.1,19.9,0.0,ESE,35.0,E,19.0,20.0,62.0,52.0,1022.6,1018.8,14.2,18.5,No,No
76,2009-02-15,Tuggeranong,14.1,21.8,0.0,E,48.0,E,13.0,24.0,68.0,53.0,1015.5,1014.7,16.6,20.7,No,No
77,2009-02-16,Tuggeranong,13.4,21.9,0.0,E,44.0,E,19.0,28.0,73.0,43.0,1018.5,1017.1,15.7,20.7,No,No
78,2009-02-17,Tuggeranong,10.8,21.1,0.0,ENE,37.0,E,20.0,22.0,62.0,52.0,1017.6,1015.4,16.0,19.2,No,No
79,2009-02-18,Tuggeranong,15.6,25.9,0.0,S,35.0,SE,19.0,20.0,69.0,44.0,1012.7,1008.4,16.8,23.9,No,No
80,2009-02-19,Tuggeranong,11.6,30.7,0.0,SW,37.0,WSW,0.0,17.0,69.0,20.0,1007.0,1003.9,17.7,30.3,No,No
81,2009-02-20,Tuggeranong,12.4,29.8,0.0,S,24.0,NNE,0.0,7.0,80.0,37.0,1010.8,1009.0,17.1,26.3,No,No
82,2009-02-21,Tuggeranong,11.0,28.8,0.0,ENE,44.0,WNW,2.0,7.0,72.0,35.0,1013.2,1010.2,17.0,27.4,No,No
83,2009-02-22,Tuggeranong,11.3,27.8,0.0,NE,35.0,N,2.0,17.0,68.0,42.0,1017.4,1014.3,17.5,25.7,No,No
84,2009-02-23,Tuggeranong,17.1,30.3,0.0,NNW,44.0,N,7.0,20.0,68.0,36.0,1014.6,1009.5,19.9,28.5,No,Yes
85,2009-02-24,Tuggeranong,11.9,31.4,2.4,WNW,54.0,W,7.0,26.0,76.0,19.0,1013.6,1011.2,18.9,30.7,Yes,No
86,2009-02-25,Tuggeranong,10.4,32.5,0.0,ESE,52.0,NNW,7.0,13.0,70.0,15.0,1015.8,1011.2,15.6,29.5,No,No
87,2009-02-26,Tuggeranong,14.0,26.9,0.0,S,35.0,NNE,22.0,13.0,57.0,28.0,1019.3,1015.9,16.5,25.8,No,No
88,2009-02-27,Tuggeranong,15.9,29.9,0.0,NE,30.0,N,7.0,6.0,58.0,32.0,1016.9,1011.7,17.6,28.5,No,No
89,2009-02-28,Tuggeranong,15.1,34.3,0.0,WSW,54.0,W,0.0,24.0,63.0,18.0,1009.5,1003.8,19.3,33.7,No,No
90,2009-03-01,Tuggeranong,15.3,28.6,0.0,ENE,39.0,N,11.0,15.0,70.0,31.0,1010.3,1008.7,19.2,26.3,No,No
91,2009-03-02,Tuggeranong,16.6,27.7,0.0,ENE,33.0,NNE,11.0,13.0,64.0,36.0,1015.8,1013.2,19.1,25.3,No,No
92,2009-03-03,Tuggeranong,17.3,25.2,0.0,NW,19.0,WSW,6.0,9.0,75.0,55.0,1017.1,1013.7,18.2,23.4,No,No
93,2009-03-04,Tuggeranong,17.0,22.5,0.0,WSW,50.0,NW,28.0,24.0,43.0,24.0,1009.3,1009.1,17.2,21.2,No,No
94,2009-03-05,Tuggeranong,10.4,22.3,0.0,WSW,35.0,WSW,13.0,17.0,41.0,24.0,1009.3,1007.8,13.7,21.7,No,No
95,2009-03-06,Tuggeranong,5.9,24.5,0.0,N,39.0,N,13.0,19.0,49.0,28.0,1012.7,1009.2,11.5,22.2,No,No
96,2009-03-07,Tuggeranong,9.0,27.5,0.0,N,33.0,NNE,4.0,15.0,66.0,25.0,1014.2,1010.7,13.9,25.9,No,No
97,2009-03-08,Tuggeranong,13.6,25.5,0.0,ENE,41.0,NE,13.0,19.0,70.0,40.0,1017.8,1016.5,17.1,24.0,No,No
98,2009-03-09,Tuggeranong,15.1,26.2,0.0,NNW,37.0,N,0.0,13.0,76.0,46.0,1022.1,1018.4,15.7,24.0,No,No
99,2009-03-10,Tuggeranong,12.5,27.4,0.0,E,35.0,ENE,0.0,19.0,69.0,35.0,1021.4,1018.4,18.0,26.6,No,No
100,2009-03-11,Tuggeranong,14.4,25.5,0.0,E,37.0,NE,4.0,17.0,69.0,32.0,1023.8,1020.7,16.9,24.4,No,No
101,2009-03-12,Tuggeranong,15.5,28.4,0.0,SSE,30.0,WNW,4.0,13.0,77.0,34.0,1022.1,1017.3,17.3,26.9,No,No
102,2009-03-13,Tuggeranong,17.3,25.4,0.0,N,28.0,N,4.0,15.0,77.0,51.0,1017.9,1015.5,19.0,23.2,No,No
103,2009-03-14,Tuggeranong,13.6,25.2,0.2,WNW,35.0,NNE,6.0,9.0,86.0,71.0,1014.1,1008.9,16.9,20.9,No,Yes
104,2009-03-15,Tuggeranong,11.7,21.4,8.4,WNW,41.0,NW,17.0,22.0,52.0,23.0,1010.3,1008.4,13.3,20.0,Yes,No
105,2009-03-16,Tuggeranong,3.9,22.2,0.0,WNW,39.0,WNW,0.0,24.0,64.0,30.0,1011.4,1007.7,10.7,21.1,No,No
106,2009-03-17,Tuggeranong,3.7,24.6,0.0,NE,30.0,WNW,2.0,7.0,67.0,28.0,1013.4,1011.2,9.5,23.0,No,No
107,2009-03-18,Tuggeranong,9.0,27.0,0.0,N,31.0,NNW,7.0,13.0,74.0,30.0,1017.9,1013.5,14.7,25.3,No,No
108,2009-03-19,Tuggeranong,8.8,28.3,0.0,NW,30.0,NW,0.0,13.0,66.0,22.0,1016.2,1013.4,13.3,27.1,No,No
109,2009-03-20,Tuggeranong,7.7,29.9,0.0,ENE,35.0,NNE,4.0,11.0,55.0,22.0,1017.8,1014.6,14.6,28.9,No,No
110,2009-03-21,Tuggeranong,8.7,29.7,0.0,ENE,33.0,NNW,0.0,9.0,52.0,17.0,1018.7,1014.6,15.4,29.1,No,No
111,2009-03-22,Tuggeranong,10.0,29.4,0.0,WNW,39.0,WNW,6.0,19.0,79.0,25.0,1016.9,1012.7,15.2,28.4,No,No
112,2009-03-23,Tuggeranong,10.1,30.8,0.0,N,39.0,NW,0.0,20.0,69.0,27.0,1016.9,1013.0,14.5,29.3,No,No
113,2009-03-24,Tuggeranong,10.4,31.7,0.0,WNW,44.0,WNW,0.0,22.0,61.0,22.0,1017.2,1014.3,17.0,31.1,No,No
114,2009-03-25,Tuggeranong,14.2,29.9,0.0,NW,50.0,WNW,0.0,31.0,53.0,31.0,1019.5,1018.4,18.1,27.5,No,No
115,2009-03-26,Tuggeranong,11.0,27.9,0.0,W,50.0,WSW,4.0,13.0,69.0,33.0,1020.4,1017.3,15.8,26.6,No,No
116,2009-03-27,Tuggeranong,14.0,25.0,0.0,E,35.0,NNW,11.0,11.0,76.0,37.0,1023.5,1020.7,16.5,23.7,No,No
117,2009-03-28,Tuggeranong,14.5,27.3,0.0,N,28.0,NNW,4.0,15.0,68.0,36.0,1024.3,1020.3,15.6,25.5,No,No
118,2009-03-29,Tuggeranong,8.5,30.0,0.0,ENE,33.0,SE,2.0,11.0,68.0,21.0,1022.6,1018.7,13.9,28.5,No,No
119,2009-03-30,Tuggeranong,8.8,24.3,0.0,E,37.0,E,6.0,15.0,64.0,39.0,1024.9,1021.6,14.1,23.2,No,No
120,2009-03-31,Tuggeranong,14.1,22.5,0.0,ESE,43.0,ESE,20.0,20.0,72.0,46.0,1024.1,1022.1,16.4,21.6,No,No
121,2009-04-01,Tuggeranong,14.8,21.6,0.0,SE,37.0,E,17.0,20.0,74.0,66.0,1024.2,1023.7,17.1,19.2,No,No
122,2009-04-02,Tuggeranong,16.2,24.8,0.0,NE,28.0,ENE,9.0,11.0,78.0,56.0,1025.2,1022.4,17.5,23.3,No,No
123,2009-04-03,Tuggeranong,15.4,28.1,0.0,W,59.0,NW,6.0,20.0,81.0,43.0,1021.2,1015.4,18.1,26.3,No,Yes
124,2009-04-04,Tuggeranong,12.9,21.3,12.4,S,30.0,NW,13.0,6.0,75.0,48.0,1018.1,1018.0,13.3,20.1,Yes,No
125,2009-04-05,Tuggeranong,12.4,22.2,0.0,NW,37.0,WNW,9.0,22.0,72.0,39.0,1019.5,1013.9,14.4,21.6,No,No
126,2009-04-06,Tuggeranong,7.4,20.6,0.0,ENE,30.0,NW,6.0,15.0,68.0,40.0,1020.7,1017.4,12.6,20.0,No,No
127,2009-04-07,Tuggeranong,5.0,20.6,0.0,S,31.0,SSE,20.0,13.0,57.0,29.0,1026.5,1023.1,10.6,20.2,No,No
128,2009-04-08,Tuggeranong,4.0,21.7,0.0,ENE,20.0,NNW,6.0,6.0,62.0,34.0,1027.6,1023.4,12.2,21.5,No,No
129,2009-04-09,Tuggeranong,10.2,23.0,0.0,NNW,28.0,NNW,7.0,11.0,62.0,31.0,1025.0,1020.3,15.2,22.7,No,No
130,2009-04-10,Tuggeranong,8.2,21.4,0.0,NNW,26.0,N,0.0,15.0,75.0,51.0,1023.5,1021.1,12.3,21.0,No,No
131,2009-04-11,Tuggeranong,7.4,23.7,0.0,N,41.0,NNE,7.0,13.0,81.0,45.0,1026.2,1021.9,13.1,22.2,No,Yes
132,2009-04-12,Tuggeranong,13.1,23.7,29.6,NNW,24.0,NNW,7.0,11.0,88.0,38.0,1024.0,1020.6,14.9,22.9,Yes,No
133,2009-04-13,Tuggeranong,7.6,21.2,0.0,E,28.0,ENE,0.0,17.0,72.0,58.0,1023.8,1020.1,14.6,19.0,No,Yes
134,2009-04-14,Tuggeranong,13.2,20.1,29.2,WSW,39.0,E,2.0,6.0,91.0,82.0,1016.1,1011.9,15.2,17.8,Yes,Yes
135,2009-04-15,Tuggeranong,8.1,22.4,9.0,W,69.0,NW,11.0,35.0,79.0,36.0,1010.7,1006.6,14.1,20.4,Yes,No
136,2009-04-16,Tuggeranong,2.4,19.5,0.0,NE,37.0,NNW,2.0,20.0,59.0,26.0,1014.7,1011.4,9.9,18.5,No,No
137,2009-04-17,Tuggeranong,2.6,20.5,0.0,ENE,28.0,NW,4.0,11.0,65.0,35.0,1017.8,1015.4,10.5,20.0,No,No
138,2009-04-18,Tuggeranong,4.8,21.8,0.0,SE,30.0,SSE,2.0,9.0,74.0,37.0,1022.1,1018.6,11.9,21.5,No,No
139,2009-04-19,Tuggeranong,11.0,19.2,0.0,S,46.0,S,22.0,22.0,61.0,58.0,1022.5,1020.2,15.5,17.5,No,No
140,2009-04-20,Tuggeranong,10.7,17.8,0.0,S,46.0,S,22.0,17.0,57.0,49.0,1022.7,1020.5,13.2,17.6,No,No
141,2009-04-21,Tuggeranong,10.9,17.8,0.0,SSE,37.0,ESE,17.0,20.0,70.0,46.0,1025.1,1022.6,13.5,17.0,No,No
142,2009-04-22,Tuggeranong,7.6,18.6,0.0,ESE,30.0,ESE,13.0,17.0,77.0,54.0,1026.3,1022.9,13.1,17.2,No,No
143,2009-04-23,Tuggeranong,10.9,19.6,0.0,NNE,20.0,N,7.0,6.0,62.0,45.0,1022.1,1017.2,15.1,17.6,No,No
144,2009-04-24,Tuggeranong,6.6,16.2,0.0,NNW,48.0,N,0.0,13.0,90.0,73.0,1011.5,1005.5,10.4,15.3,No,Yes
145,2009-04-25,Tuggeranong,10.4,15.0,7.4,WNW,41.0,NW,20.0,17.0,76.0,68.0,1002.9,1001.4,13.2,13.3,Yes,Yes
146,2009-04-26,Tuggeranong,6.5,10.2,8.0,NW,65.0,NW,26.0,30.0,70.0,61.0,1001.5,1001.3,7.6,9.0,Yes,Yes
147,2009-04-27,Tuggeranong,5.7,10.9,2.4,WNW,33.0,NW,13.0,13.0,59.0,60.0,1011.8,1012.1,9.1,9.1,Yes,No
148,2009-04-28,Tuggeranong,4.8,13.9,0.4,WNW,35.0,W,15.0,17.0,79.0,50.0,1014.5,1015.4,9.8,12.1,No,No
149,2009-04-29,Tuggeranong,3.7,13.0,0.2,SSE,28.0,N,15.0,11.0,58.0,39.0,1022.1,1018.8,6.9,12.8,No,No
150,2009-04-30,Tuggeranong,4.2,16.3,0.0,SSW,31.0,WNW,17.0,4.0,67.0,37.0,1021.6,1019.7,7.8,15.4,No,No
151,2009-05-01,Tuggeranong,0.1,16.9,0.0,NNW,26.0,N,0.0,13.0,95.0,42.0,1025.2,1021.3,5.4,16.7,No,No
152,2009-05-02,Tuggeranong,0.6,17.8,0.0,WSW,17.0,E,0.0,2.0,71.0,38.0,1026.8,1023.8,8.6,17.4,No,No
153,2009-05-03,Tuggeranong,3.1,18.2,0.0,WSW,20.0,NNW,2.0,9.0,81.0,43.0,1029.4,1025.7,8.5,18.0,No,No
154,2009-05-04,Tuggeranong,1.1,18.9,0.0,WNW,15.0,ENE,2.0,4.0,81.0,40.0,1029.8,1026.8,7.1,18.5,No,No
155,2009-05-05,Tuggeranong,4.0,17.9,0.0,NNE,20.0,NNW,0.0,11.0,75.0,47.0,1032.5,1028.4,9.5,17.5,No,No
156,2009-05-06,Tuggeranong,2.2,16.7,0.0,NW,17.0,N,6.0,7.0,99.0,60.0,1029.2,1024.5,5.8,16.1,No,No
157,2009-05-07,Tuggeranong,-0.4,17.3,0.0,SW,20.0,N,0.0,0.0,98.0,40.0,1026.0,1023.0,4.2,16.8,No,No
158,2009-05-08,Tuggeranong,4.2,17.4,0.0,S,31.0,WSW,13.0,7.0,61.0,37.0,1029.6,1025.8,9.8,16.5,No,No
159,2009-05-09,Tuggeranong,-0.2,19.7,0.0,SSE,37.0,NW,4.0,11.0,73.0,39.0,1025.6,1021.4,7.1,19.2,No,No
160,2009-05-10,Tuggeranong,6.3,17.0,0.0,S,31.0,E,20.0,13.0,64.0,45.0,1026.2,1024.0,11.8,15.8,No,No
161,2009-05-11,Tuggeranong,-0.2,16.7,0.0,N,26.0,W,4.0,9.0,78.0,46.0,1026.6,1022.4,6.5,15.2,No,No
162,2009-05-12,Tuggeranong,1.0,16.6,0.0,NW,20.0,NNW,2.0,11.0,82.0,51.0,1022.4,1018.3,8.6,15.0,No,No
163,2009-05-13,Tuggeranong,-0.9,15.8,0.0,WNW,37.0,WNW,7.0,24.0,81.0,44.0,1017.4,1013.9,5.9,14.3,No,No
164,2009-05-14,Tuggeranong,5.9,13.7,0.0,WNW,46.0,WNW,20.0,24.0,52.0,56.0,1012.7,1011.5,11.7,12.0,No,No
165,2009-05-15,Tuggeranong,10.7,14.5,0.0,WSW,56.0,WNW,26.0,28.0,58.0,59.0,1013.2,1010.3,12.2,14.2,No,Yes
166,2009-05-16,Tuggeranong,10.3,16.1,3.4,W,52.0,NW,22.0,20.0,65.0,49.0,1008.5,1010.4,13.8,15.0,Yes,No
167,2009-05-17,Tuggeranong,-1.1,15.9,0.0,NW,17.0,WNW,0.0,9.0,81.0,41.0,1019.8,1018.4,4.9,15.8,No,No
168,2009-05-18,Tuggeranong,-0.7,16.1,0.0,ENE,20.0,E,0.0,11.0,73.0,52.0,1027.0,1023.5,6.0,15.6,No,No
169,2009-05-19,Tuggeranong,5.9,17.0,0.0,ENE,26.0,NNE,4.0,13.0,84.0,56.0,1025.5,1022.1,9.4,16.9,No,No
170,2009-05-20,Tuggeranong,5.6,15.8,0.0,ESE,31.0,ESE,6.0,22.0,88.0,64.0,1025.0,1023.0,9.9,14.9,No,No
171,2009-05-21,Tuggeranong,6.1,16.4,0.0,ESE,37.0,SE,13.0,24.0,78.0,52.0,1026.8,1024.4,11.7,15.3,No,Yes
172,2009-05-22,Tuggeranong,9.7,15.5,1.4,SE,39.0,SE,20.0,19.0,78.0,68.0,1026.9,1024.3,12.6,14.3,Yes,No
173,2009-05-23,Tuggeranong,9.5,17.6,0.0,ESE,31.0,ESE,19.0,20.0,69.0,60.0,1026.7,1024.1,13.7,16.1,No,No
174,2009-05-24,Tuggeranong,8.1,17.5,0.0,E,24.0,NE,0.0,11.0,81.0,51.0,1028.5,1026.0,12.0,16.3,No,No
175,2009-05-25,Tuggeranong,6.9,17.3,0.0,NW,28.0,NNW,0.0,13.0,74.0,55.0,1027.3,1022.6,13.1,16.4,No,No
