,Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
41,2009-02-11,Richmond,16.2,21.8,4.6,S,35.0,SSW,13.0,19.0,84.0,64.0,1011.6,1011.8,16.7,21.1,Yes,No
42,2009-02-12,Richmond,15.6,20.6,0.0,SE,39.0,S,17.0,17.0,75.0,69.0,1017.8,1018.6,18.1,20.1,No,Yes
43,2009-02-13,Richmond,15.0,18.9,7.6,SE,50.0,SE,11.0,19.0,97.0,91.0,1026.1,1024.9,15.3,17.3,Yes,Yes
44,2009-02-14,Richmond,15.0,18.4,18.2,S,28.0,SSW,17.0,15.0,96.0,96.0,1023.3,1019.2,15.6,17.8,Yes,Yes
45,2009-02-15,Richmond,15.6,21.7,27.6,S,35.0,SW,17.0,17.0,93.0,90.0,1015.2,1014.1,17.6,20.1,Yes,Yes
46,2009-02-16,Richmond,16.5,24.4,39.8,SE,52.0,SE,11.0,31.0,97.0,60.0,1018.1,1017.4,18.3,22.5,Yes,Yes
47,2009-02-17,Richmond,16.5,21.8,3.4,SE,31.0,SSE,9.0,13.0,94.0,67.0,1017.3,1015.7,18.2,21.4,Yes,Yes
48,2009-02-18,Richmond,17.4,27.4,13.6,SSW,35.0,SSW,17.0,15.0,83.0,55.0,1011.0,1008.4,20.5,26.4,Yes,No
49,2009-02-19,Richmond,18.9,29.7,0.0,W,59.0,N,15.0,17.0,73.0,76.0,1008.0,1005.3,23.1,24.5,No,Yes
50,2009-02-20,Richmond,18.8,32.4,5.0,SE,41.0,ENE,6.0,11.0,82.0,43.0,1011.8,1008.6,21.2,31.6,Yes,No
51,2009-02-21,Richmond,20.8,26.8,0.2,SE,41.0,E,2.0,11.0,90.0,87.0,1013.2,1012.6,22.0,21.7,No,Yes
52,2009-02-22,Richmond,18.5,26.1,24.6,SE,28.0,ENE,6.0,7.0,89.0,60.0,1018.9,1017.0,19.6,24.9,Yes,No
53,2009-02-23,Richmond,19.5,31.6,0.2,NNW,54.0,NE,13.0,22.0,76.0,56.0,1016.9,1011.6,22.5,31.1,No,Yes
54,2009-02-24,Richmond,18.0,32.5,8.2,SE,37.0,ESE,0.0,26.0,99.0,51.0,1014.7,1011.5,19.2,31.5,Yes,No
55,2009-02-25,Richmond,19.2,30.0,0.2,SE,39.0,NE,0.0,6.0,82.0,55.0,1016.5,1013.1,22.0,29.1,No,No
56,2009-02-26,Richmond,18.8,25.5,0.0,ESE,35.0,SE,7.0,13.0,75.0,49.0,1020.7,1017.8,20.3,24.8,No,No
57,2009-02-27,Richmond,15.2,26.2,0.0,E,24.0,E,7.0,11.0,72.0,45.0,1018.4,1015.1,20.0,24.9,No,No
58,2009-02-28,Richmond,14.6,32.8,0.0,SW,31.0,NNE,0.0,6.0,85.0,44.0,1009.8,1005.6,17.4,31.7,No,No
59,2009-03-01,Richmond,17.4,28.8,0.0,ESE,31.0,NE,7.0,7.0,76.0,43.0,1010.8,1009.7,22.2,28.4,No,No
60,2009-03-02,Richmond,18.3,27.8,0.0,ENE,52.0,NNE,0.0,15.0,85.0,52.0,1016.6,1014.4,20.6,27.1,No,No
61,2009-03-03,Richmond,17.7,28.8,0.0,ENE,35.0,NNE,0.0,15.0,93.0,55.0,1018.3,1014.6,19.7,26.8,No,No
62,2009-03-04,Richmond,19.7,25.0,0.0,W,44.0,WNW,0.0,4.0,89.0,53.0,1008.0,1008.5,21.6,24.1,No,No
63,2009-03-05,Richmond,10.3,26.0,0.0,ESE,43.0,SW,13.0,7.0,45.0,29.0,1010.4,1008.0,18.6,25.3,No,No
64,2009-03-06,Richmond,9.8,26.1,0.0,ENE,31.0,E,0.0,13.0,77.0,39.0,1014.1,1010.5,14.4,25.2,No,No
65,2009-03-07,Richmond,13.9,28.4,0.0,E,24.0,NNE,0.0,6.0,81.0,44.0,1014.6,1011.2,18.5,27.8,No,No
66,2009-03-08,Richmond,17.7,25.6,0.0,SE,43.0,SE,7.0,30.0,81.0,65.0,1018.2,1017.9,20.7,24.4,No,Yes
67,2009-03-09,Richmond,16.8,25.6,17.4,SW,46.0,E,11.0,6.0,99.0,68.0,1022.6,1019.8,17.7,24.2,Yes,No
68,2009-03-10,Richmond,17.7,25.9,0.2,E,31.0,ENE,6.0,22.0,93.0,57.0,1022.0,1020.6,19.9,24.9,No,No
69,2009-03-11,Richmond,15.1,24.2,0.0,E,35.0,SE,6.0,28.0,88.0,72.0,1024.4,1022.4,18.4,23.2,No,Yes
70,2009-03-12,Richmond,15.9,26.5,2.6,NE,31.0,NE,4.0,11.0,99.0,57.0,1023.1,1019.8,18.5,25.2,Yes,No
71,2009-03-13,Richmond,16.6,27.1,0.0,WNW,24.0,NNW,6.0,4.0,99.0,67.0,1019.0,1016.0,18.8,25.0,No,Yes
72,2009-03-14,Richmond,16.5,28.3,3.4,SW,41.0,NNE,0.0,2.0,99.0,55.0,1015.0,1009.8,18.1,27.8,Yes,Yes
73,2009-03-15,Richmond,16.8,30.8,13.6,NNW,31.0,WNW,4.0,13.0,94.0,43.0,1010.6,1006.9,19.5,30.2,Yes,No
74,2009-03-16,Richmond,12.2,27.2,0.2,WNW,30.0,ENE,6.0,9.0,56.0,38.0,1012.1,1007.9,17.1,25.5,No,No
75,2009-03-17,Richmond,10.2,25.4,0.0,ESE,30.0,NE,0.0,13.0,76.0,37.0,1014.1,1012.0,15.2,24.3,No,No
76,2009-03-18,Richmond,15.1,26.7,0.0,ENE,28.0,NE,0.0,9.0,74.0,48.0,1019.2,1015.5,19.0,25.6,No,No
77,2009-03-19,Richmond,12.8,31.0,0.0,NE,26.0,ENE,0.0,11.0,88.0,45.0,1016.9,1012.8,17.1,29.8,No,No
78,2009-03-20,Richmond,15.2,29.9,0.0,E,28.0,SE,2.0,9.0,91.0,45.0,1017.8,1015.3,20.1,29.0,No,No
79,2009-03-21,Richmond,15.4,27.3,0.0,E,30.0,SE,2.0,6.0,96.0,53.0,1019.1,1016.2,18.7,27.2,No,No
80,2009-03-22,Richmond,13.6,28.4,0.0,S,28.0,ENE,0.0,13.0,99.0,49.0,1018.4,1014.6,16.5,26.6,No,No
81,2009-03-23,Richmond,14.2,29.8,0.2,NE,28.0,E,0.0,11.0,92.0,36.0,1017.1,1014.4,18.3,29.5,No,No
82,2009-03-24,Richmond,16.9,32.7,0.0,N,33.0,NE,6.0,20.0,90.0,38.0,1018.2,1014.7,20.2,32.1,No,No
83,2009-03-25,Richmond,15.7,34.2,0.0,W,54.0,NE,0.0,17.0,93.0,42.0,1019.8,1016.0,19.0,33.8,No,Yes
84,2009-03-26,Richmond,18.5,29.7,28.6,SSW,22.0,NE,0.0,4.0,96.0,59.0,1019.8,1016.2,20.2,29.6,Yes,No
85,2009-03-27,Richmond,19.4,23.5,0.2,SSE,33.0,SSE,13.0,19.0,78.0,61.0,1024.3,1023.4,20.4,22.5,No,No
86,2009-03-28,Richmond,13.5,25.5,0.0,N,28.0,NW,0.0,6.0,89.0,46.0,1025.7,1022.5,17.3,24.9,No,No
87,2009-03-29,Richmond,11.9,26.9,0.0,ENE,28.0,ENE,0.0,11.0,99.0,46.0,1024.2,1020.6,14.4,26.0,No,No
88,2009-03-30,Richmond,14.4,25.9,0.0,SE,50.0,SE,4.0,22.0,86.0,48.0,1024.4,1021.4,19.5,25.2,No,Yes
89,2009-03-31,Richmond,18.0,20.7,3.8,SSE,41.0,S,17.0,19.0,89.0,95.0,1021.6,1020.4,20.1,17.1,Yes,Yes
90,2009-04-01,Richmond,17.1,23.2,58.4,SE,43.0,SE,13.0,22.0,99.0,83.0,1020.9,1020.6,19.2,22.5,Yes,Yes
91,2009-04-02,Richmond,18.9,24.5,16.4,NE,41.0,E,9.0,15.0,97.0,81.0,1023.2,1021.5,20.8,22.5,Yes,Yes
92,2009-04-03,Richmond,17.6,26.5,6.8,NE,24.0,NNE,0.0,9.0,99.0,66.0,1021.3,1016.3,20.0,26.2,Yes,No
93,2009-04-04,Richmond,18.1,20.2,0.8,W,37.0,SE,7.0,19.0,95.0,66.0,1017.6,1019.2,19.1,19.4,No,No
94,2009-04-05,Richmond,16.4,24.1,0.0,NNE,30.0,NNE,0.0,17.0,76.0,59.0,1020.1,1014.0,18.4,23.6,No,No
95,2009-04-06,Richmond,11.9,21.5,0.0,ESE,31.0,SE,19.0,19.0,74.0,58.0,1020.8,1019.0,18.8,20.9,No,No
96,2009-04-07,Richmond,15.6,21.8,0.0,ESE,31.0,E,9.0,13.0,69.0,57.0,1025.9,1023.6,17.3,21.4,No,No
97,2009-04-08,Richmond,9.8,23.3,0.0,ESE,28.0,N,0.0,9.0,76.0,47.0,1027.6,1024.2,16.8,22.9,No,No
98,2009-04-09,Richmond,11.7,24.1,0.0,NE,22.0,NE,6.0,15.0,87.0,50.0,1025.8,1021.4,16.2,23.5,No,No
99,2009-04-10,Richmond,10.5,24.8,0.2,NNE,17.0,ENE,0.0,7.0,99.0,49.0,1023.7,1020.4,14.3,24.4,No,No
100,2009-04-11,Richmond,14.2,23.9,0.0,WSW,13.0,ENE,0.0,0.0,97.0,67.0,1025.6,1022.8,17.2,23.2,No,Yes
101,2009-04-12,Richmond,17.2,24.3,1.2,WNW,22.0,WSW,0.0,7.0,92.0,72.0,1023.3,1020.6,20.0,23.5,Yes,No
102,2009-04-13,Richmond,17.9,22.3,0.2,SE,19.0,SE,6.0,15.0,89.0,79.0,1022.6,1019.1,20.0,21.4,No,Yes
103,2009-04-14,Richmond,16.1,25.9,3.4,E,17.0,ENE,4.0,6.0,88.0,61.0,1015.1,1010.7,20.0,25.3,Yes,No
104,2009-04-15,Richmond,12.6,28.8,0.2,W,48.0,WNW,6.0,30.0,71.0,29.0,1011.5,1007.3,20.3,28.5,No,No
105,2009-04-16,Richmond,10.5,24.4,0.2,S,22.0,ESE,4.0,11.0,55.0,40.0,1015.4,1011.2,16.4,23.8,No,No
106,2009-04-17,Richmond,8.8,23.6,0.0,S,30.0,ESE,4.0,22.0,83.0,37.0,1016.8,1015.2,14.7,23.1,No,No
107,2009-04-18,Richmond,10.2,23.5,0.0,ESE,31.0,S,0.0,17.0,77.0,45.0,1020.6,1017.6,17.0,23.0,No,No
108,2009-04-19,Richmond,11.9,20.9,0.0,SSW,48.0,S,19.0,31.0,63.0,83.0,1020.2,1018.6,18.3,17.9,No,Yes
109,2009-04-20,Richmond,14.2,19.0,7.0,SSE,50.0,SSW,22.0,22.0,73.0,76.0,1021.3,1019.5,16.5,17.5,Yes,Yes
110,2009-04-21,Richmond,13.9,20.9,2.0,S,43.0,SSW,19.0,13.0,75.0,77.0,1023.1,1021.1,18.6,18.4,Yes,Yes
111,2009-04-22,Richmond,13.6,21.9,4.2,SE,39.0,SSW,22.0,7.5,84.0,69.5,1024.6,1019.6500000000001,17.2,19.35,Yes,No
112,2009-04-23,Richmond,12.9,21.3,1.0,WNW,20.0,ESE,2.0,2.0,78.0,62.0,1022.0,1018.2,18.0,20.3,No,No
113,2009-04-24,Richmond,8.8,24.2,0.0,NNE,31.0,NNE,4.0,20.0,99.0,62.0,1012.8,1005.9,12.5,22.0,No,No
114,2009-04-25,Richmond,12.5,23.4,0.0,WNW,44.0,W,15.0,20.0,50.0,46.0,1004.8,1002.8,20.2,21.6,No,No
115,2009-04-26,Richmond,15.2,20.0,0.0,WNW,65.0,WNW,24.0,35.0,39.0,35.0,1003.6,1004.0,18.2,18.5,No,No
116,2009-04-27,Richmond,7.7,18.4,0.0,WNW,46.0,WSW,15.0,22.0,47.0,36.0,1013.9,1013.2,14.6,17.9,No,No
117,2009-04-28,Richmond,6.2,22.1,0.0,W,44.0,W,13.0,24.0,62.0,36.0,1015.8,1015.4,16.5,20.6,No,No
118,2009-04-29,Richmond,5.2,17.6,0.0,SE,26.0,SSW,0.0,13.0,85.0,58.0,1022.7,1019.7,10.5,16.7,No,No
119,2009-04-30,Richmond,7.6,19.3,0.0,SSE,31.0,SSE,20.0,11.0,67.0,62.0,1020.9,1020.2,14.5,16.9,No,No
120,2009-05-01,Richmond,4.9,21.5,0.0,E,20.0,E,0.0,9.0,86.0,50.0,1025.0,1020.4,11.5,21.2,No,No
121,2009-05-02,Richmond,4.4,21.9,0.0,SE,30.0,SSW,0.0,4.0,85.0,42.0,1025.8,1022.4,11.8,20.9,No,No
122,2009-05-03,Richmond,8.6,21.8,0.0,ESE,20.0,SSW,2.0,0.0,81.0,47.0,1028.0,1025.4,14.7,21.1,No,No
123,2009-05-04,Richmond,7.1,23.5,0.0,ESE,24.0,E,6.0,2.0,95.0,42.0,1028.8,1025.3,11.8,22.8,No,No
124,2009-05-05,Richmond,9.7,20.5,0.0,S,28.0,ESE,2.0,9.0,87.0,52.0,1031.1,1028.1,14.4,20.1,No,No
125,2009-05-06,Richmond,9.3,22.3,0.0,ENE,24.0,NE,0.0,13.0,99.0,53.0,1028.6,1023.1,12.0,22.0,No,No
126,2009-05-07,Richmond,7.1,22.6,0.0,SE,26.0,SSE,0.0,9.0,93.0,42.0,1024.7,1021.0,12.6,21.9,No,No
127,2009-05-08,Richmond,7.8,21.0,0.0,SW,30.0,SE,2.0,13.0,80.0,53.0,1028.2,1024.8,14.6,19.5,No,No
128,2009-05-09,Richmond,5.1,21.8,0.0,SSE,19.0,E,0.0,4.0,85.0,44.0,1024.7,1020.2,12.5,21.4,No,No
129,2009-05-10,Richmond,6.2,18.3,0.0,SE,28.0,SSW,0.0,13.0,94.0,77.0,1024.9,1023.8,12.2,16.5,No,No
130,2009-05-11,Richmond,5.6,20.1,0.2,ESE,24.0,ENE,0.0,2.0,99.0,46.0,1025.8,1022.0,11.4,20.0,No,No
131,2009-05-12,Richmond,3.9,20.4,0.2,SE,22.0,SSW,0.0,2.0,99.0,39.0,1022.0,1017.7,7.9,20.1,No,No
132,2009-05-13,Richmond,5.0,21.3,0.0,WNW,31.0,NW,0.0,17.0,87.0,36.0,1017.1,1012.9,11.4,21.0,No,No
133,2009-05-14,Richmond,2.9,21.0,0.0,W,52.0,WNW,17.0,28.0,57.0,37.0,1012.7,1011.4,15.6,20.0,No,No
134,2009-05-15,Richmond,5.5,21.6,0.0,WNW,46.0,WNW,11.0,26.0,68.0,38.0,1013.5,1010.8,14.7,20.8,No,No
135,2009-05-16,Richmond,13.3,21.8,0.0,W,70.0,W,33.0,24.0,50.0,44.0,1011.3,1009.1,19.0,21.3,No,No
136,2009-05-17,Richmond,2.7,19.8,0.0,SSE,17.0,SE,0.0,9.0,81.0,40.0,1019.0,1017.3,10.1,19.1,No,No
137,2009-05-18,Richmond,4.0,19.8,0.0,ESE,20.0,ENE,0.0,15.0,96.0,59.0,1026.3,1023.1,9.3,19.3,No,No
138,2009-05-19,Richmond,9.3,19.9,0.0,NNW,19.0,NW,2.0,9.0,99.0,73.0,1024.8,1021.0,12.5,17.4,No,Yes
139,2009-05-20,Richmond,12.5,20.4,6.0,NE,39.0,ENE,9.0,19.0,99.0,60.0,1022.1,1019.9,15.1,19.6,Yes,Yes
140,2009-05-21,Richmond,13.3,19.5,7.0,SE,50.0,SE,11.0,22.0,97.0,67.0,1024.0,1021.8,15.5,17.8,Yes,Yes
141,2009-05-22,Richmond,13.6,17.4,23.6,ENE,57.0,SW,9.0,9.0,99.0,97.0,1023.8,1020.8,14.5,15.4,Yes,Yes
142,2009-05-23,Richmond,14.1,20.6,32.6,E,44.0,ESE,9.0,30.0,99.0,80.0,1024.1,1022.4,15.8,19.0,Yes,Yes
143,2009-05-24,Richmond,13.3,21.1,4.4,ENE,26.0,E,0.0,15.0,96.0,58.0,1027.0,1025.1,16.2,20.5,Yes,No
144,2009-05-25,Richmond,10.1,18.8,0.2,ENE,15.0,ENE,0.0,7.0,95.0,76.0,1026.4,1023.0,13.9,18.3,No,No
145,2009-05-26,Richmond,9.0,21.8,0.0,ESE,13.0,ENE,0.0,0.0,99.0,58.0,1022.4,1019.0,10.5,21.4,No,No
146,2009-05-27,Richmond,10.5,16.2,0.2,ESE,17.0,NE,0.0,2.0,99.0,94.0,1020.7,1018.4,13.7,15.8,No,Yes
147,2009-05-28,Richmond,11.7,19.0,2.0,SE,28.0,SE,0.0,15.0,99.0,70.0,1021.8,1019.9,13.3,16.9,Yes,No
148,2009-05-29,Richmond,11.9,17.2,0.6,S,39.0,S,11.0,30.0,73.0,61.0,1024.0,1022.4,12.7,16.5,No,No
149,2009-05-30,Richmond,11.2,18.5,0.0,S,46.0,SW,22.0,13.0,64.0,82.0,1028.5,1028.1,14.4,14.2,No,Yes
150,2009-05-31,Richmond,10.8,16.4,4.6,ESE,24.0,SSW,9.0,7.0,99.0,77.0,1034.0,1031.9,13.0,15.8,Yes,No
151,2009-06-01,Richmond,9.8,15.8,1.0,SW,17.0,SSW,7.0,4.0,99.0,77.0,1033.3,1030.3,11.3,15.7,No,No
152,2009-06-02,Richmond,10.6,19.6,0.4,E,13.0,SSW,0.0,0.0,99.0,62.0,1030.2,1027.0,12.6,19.4,No,Yes
153,2009-06-03,Richmond,12.6,17.9,6.6,NW,13.0,WNW,4.0,2.0,99.0,79.0,1025.9,1022.1,14.0,17.8,Yes,No
154,2009-06-04,Richmond,9.5,15.8,0.2,S,13.0,SE,0.0,2.0,99.0,90.0,1020.9,1016.4,11.1,15.5,No,No
155,2009-06-05,Richmond,11.1,20.2,0.0,W,17.0,SE,0.0,0.0,100.0,54.0,1015.6,1012.5,13.1,18.7,No,No
156,2009-06-06,Richmond,4.2,18.5,0.2,W,33.0,W,7.0,20.0,83.0,41.0,1014.4,1010.0,10.9,18.1,No,No
157,2009-06-07,Richmond,8.1,19.3,0.6,WSW,46.0,NW,13.0,17.0,88.0,48.0,1008.4,1005.1,12.0,18.9,No,No
158,2009-06-08,Richmond,8.6,18.7,0.0,WNW,52.0,WNW,9.0,28.0,64.0,40.0,1010.0,1007.9,13.9,18.0,No,No
159,2009-06-09,Richmond,5.0,16.6,0.0,WNW,46.0,WNW,20.0,19.0,49.0,46.0,1012.2,1008.9,13.3,14.7,No,No
160,2009-06-10,Richmond,8.1,14.5,0.0,W,46.0,WSW,22.0,28.0,39.0,35.0,1013.4,1014.1,11.1,13.0,No,No
161,2009-06-11,Richmond,-2.4,16.3,0.0,S,24.0,S,0.0,11.0,87.0,29.0,1021.8,1018.5,4.5,16.0,No,No
162,2009-06-12,Richmond,-0.8,16.2,0.0,ESE,17.0,ESE,0.0,9.0,83.0,45.0,1024.8,1020.1,5.8,15.7,No,No
163,2009-06-13,Richmond,2.4,17.8,0.0,NNW,22.0,N,0.0,11.0,99.0,49.0,1018.0,1014.0,6.0,14.6,No,No
164,2009-06-14,Richmond,5.4,18.1,0.0,NNE,28.0,NNW,0.0,7.0,90.0,69.0,1014.8,1011.6,7.4,14.2,No,No
165,2009-06-15,Richmond,1.7,19.8,0.0,WSW,30.0,WSW,0.0,20.0,87.0,35.0,1013.4,1010.4,9.8,18.1,No,No
166,2009-06-16,Richmond,2.8,17.9,0.0,SSW,37.0,S,20.0,17.0,65.0,72.0,1018.6,1020.3,14.8,15.4,No,No
167,2009-06-17,Richmond,9.1,16.5,0.2,SSW,28.0,SSE,0.0,13.0,94.0,77.0,1028.0,1027.0,10.4,14.7,No,No
168,2009-06-18,Richmond,6.5,17.8,1.0,ESE,28.0,S,0.0,11.0,88.0,74.0,1030.0,1027.7,12.2,14.8,No,Yes
169,2009-06-19,Richmond,4.9,17.5,2.2,SE,30.0,ESE,0.0,15.0,99.0,49.0,1030.5,1027.8,7.6,17.0,Yes,Yes
170,2009-06-20,Richmond,7.6,16.1,2.6,N,17.0,E,6.0,6.0,99.0,90.0,1028.4,1024.3,10.1,15.6,Yes,No
171,2009-06-21,Richmond,10.1,17.3,0.4,NE,17.0,NE,0.0,9.0,100.0,90.0,1024.1,1020.5,12.9,17.2,No,Yes
172,2009-06-22,Richmond,11.6,19.9,13.8,NE,20.0,ENE,2.0,7.0,100.0,67.0,1020.2,1017.5,13.5,19.7,Yes,No
173,2009-06-23,Richmond,5.6,19.0,0.0,S,13.0,SW,0.0,7.0,100.0,66.0,1020.0,1016.6,8.5,17.6,No,No
174,2009-06-24,Richmond,3.8,18.5,0.0,ESE,33.0,ENE,2.0,2.0,99.0,58.0,1017.0,1010.9,6.4,17.7,No,No
175,2009-06-25,Richmond,4.3,16.0,0.4,W,24.0,N,7.0,9.0,88.0,59.0,1015.0,1012.3,9.0,14.7,No,No
176,2009-06-26,Richmond,4.2,18.2,0.0,NNE,13.0,NE,0.0,2.0,99.0,47.0,1013.1,1008.7,8.7,18.0,No,No
177,2009-06-27,Richmond,5.7,15.5,0.0,ESE,11.0,WSW,0.0,6.0,99.0,63.0,1008.5,1005.3,8.8,15.0,No,No
178,2009-06-28,Richmond,7.7,19.2,0.0,W,17.0,WSW,0.0,0.0,99.0,56.0,1006.6,1004.6,9.9,17.9,No,No
179,2009-06-29,Richmond,3.1,21.1,0.0,WNW,31.0,WNW,2.0,15.0,78.0,41.0,1012.4,1010.1,10.7,20.9,No,No
180,2009-06-30,Richmond,7.1,19.8,0.0,N,30.0,NNE,15.0,17.0,77.0,57.0,1013.4,1008.0,13.7,19.3,No,No
181,2009-07-01,Richmond,13.7,21.2,0.0,W,44.0,W,0.0,28.0,56.0,31.0,1006.1,1005.0,17.2,20.4,No,No
