,Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
28,2009-01-29,Mildura,25.6,42.8,0.0,NNE,44.0,N,N,19.0,19.0,22.0,11.0,1011.9,1009.7,34.2,42.3,No,No
29,2009-01-30,Mildura,24.8,43.3,0.0,N,35.0,N,SSW,17.0,11.0,18.0,12.0,1011.5,1008.7,33.9,41.9,No,No
30,2009-01-31,Mildura,26.7,44.1,0.0,NNE,33.0,N,NNE,11.0,9.0,20.0,9.0,1011.8,1009.2,32.6,42.4,No,No
31,2009-02-01,Mildura,24.6,42.9,0.0,SSE,33.0,ESE,NNW,15.0,13.0,42.0,11.0,1012.3,1009.3,28.1,41.5,No,No
32,2009-02-02,Mildura,24.6,42.6,0.0,SSE,24.0,S,S,9.0,20.0,50.0,13.0,1009.8,1007.0,26.5,41.6,No,No
33,2009-02-03,Mildura,24.8,40.1,0.0,SSW,31.0,SSE,SE,17.0,11.0,46.0,22.0,1009.5,1006.1,27.5,38.2,No,No
34,2009-02-04,Mildura,22.5,40.9,0.0,NNW,35.0,S,NW,9.0,19.0,37.0,13.0,1007.0,1003.7,27.7,39.6,No,No
35,2009-02-05,Mildura,20.1,41.1,0.0,S,44.0,SSW,S,13.0,19.0,41.0,12.0,1006.4,1004.5,25.4,39.5,No,No
36,2009-02-06,Mildura,22.5,43.1,0.0,S,33.0,ENE,NNW,11.0,15.0,38.0,12.0,1008.4,1005.2,27.5,41.4,No,No
37,2009-02-07,Mildura,26.1,46.7,0.0,NNW,56.0,NNE,NW,24.0,31.0,11.0,10.0,1004.4,1002.9,36.4,46.1,No,No
38,2009-02-08,Mildura,22.2,34.6,0.0,SSW,44.0,S,S,19.0,17.0,44.0,22.0,1011.0,1010.3,23.3,33.5,No,No
39,2009-02-09,Mildura,14.8,26.6,0.0,SSE,46.0,SSE,S,30.0,24.0,49.0,19.0,1016.7,1014.5,16.3,24.1,No,No
40,2009-02-10,Mildura,12.0,24.5,0.0,SSE,48.0,SSE,S,22.0,24.0,49.0,19.0,1018.7,1016.4,14.4,22.2,No,No
41,2009-02-11,Mildura,10.2,24.6,0.0,S,52.0,S,S,24.0,28.0,57.0,20.0,1020.1,1017.3,13.3,22.8,No,No
42,2009-02-12,Mildura,10.8,27.3,0.0,SSE,48.0,S,SSE,22.0,24.0,60.0,22.0,1019.9,1016.8,13.4,24.7,No,No
43,2009-02-13,Mildura,13.3,26.9,0.0,ESE,50.0,SE,ESE,24.0,28.0,54.0,35.0,1020.6,1018.6,17.2,25.0,No,No
44,2009-02-14,Mildura,17.0,30.3,0.0,ENE,39.0,ENE,SE,22.0,24.0,46.0,29.0,1020.4,1017.3,20.1,28.0,No,No
45,2009-02-15,Mildura,17.3,31.1,0.0,S,33.0,SW,SSE,4.0,15.0,51.0,20.0,1015.3,1013.3,19.1,30.4,No,No
46,2009-02-16,Mildura,18.5,32.4,0.0,ESE,43.0,SE,ESE,13.0,24.0,45.0,21.0,1015.7,1013.2,23.0,30.8,No,No
47,2009-02-17,Mildura,18.2,33.2,0.0,ESE,41.0,NE,ESE,19.0,26.0,47.0,19.0,1013.8,1011.8,23.5,31.2,No,No
48,2009-02-18,Mildura,15.4,32.6,0.0,ESE,31.0,E,SSE,7.0,19.0,48.0,23.0,1011.6,1008.6,23.3,30.8,No,No
49,2009-02-19,Mildura,16.7,36.2,0.0,SW,50.0,NNW,WNW,7.0,19.0,36.0,14.0,1008.7,1007.1,24.7,35.1,No,No
50,2009-02-20,Mildura,18.3,30.2,0.0,SW,33.0,SW,SSW,17.0,19.0,69.0,28.0,1014.8,1013.6,18.5,27.3,No,No
51,2009-02-21,Mildura,14.3,28.8,0.0,S,43.0,S,S,17.0,22.0,57.0,28.0,1018.4,1015.4,17.1,26.7,No,No
52,2009-02-22,Mildura,13.8,30.9,0.0,SSE,33.0,SE,WNW,13.0,11.0,63.0,22.0,1016.5,1013.5,17.4,28.8,No,No
53,2009-02-23,Mildura,14.2,36.4,0.0,W,57.0,N,WNW,9.0,24.0,29.0,8.0,1012.5,1010.6,22.4,35.3,No,No
54,2009-02-24,Mildura,11.9,28.6,0.0,S,41.0,SE,SE,17.0,20.0,52.0,15.0,1018.9,1016.6,14.6,26.0,No,No
55,2009-02-25,Mildura,10.8,30.6,0.0,SSE,39.0,ESE,S,19.0,11.0,48.0,16.0,1019.0,1016.8,15.7,28.2,No,No
56,2009-02-26,Mildura,14.8,34.0,0.0,E,22.0,E,NNW,15.0,4.0,49.0,13.0,1017.0,1014.2,19.3,32.1,No,No
57,2009-02-27,Mildura,17.4,39.5,0.0,NW,43.0,NNE,WNW,17.0,15.0,16.0,6.0,1012.4,1010.1,24.8,37.7,No,No
58,2009-02-28,Mildura,14.5,30.3,0.0,S,37.0,S,SSW,19.0,20.0,69.0,21.0,1013.8,1012.1,15.7,27.7,No,No
59,2009-03-01,Mildura,15.2,26.4,0.0,SSW,31.0,SSE,WSW,13.0,7.0,53.0,28.0,1015.1,1013.8,15.7,24.2,No,No
60,2009-03-02,Mildura,15.5,28.1,0.0,NW,26.0,E,NW,13.0,13.0,42.0,31.0,1013.3,1012.6,20.4,25.1,No,No
61,2009-03-03,Mildura,20.4,37.6,0.6,N,63.0,NNE,W,31.0,24.0,37.0,16.0,1005.7,1003.2,28.1,35.9,No,Yes
62,2009-03-04,Mildura,10.8,23.4,1.2,WSW,57.0,WNW,WSW,19.0,30.0,66.0,27.0,1019.4,1018.2,14.9,22.4,Yes,No
63,2009-03-05,Mildura,14.0,24.6,0.0,SW,43.0,SSW,SSW,17.0,22.0,61.0,41.0,1021.2,1018.7,15.7,21.9,No,No
64,2009-03-06,Mildura,10.2,25.2,0.0,S,28.0,SSW,SW,13.0,15.0,76.0,33.0,1019.0,1015.7,12.7,23.0,No,No
65,2009-03-07,Mildura,12.2,27.5,0.0,S,28.0,SSE,ESE,13.0,6.0,66.0,32.0,1016.7,1014.9,15.6,25.5,No,No
66,2009-03-08,Mildura,13.3,28.7,0.0,SE,33.0,SE,SSE,22.0,13.0,57.0,30.0,1018.4,1016.6,16.5,26.6,No,No
67,2009-03-09,Mildura,12.4,32.0,0.0,SE,26.0,ESE,E,17.0,9.0,53.0,17.0,1018.7,1015.3,16.8,30.4,No,No
68,2009-03-10,Mildura,16.7,22.4,0.0,SE,35.0,S,ESE,11.0,11.0,39.0,87.0,1016.9,1016.9,19.6,20.6,No,Yes
69,2009-03-11,Mildura,17.1,29.4,7.0,NE,41.0,E,ENE,17.0,20.0,86.0,45.0,1017.0,1014.1,19.6,28.9,Yes,Yes
70,2009-03-12,Mildura,18.7,26.2,1.2,E,31.0,SSE,SE,7.0,7.0,95.0,73.0,1016.4,1014.8,18.7,23.1,Yes,Yes
71,2009-03-13,Mildura,16.9,30.3,14.0,ESE,24.0,NE,SSE,7.0,11.0,92.0,41.0,1015.9,1013.4,20.0,29.3,Yes,No
72,2009-03-14,Mildura,19.4,27.6,0.0,WSW,50.0,NNW,WSW,9.0,30.0,67.0,42.0,1010.3,1010.7,22.7,26.7,No,No
73,2009-03-15,Mildura,9.8,21.4,0.0,SW,41.0,WSW,WSW,13.0,19.0,63.0,37.0,1017.8,1015.4,13.5,20.2,No,No
74,2009-03-16,Mildura,12.6,21.7,0.0,SW,33.0,WSW,WSW,13.0,17.0,86.0,50.0,1017.2,1016.0,14.9,20.1,No,No
75,2009-03-17,Mildura,9.6,23.1,0.0,S,30.0,S,SW,13.0,13.0,84.0,42.0,1019.5,1017.6,12.4,21.6,No,No
76,2009-03-18,Mildura,8.1,28.3,0.0,NW,26.0,ESE,NW,7.0,15.0,58.0,20.0,1017.1,1014.1,14.0,26.6,No,No
77,2009-03-19,Mildura,13.9,34.3,0.0,NNW,31.0,N,N,11.0,15.0,41.0,13.0,1014.5,1012.0,19.3,32.9,No,No
78,2009-03-20,Mildura,14.6,33.9,0.0,NW,28.0,S,NNW,15.0,13.0,67.0,16.0,1015.4,1012.5,17.4,32.8,No,No
79,2009-03-21,Mildura,17.4,37.7,0.0,N,50.0,NNE,NW,11.0,24.0,31.0,8.0,1012.3,1009.8,22.5,36.4,No,No
80,2009-03-22,Mildura,17.5,28.6,0.0,WSW,41.0,SW,WSW,19.0,13.0,76.0,33.0,1015.1,1012.8,17.6,26.9,No,No
81,2009-03-23,Mildura,11.6,27.0,0.0,SSE,26.0,SSE,WSW,15.0,11.0,77.0,29.0,1017.2,1014.7,13.7,25.2,No,No
82,2009-03-24,Mildura,11.6,28.6,0.0,ENE,35.0,SE,WSW,2.0,0.0,51.0,28.0,1016.6,1014.8,16.6,28.1,No,No
83,2009-03-25,Mildura,16.6,33.0,0.0,W,39.0,NW,NW,9.0,20.0,45.0,23.0,1015.8,1014.4,22.2,32.0,No,No
84,2009-03-26,Mildura,17.1,28.4,0.0,SSE,39.0,S,SSW,17.0,20.0,70.0,36.0,1021.1,1020.8,18.9,26.9,No,No
85,2009-03-27,Mildura,11.1,26.3,0.0,S,31.0,SSE,SSE,15.0,17.0,67.0,17.0,1027.0,1024.5,12.8,24.4,No,No
86,2009-03-28,Mildura,8.1,28.8,0.0,NE,20.0,SE,NNW,7.0,7.0,49.0,21.0,1024.2,1021.1,13.7,28.0,No,No
87,2009-03-29,Mildura,9.4,31.5,0.0,SE,26.0,SE,SE,0.0,9.0,41.0,10.0,1021.7,1019.2,15.0,30.0,No,No
88,2009-03-30,Mildura,11.9,31.8,0.0,E,30.0,SSE,SE,11.0,11.0,36.0,10.0,1021.9,1019.2,15.4,30.9,No,No
89,2009-03-31,Mildura,14.2,32.1,0.0,NE,31.0,E,ESE,13.0,13.0,45.0,21.0,1020.5,1017.8,18.7,31.3,No,No
90,2009-04-01,Mildura,16.3,32.0,0.0,E,41.0,E,E,11.0,19.0,51.0,23.0,1020.6,1017.5,19.5,31.1,No,No
91,2009-04-02,Mildura,17.6,33.2,0.0,NE,28.0,E,N,7.0,7.0,58.0,30.0,1019.1,1016.2,21.6,32.5,No,No
92,2009-04-03,Mildura,17.1,24.1,0.0,SSW,44.0,SW,SSW,22.0,20.0,80.0,37.0,1018.2,1017.7,17.2,22.8,No,No
93,2009-04-04,Mildura,8.3,21.7,0.0,SSW,35.0,SSW,S,9.0,19.0,72.0,32.0,1025.3,1023.3,10.7,19.8,No,No
94,2009-04-05,Mildura,9.0,23.5,0.0,SW,37.0,SSW,SW,9.0,19.0,66.0,38.0,1023.7,1019.7,14.8,22.7,No,No
95,2009-04-06,Mildura,6.6,19.7,0.0,SSW,43.0,S,S,15.0,22.0,56.0,25.0,1028.1,1025.1,11.5,18.7,No,No
96,2009-04-07,Mildura,7.5,22.1,0.0,SSE,39.0,SSE,S,22.0,22.0,66.0,30.0,1030.1,1026.0,12.3,21.3,No,No
97,2009-04-08,Mildura,9.0,23.1,0.0,SE,28.0,SSE,S,17.0,15.0,77.0,34.0,1027.7,1023.6,13.2,22.4,No,No
98,2009-04-09,Mildura,6.6,26.5,0.0,SSE,19.0,SSE,NNE,9.0,7.0,58.0,27.0,1022.2,1017.7,14.1,25.9,No,No
99,2009-04-10,Mildura,10.1,25.2,0.0,SW,26.0,SW,WSW,7.0,7.0,59.0,23.0,1020.6,1018.7,15.8,24.7,No,No
100,2009-04-11,Mildura,7.7,26.7,0.0,SSW,20.0,S,W,7.0,9.0,54.0,19.0,1023.2,1020.5,15.1,25.9,No,No
101,2009-04-12,Mildura,7.0,27.9,0.0,ESE,20.0,ESE,SSW,9.0,13.0,34.0,11.0,1023.0,1019.9,18.4,27.4,No,No
102,2009-04-13,Mildura,7.3,28.9,0.0,SE,24.0,ENE,ESE,9.0,9.0,32.0,10.0,1021.1,1016.8,18.3,28.3,No,No
103,2009-04-14,Mildura,10.1,30.5,0.0,WNW,41.0,NNW,W,4.0,22.0,34.0,11.0,1015.7,1011.5,18.7,29.8,No,No
104,2009-04-15,Mildura,13.3,21.9,0.0,WSW,50.0,WSW,SSW,30.0,17.0,61.0,28.0,1013.9,1013.5,18.8,21.3,No,No
105,2009-04-16,Mildura,4.2,21.7,0.0,W,35.0,SSW,SW,2.0,15.0,53.0,33.0,1016.9,1013.6,11.0,20.9,No,No
106,2009-04-17,Mildura,8.3,24.1,0.0,SW,26.0,SSW,SW,6.0,11.0,69.0,42.0,1020.0,1018.1,16.6,22.5,No,No
107,2009-04-18,Mildura,10.1,23.2,0.0,SSE,33.0,S,S,11.0,17.0,67.0,38.0,1024.2,1021.7,15.8,22.6,No,No
108,2009-04-19,Mildura,9.0,24.5,0.0,SE,31.0,SSE,SE,17.0,17.0,78.0,39.0,1023.8,1019.7,13.3,23.6,No,No
109,2009-04-20,Mildura,9.0,26.1,0.0,SE,22.0,E,E,13.0,13.0,58.0,25.0,1021.6,1018.0,15.3,25.9,No,No
110,2009-04-21,Mildura,11.0,24.9,0.0,E,35.0,NE,E,19.0,9.0,45.0,27.0,1022.8,1019.1,17.7,24.8,No,No
111,2009-04-22,Mildura,10.3,26.0,0.0,NE,19.0,NE,NE,15.0,13.0,53.0,26.0,1022.1,1018.4,16.8,25.4,No,No
112,2009-04-23,Mildura,12.8,26.9,0.0,NNE,46.0,NNE,NNE,20.0,24.0,43.0,29.0,1016.0,1010.4,18.7,25.9,No,Yes
113,2009-04-24,Mildura,14.9,17.9,8.0,WNW,43.0,NNW,WNW,19.0,15.0,93.0,78.0,1002.9,1002.3,16.3,16.3,Yes,No
114,2009-04-25,Mildura,12.1,21.0,0.4,W,63.0,NW,NW,19.0,35.0,90.0,54.0,1006.0,1000.0,14.0,20.3,No,Yes
115,2009-04-26,Mildura,8.5,15.6,5.8,WSW,54.0,WNW,WSW,20.0,28.0,73.0,67.0,1009.3,1010.1,11.3,13.0,Yes,No
116,2009-04-27,Mildura,7.7,18.9,0.4,NW,52.0,NNW,W,13.0,24.0,90.0,72.0,1014.9,1012.2,10.4,17.6,No,Yes
117,2009-04-28,Mildura,6.6,15.2,7.2,SSE,26.0,S,S,11.0,11.0,83.0,45.0,1023.3,1021.8,10.5,14.8,Yes,No
118,2009-04-29,Mildura,7.0,16.4,0.0,S,19.0,SE,SW,2.0,11.0,75.0,40.0,1024.1,1021.5,10.8,15.8,No,No
119,2009-04-30,Mildura,3.2,18.5,0.0,NNE,20.0,N,NW,9.0,9.0,68.0,38.0,1024.4,1021.6,9.7,18.3,No,No
120,2009-05-01,Mildura,7.0,21.8,0.0,W,24.0,N,W,13.0,15.0,61.0,40.0,1024.6,1022.0,11.8,21.3,No,No
121,2009-05-02,Mildura,11.8,18.8,0.4,SSE,28.0,S,SSE,11.0,11.0,97.0,58.0,1027.0,1025.1,12.9,17.8,No,No
122,2009-05-03,Mildura,4.6,19.5,0.2,ESE,24.0,S,SSE,9.0,13.0,82.0,35.0,1029.7,1027.4,10.1,19.0,No,No
123,2009-05-04,Mildura,6.0,18.8,0.0,SE,28.0,S,S,7.0,11.0,78.0,48.0,1031.8,1029.4,11.9,18.4,No,No
124,2009-05-05,Mildura,5.8,19.1,0.0,SSE,22.0,S,SW,7.0,9.0,88.0,47.0,1032.1,1028.7,10.1,18.9,No,No
125,2009-05-06,Mildura,5.9,18.7,0.0,SSE,28.0,SSW,S,9.0,13.0,85.0,43.0,1029.7,1025.8,9.0,18.4,No,No
126,2009-05-07,Mildura,6.2,17.7,0.0,SSE,33.0,SSE,SSE,13.0,17.0,83.0,47.0,1029.8,1027.6,10.3,17.1,No,No
127,2009-05-08,Mildura,6.7,18.3,0.0,SSW,31.0,S,SSE,11.0,17.0,82.0,45.0,1031.4,1027.8,10.0,18.0,No,No
128,2009-05-09,Mildura,6.7,18.0,0.0,SSE,28.0,S,S,13.0,17.0,91.0,55.0,1028.3,1024.5,10.6,17.0,No,No
129,2009-05-10,Mildura,7.1,20.1,0.0,SE,26.0,SSE,SSE,13.0,15.0,88.0,40.0,1025.0,1021.7,10.0,19.5,No,No
130,2009-05-11,Mildura,5.9,21.7,0.2,SSW,24.0,SSE,SSE,9.0,11.0,71.0,33.0,1023.9,1021.2,10.7,21.1,No,No
131,2009-05-12,Mildura,5.0,19.5,0.0,WSW,22.0,S,SW,9.0,13.0,79.0,39.0,1023.4,1020.4,9.3,19.3,No,No
132,2009-05-13,Mildura,4.2,19.7,0.0,WNW,28.0,WNW,W,7.0,15.0,84.0,47.0,1021.2,1017.7,8.9,18.4,No,No
133,2009-05-14,Mildura,7.8,19.1,0.0,W,31.0,WNW,WNW,15.0,20.0,89.0,48.0,1018.8,1016.2,11.3,18.9,No,No
134,2009-05-15,Mildura,10.4,20.8,0.0,WNW,44.0,WNW,WNW,17.0,24.0,77.0,44.0,1017.9,1014.8,13.3,20.5,No,No
135,2009-05-16,Mildura,13.3,19.5,0.0,W,43.0,W,SSW,19.0,20.0,82.0,54.0,1018.1,1017.5,15.1,19.3,No,No
136,2009-05-17,Mildura,6.4,18.5,0.0,SSE,20.0,W,E,0.0,6.0,86.0,54.0,1024.0,1021.4,10.9,18.0,No,No
137,2009-05-18,Mildura,8.6,18.3,0.0,SE,26.0,ESE,SE,9.0,13.0,77.0,46.0,1023.2,1018.9,11.6,17.7,No,No
138,2009-05-19,Mildura,8.9,21.9,0.0,S,46.0,ENE,NE,7.0,24.0,65.0,49.0,1017.7,1015.6,12.3,19.8,No,No
139,2009-05-20,Mildura,12.3,19.4,0.0,E,35.0,E,ESE,13.0,19.0,88.0,57.0,1019.6,1018.1,14.2,18.9,No,No
140,2009-05-21,Mildura,8.9,23.0,0.6,ENE,39.0,E,E,19.0,20.0,61.0,34.0,1023.0,1020.0,14.9,22.8,No,No
141,2009-05-22,Mildura,8.0,22.7,0.0,NE,37.0,ENE,NE,15.0,20.0,64.0,36.0,1022.4,1017.5,13.3,22.4,No,No
142,2009-05-23,Mildura,12.1,20.6,0.0,NNE,43.0,NE,NNE,17.0,20.0,71.0,52.0,1017.7,1015.2,14.3,20.2,No,No
143,2009-05-24,Mildura,12.6,22.8,0.0,NNE,41.0,NE,NNE,19.0,20.0,70.0,50.0,1019.2,1016.9,16.6,22.1,No,Yes
144,2009-05-25,Mildura,15.6,19.8,5.8,NNE,41.0,N,NW,24.0,13.0,93.0,68.0,1017.2,1016.0,15.6,19.2,Yes,Yes
145,2009-05-26,Mildura,6.8,17.2,2.2,S,22.0,S,SSW,6.0,11.0,100.0,62.0,1023.1,1021.6,9.4,16.3,Yes,No
146,2009-05-27,Mildura,6.4,17.1,0.0,SSW,26.0,SSW,SW,11.0,17.0,97.0,53.0,1024.5,1022.3,8.4,16.5,No,No
147,2009-05-28,Mildura,4.9,13.9,0.0,SSE,31.0,S,S,9.0,15.0,96.0,49.0,1026.9,1025.4,7.8,13.3,No,No
148,2009-05-29,Mildura,4.0,14.4,0.0,SE,28.0,SSW,SE,11.0,15.0,95.0,51.0,1027.2,1025.0,6.9,14.1,No,No
149,2009-05-30,Mildura,3.1,17.6,0.0,ESE,33.0,SSE,ESE,11.0,20.0,88.0,36.0,1029.3,1027.1,6.6,17.3,No,No
150,2009-05-31,Mildura,6.6,14.5,0.0,ENE,30.0,E,E,19.0,11.0,66.0,72.0,1029.3,1026.2,11.1,13.3,No,Yes
151,2009-06-01,Mildura,10.7,14.2,10.2,E,24.0,E,E,13.0,7.0,99.0,93.0,1025.3,1022.9,11.7,14.0,Yes,Yes
152,2009-06-02,Mildura,11.7,16.0,2.4,ESE,22.0,E,ESE,13.0,13.0,100.0,81.0,1024.7,1022.2,12.4,15.4,Yes,No
153,2009-06-03,Mildura,11.7,16.1,0.4,WNW,20.0,WSW,WSW,9.0,9.0,100.0,76.0,1020.9,1018.2,12.1,14.8,No,No
154,2009-06-04,Mildura,8.4,17.2,0.0,WSW,19.0,NNE,WSW,11.0,6.0,94.0,55.0,1019.7,1017.0,11.0,16.8,No,No
155,2009-06-05,Mildura,4.6,17.7,0.0,NNE,20.0,NNE,NNW,0.0,9.0,93.0,54.0,1017.7,1015.0,8.8,16.3,No,Yes
156,2009-06-06,Mildura,8.8,16.3,6.0,NE,31.0,NE,NNW,11.0,13.0,96.0,65.0,1011.2,1006.5,10.1,15.0,Yes,Yes
157,2009-06-07,Mildura,6.1,15.4,2.8,WNW,33.0,NW,WNW,9.0,20.0,96.0,68.0,1008.6,1007.7,8.5,15.0,Yes,No
158,2009-06-08,Mildura,7.0,15.1,0.0,W,48.0,NW,SW,11.0,17.0,90.0,67.0,1012.7,1011.2,8.8,13.1,No,No
159,2009-06-09,Mildura,6.8,14.6,1.0,W,54.0,WNW,WSW,22.0,20.0,88.0,69.0,1013.2,1013.7,9.3,13.7,No,No
160,2009-06-10,Mildura,3.0,12.2,0.6,S,26.0,SW,SSW,9.0,15.0,85.0,45.0,1024.6,1024.3,5.8,11.4,No,No
161,2009-06-11,Mildura,-0.7,12.9,0.0,WNW,46.0,SW,NNW,0.0,9.0,95.0,45.0,1027.6,1024.9,4.0,12.5,No,No
162,2009-06-12,Mildura,1.0,11.6,0.0,N,39.0,NNE,NNE,15.0,24.0,79.0,49.0,1023.0,1018.8,5.0,10.9,No,No
163,2009-06-13,Mildura,5.0,17.0,0.0,NNE,39.0,NNE,NW,19.0,17.0,65.0,35.0,1011.0,1007.1,9.2,16.9,No,No
164,2009-06-14,Mildura,4.5,17.0,0.0,N,37.0,NNE,N,9.0,26.0,76.0,39.0,1008.7,1006.0,8.2,16.8,No,Yes
165,2009-06-15,Mildura,8.2,14.3,7.6,ESE,37.0,SE,SE,19.0,20.0,93.0,63.0,1010.2,1013.6,9.4,13.9,Yes,No
166,2009-06-16,Mildura,3.4,15.9,0.0,SSE,17.0,SSW,S,7.0,9.0,95.0,55.0,1023.5,1023.3,5.8,15.7,No,No
167,2009-06-17,Mildura,2.4,15.7,0.0,SSE,19.0,SSE,SSE,7.0,9.0,100.0,58.0,1028.8,1026.6,4.9,15.3,No,No
168,2009-06-18,Mildura,4.1,16.6,0.2,ENE,22.0,ENE,SE,9.0,6.0,91.0,49.0,1028.9,1027.0,7.1,16.6,No,No
169,2009-06-19,Mildura,3.6,17.2,0.2,NE,22.0,ENE,NE,7.0,13.0,95.0,45.0,1027.0,1023.3,7.4,17.0,No,No
170,2009-06-20,Mildura,7.2,16.1,0.0,N,35.0,NNE,NNE,20.0,22.0,87.0,65.0,1019.2,1015.5,9.8,15.9,No,No
171,2009-06-21,Mildura,8.1,19.5,0.0,N,24.0,NE,NNE,9.0,15.0,79.0,35.0,1017.7,1015.2,11.6,19.2,No,No
172,2009-06-22,Mildura,6.2,20.1,0.0,NNE,37.0,NE,NNE,9.0,28.0,93.0,32.0,1017.4,1014.2,8.2,19.9,No,No
173,2009-06-23,Mildura,8.1,18.1,0.2,NNW,39.0,NNW,NW,6.0,20.0,74.0,26.0,1015.0,1012.1,10.6,17.8,No,No
174,2009-06-24,Mildura,5.4,14.4,0.0,W,31.0,NNW,W,6.0,19.0,96.0,69.0,1014.2,1013.6,9.1,13.9,No,No
175,2009-06-25,Mildura,5.2,14.8,0.0,E,19.0,NNW,N,9.0,11.0,88.0,63.0,1015.2,1010.8,9.6,14.4,No,Yes
